Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"We're screwed. No more free wi-fi. - Hey, Ki-jung! - Yeah? The lady upstairs put a password on 'iptime'. A password? Did you try 123456789? No luck. Do it the other way. I tried that too! Fuck, then we can't get WhatsApp? Nothing. Hey, Kim Ki-taek. Don't fucking pretend to sleep. What do you think? Our phones are shut off. Now our wifi is shut off. What's your plan? - Ki-woo. - Yes, Dad? For wifi, hold it high. Stick it in every corner and so on. Damn stink bugs. Over here! I got it! Really? You got a signal? Yeah, see? This one, 'coffeeland 2G'. Did a new cafe open? Why can't I get it? Climb up here. Hey kids. - Does it work? - Yeah. Then check WhatsApp. Pizza Generation said they'd contact me. Hold on. Here it is. Pizza Generation. Wow! Check this out, guys. If we go as fast as her, we can finish today. Then we can get paid. - Should we stand up too? - She's a pro. What? Fumigation? They still do that kind of thing? Guess so. Shut the window. Leave it open. We'll get free extermination.",89.279,195,We are screwed No more free wi fi Yeah lady upstairs put password on iptime password Did you try luck Do it other way I tried that too Fuck then we can not get Nothing Hey taek Do not fucking pretend to sleep What do you think Our phones are shut off Now our wifi is shut off What is your plan Yes For wifi hold it high Stick it in corner and so on stink bugs Over here I got it Really You got signal Yeah see one coffeeland G Did new cafe open Why can not I get it Climb up here Hey kids Does it work Yeah Then check said they would contact me Hold on Here it is Wow Check this out guys If we go as fast as her we can finish today Then we can get paid Should we stand up too She is pro What Fumigation They still do kind of thing Guess so Shut window Leave it open We will get free extermination,annoyance
2,"Kill the stink bugs. Right, too many stink bugs these days... God, that smells! I told you to shut it! Should I shut it, Dad? What exactly is the problem? Take this one as an example. You call this a straight line? And why's it folded here? Why is this sticking up? You didn't even fold it. A quarter of them look like this. So 1 out of 4 are rejects. So you're really docking 10% off our pay? Considering the rejects, that's a low penalty, isn't it? Our pay is so low already! How can you do this? Look here. This is not some minor issue. You know what one shitty box can do to our brand image? Brand? You can't even afford a box folder! What did you say? Boss. This is all because of that guy, right? What guy? Your part-time worker. He's gone AWOL, right? Just when the Love of God Church made a huge group order? How do you know all that? Who told you? My sister knows the guy. He's always been a bit strange. Got a bad reputation. Speaking of which, Boss. We'll accept a 10% penalty. In return... In return? Any thought of hiring a new part-time worker? Sis, we need someone! Ditch the guy you've got now. Just fire him.",88.99600000000002,219,Kill stink bugs Right too many stink bugs days that smells I told you to shut it Should I shut it What exactly is problem Take one as example You call this straight line And why is it folded here Why is this sticking up You did not even fold it quarter of them look like this So out of are rejects So you are really docking % off our pay Considering rejects that is low penalty is not it Our pay is so low already How can you do this Look here This is not minor issue You know what box can do to our brand image Brand You can not even afford box folder What did you say Boss This is all because of guy right guy Your part time worker He is gone AWOL right Just when of made huge group order How do you know that Who told you My sister knows guy He is always been bit strange Got bad reputation Speaking of which We will accept % penalty In return In return thought of hiring new part time worker we need someone Ditch guy you have got now Just fire him,neutral
3,"Tomorrow I'll come for a formal interview. What time? Wait, hold on a sec. Let me think about it. Then for now, just pay for the boxes. So we're all gathered here today, to celebrate the reconnection of our phones, and this bounteous wi-fi! Look at that bastard. It's not even dark yet. Why didn't you put up a 'No Urinating' sign? I told you! No, signs like that just make them piss even more. At least shout at him! Don't shout. ""Please don't piss!"" Hey, is that Min? Hey mister, that's not a toilet. Way to go, Min. Hey, punk! Who are you staring at, asshole? Come here! You little shit. Get a fucking grip! That's an impressive friend. College students have a real vigor to them. Not like my brother. But is he coming here? Did you invite him? No. Hello! Oh hi, Min! Min! Are you well, sir? - Sure. - What are you doing here? I texted you. Didn't you see it? Sorry, were you eating? No, we weren't eating. - How are you, Ki-jung? - Fine, you too? We could've met outside, why come here? Because of this. It's for you, but it's so heavy. Really? Put it down here. Wow, what is that? When I said I was meeting Ki-woo,",89.846,216,Tomorrow I will come for formal interview time Wait hold on Let me think about it Then for now just pay for boxes So we are all gathered here today to celebrate reconnection of our phones and bounteous wi fi Look at bastard It is not even dark yet Why did not you put up Urinating sign I told you No signs like that just make them piss even more At least shout at him Do not shout Please do not piss Hey is that Hey that is not toilet Way to go punk Who are you staring at asshole Come here You little shit Get fucking grip That is impressive friend College students have real vigor to them Not like my brother But is he coming here Did you invite him No Hello Oh Are you well What are you doing here I texted you Did not you see it Sorry were you eating No we were not eating How are you you too We could have met outside why come here Because of this It is for you but it is so heavy Really Put it down here Wow what is that When I said I was meeting,anger
4,"my grandfather insisted I bring this to you. Is this a landscape type? Or you can see it as an abstract type. Wow, you know these! My grandpa has collected scholar's rocks since his cadet days. Now the annex, the study, every room in the house is filled with these things. But this stone here is said to bring material wealth to families... Min! This is so metaphorical. For sure. It's a very opportune gift. Of course. Please relay our deepest thanks to your grandpa. Food would be better. What was that called? A landscape stone? You collect those rocks too? Hey, thanks to that rock I saw your parents, they look healthy. They're plenty healthy, just out of work. Is Ki-jung taking lessons these days? She can't afford lessons. Cute, huh? She's the one you're tutoring? Park Da-hye. High school sophomore. You take over as her English tutor. What do you mean? Tutor a rich kid. It pays well. She's a nice girl. Look after her while I'm studying abroad. What about your university friends? Why ask a loser like me? Why do you think? Just the thought makes me sick. Those disgusting frat boys slavering over Da-hye? It's revolting. You like her? Hey, I'm serious.",89.98100000000001,207,my grandfather insisted I bring this to you Is this landscape type Or you can see it as abstract type Wow you know these My grandpa has collected scholar 's rocks since his cadet days Now annex study room in house is filled with things But stone here is said to bring material wealth to families This is so metaphorical For sure It is very opportune gift Of course Please relay our deepest thanks to your grandpa Food would be better What was that called landscape stone You collect rocks too Hey thanks to rock I saw your parents they look healthy They are plenty healthy just out of work Is taking lessons days She can not afford lessons Cute She is one you are tutoring hye High school sophomore You take over as her English tutor What do you mean Tutor rich kid It pays well She is nice girl Look after her while I am studying abroad What about your university friends Why ask loser like me Why do you think Just thought makes me sick disgusting frat boys slavering over Da - hye It is revolting You like her Hey I am serious,gratitude
5,"When she enters university, I'll officially ask her out. So you take care of her until then. If it's you, I can leave in peace. Thanks for your trust, but do I have to pretend to be a college student? Ki-woo, think about it. For years including your military service, you took the university entrance exam 4 times. Grammar, vocabulary, composition, conversation... When it comes to English, you can teach 10 times better than those drunken college pricks. - I guess so. - Sure! But will they hire me? I'm not a college student. Just fake it. Don't worry, you'll have my recommendation, plus... How should I describe the mother...? She's a bit simple. Young and simple. Simple? What do you mean? Anyway, it's all good. I had fun there. So you agree? I guess so. Hey, you said your sister is artistic? Good at Photoshop? God, with skills like this, why can't you get into art school? Shut up. Hey, no smoking in here. Yeah, yeah. Gimme that. Yeah. Now the cherry on top... Wow, does Oxford have a major in document forgery? Ki-jung would be top of her class. She's amazing, huh?",86.969,194,When she enters university I will officially ask her out So you take care of her until then If it is you I can leave in peace Thanks for your trust but do I have to pretend to be college student think about it For years including your military service you took university entrance exam times vocabulary composition conversation When it comes to you can teach times better than drunken college pricks I guess so Sure But will they hire me I am not college student Just fake it Do not worry you will have my recommendation plus How should I describe mother She is bit simple Young and simple Simple What do you mean Anyway it is all good I had fun there So you agree I guess so Hey you said your sister is artistic Good at with skills like this why can not you get into art school Shut up Hey smoking in here Yeah yeah Give Me that Yeah Now cherry on top Wow does have major in document forgery would be top of her class She is amazing,gratitude
6,"Our boy's going for a job interview. Wish him luck. Son. I'm proud of you. Dad. I don't think of this as forgery or crime. I'll go to this university next year. So you've got a plan! I just printed out the document a bit early. Who is it? Madame? Good afternoon. I'm here on Min's recommendation... Oh right, come in. Thank you. Hello! Hello, Madame. I just work here. Come this way. The yard is so nice. The inside's nice too. You know the architect Namgoong? He's famous. He used to live in this house. He designed it himself. As you can see, now it's a playpen. This way. Sit yourself down here. I'll bring the madame. Yes. Madame. Madame? Madame? Madame? He's here. The tutoring candidate. I don't care about documents. Min recommended you, after all. As you know, Min is such a brilliant human being. Da-hye and I were quite happy with him. Regardless of her grades. Know what I mean? Yes. He was marvelous.",84.20500000000001,168,Our boy 's going for job interview Wish him luck I am proud of you I do not think of this as forgery or crime I will go to university next year So you have got plan I just printed out document bit early Who is it Good afternoon I am here on 's recommendation Oh right come in Thank you Hello I just work here Come way yard is so nice inside 's nice too You know architect He is famous He used to live in house He designed it himself As you can see now it is playpen way Sit yourself down here I will bring madame Yes He is here tutoring candidate I do not care about documents recommended you after all As you know is brilliant human being Da hye and I were quite happy with him Regardless of her grades Know what I mean Yes He was marvelous,admiration
7,"So to be honest, we wanted to stick with him through high school. But all of a sudden he's going abroad. Anyway, excuse me, but if I can speak directly, if you're not up to Min's level, then, I'm not sure what the point is. So anyway, what I want to say is, for your first lesson today, do you mind if I sit in? I want to see it full time, how you run your lesson. Is it okay with you? You sure about #24? Da-hye, you solved those later problems then went back to #24. Right? Yes. If that were the first question on a real exam, you'd be screwed. Look at this. Your pulse is racing. The heart doesn't lie. An exam is like slashing through a jungle. Lose that momentum and you're finished. The answer to #24? I don't care. Slashing through the exam, dominating it! That's all I care about. What you need is vigor. Vigor. Understand? So I'll pay you this time each month. 3 classes a week, 2 hours each, okay? As for the fee, I was going to pay Min's rate, then I added a bit for inflation.",89.49099999999999,196,So to be honest we wanted to stick with him through high school But all of a sudden he is going abroad Anyway excuse me but if I can speak directly if you are not up to 's level then I am not sure what point is So anyway what I want to say is for your first lesson today do you mind if I sit in I want to see it full time how you run your lesson Is it okay with you You sure about Da hye you solved later problems then went back to Right Yes If that were first question on real exam you would be screwed Look at this Your pulse is racing heart does not lie exam is like slashing through jungle Lose momentum and you are finished answer to I do not care Slashing through exam dominating it That is all I care about What you need is vigor So I will pay you time month classes week hours each okay As for fee I was going to pay 's rate then I added bit for inflation,neutral
8,"Thank you. How about a proper introduction? Da-hye's tutor, we'll call him Kevin. Mr. Kevin! If you feel like snacking during your lesson, just call me. If you need anything, ask her. She knows this house better than I... Da-song, stop it! I'm sorry, did he startle you? How cute. His name's Da-song? Yes, our youngest. Da-song, come say hi! This is Mr. Kevin! This is an Indian arrow. I ordered it from the U.S. From last year he's been an Indian fanatic. Indians? He's got a fanboy personality? Well, he's eccentric and easily distracted, he can barely sit still! So last year I enrolled him in Cub Scouts, hoping he'd learn moderation and focus. But look. He's even worse. His scout leader is an Indian fanatic, maybe that's why. The American Indian is the very spirit of the Cub Scouts. It's a good thing. Were you a Cub Scout, Kevin? Sure, I'm a Scout by nature. Da-song is an artist by nature. Look at this painting. It's so metaphorical. It's really strong. Strong, right? You've got an eye for this. It's a chimpanzee, right? A self-portrait. Sure enough! The perspective of a young artist eludes understanding. Or perhaps it's Da-song's expressive genius...",89.01299999999999,203,Thank you How about proper introduction Da 's tutor we will call him If you feel like snacking during your lesson just call me If you need anything ask her She knows house better than I Da song stop it I am sorry did he startle you How cute His name 's Da song Yes our youngest Da song come say hi This is This is Indian arrow I ordered it from YOU.S. From last year he is been Indian fanatic He is got fanboy personality Well he is eccentric and easily distracted he can barely sit still So last year I enrolled him in hoping he would learn moderation and focus But look He is even worse His scout leader is Indian fanatic maybe that is why is very spirit of It is good thing Were you Sure I am Scout by nature Da song is artist by nature Look at painting It is so metaphorical It is really strong Strong right You have got eye for this It is chimpanzee right self portrait Sure enough perspective of young artist eludes understanding Or perhaps it is song 's expressive genius,gratitude
9,"Anyway, we've been through so many art teachers. None of them lasts even a month. And Da-song is just so hard to control. - Just a moment, Madame. - Yes? Someone just came to mind. What was her name? Jessica! Right, Jessica... She was in the same art school as my cousin. What was her Korean name? Anyway, after studying applied arts at Illinois State University, she returned to Korea. Illinois... tell me more. Her teaching is unusual, but she knows how to handle kids. She's got a special reputation in her field. But even though her methods are unique, she can help kids get into good art schools. Now I'm really curious. What is she like? Would you like to meet her? Though I heard she's in high demand... Hold on. Jessica, only child, Illinois Chicago, classmate Kim Jin-mo, he's your cousin. Look at how he painted the side dishes on the tablecloth in this mosaic arrangement. But within that too, there are repeating patterns. Gochujang is red, the rice... well, anyway, he has a Basquiat-esque sense, even at age 9! How exciting. I'm sure Miss Jessica must have already sensed this,",89.14999999999999,193,Anyway we have been through so many art teachers None of them lasts even month And song is just so hard to control Just moment Yes Someone just came to mind What was her name Right She was in same art school as my cousin What was her Korean name Anyway after studying applied arts at she returned to tell me more Her teaching is unusual but she knows how to handle kids She is got special reputation in her field But even though her methods are unique she can help kids get into good art schools Now I am really curious What is she like Would you like to meet her Though I heard she is in high demand Hold on only child classmate he is your cousin Look at how he painted side dishes on tablecloth in mosaic arrangement But within that too there are repeating patterns is red rice well anyway he has esque sense even at age How exciting I am sure must have already sensed this,curiosity
10,"so I'll leave you two, and go up for Da-hye's lesson. Have a nice lesson, Jessica. Yes, thank you for the introduction. So as you can see, Da-song's eccentric genius... Da-hye. So we'll start with #38? Kevin. Yeah? Did you know that Da-song is faking it all? Huh? What do you mean? It's all a show. Acting like a genius, that 4th dimension stuff is all fake. An artist cosplay. Da-song? You know that thing, when he freezes and stares at the sky, as if struck by inspiration. So he's walking along, then he stares at the clouds for 10 minutes. So you know what I mean? He gives me the creeps. He pretends that he can't live a normal life. Makes me want to puke. So Da-song is pretending... But what's that got to do with your studies? Well, I'm just saying. Sure, so in that sense, what you told me about Da-song was very interesting, so let's write about it in English. And be sure to use the word 'pretend' at least twice. Then, can I ask you a question? Sure. That teacher Jessica.",86.54100000000001,186,so I will leave you and go up for 's lesson Have nice lesson Yes thank you for introduction So as you can see song 's eccentric genius Da hye So we will start with Yeah Did you know that song is faking it all Huh What do you mean It is show Acting like genius that 4th dimension stuff is all fake artist cosplay Da song You know thing when he freezes and stares at sky as if struck by inspiration So he is walking along then he stares at clouds for minutes So you know what I mean He gives me creeps He pretends that he can not live normal life Makes me want to puke So song is pretending But what is that got to do with your studies Well I am just saying Sure so in sense what you told me about Da song was very interesting so let us write about it in And be sure to use word pretend at least twice Then can I ask you question Sure teacher,gratitude
