Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"Once upon a time... ...there was an old-fashioned kingdom bound by tradition. Here, everyone had a part to play, and they played it without question. Little did they know, their world was about to change. But until it did, y'all... This village of hardworking citizens moved to the same beat day after day, generation after generation. And over here is where our story begins, at the humble home of a practical woman named Vivian, who was alone again after the death of her second husband. Vivian's daughters: the obnoxious Malvolia and the self-absorbed Narissa. She cray. Um, yeah. They can be a lot. I'm winning! Whee! And down here, in this dingy basement, the stepdaughter, Ella. Or, as her stepsisters call her, Cinderella, because her skin was often besmirched by cinders and her stepsisters were not that clever. Right now, she's dreaming of a world in which she can live her life any way she wants. Uh, watch it now. You about to roll over on that...",89.842,167,Once upon time there was old fashioned kingdom bound by tradition Here everyone had part to play and they played it without question Little did they know their world was about to change But until it did you all village of hardworking citizens moved to same beat day after day generation after generation And over here is where our story begins at humble home of practical woman named who was alone again after death of her second husband 's daughters obnoxious and self absorbed She cray Um yeah They can be lot I am winning Whee And down here in dingy basement stepdaughter Or as her stepsisters call her because her skin was often besmirched by cinders and her stepsisters were not that clever Right now she is dreaming of world in which she can live her life way she wants Uh watch it now You about to roll over on that,neutral
2,"...pin. - Smashed it! - Perfectamundo. Take that, birds. Good morning, my beady-eyed friends. You hungry? - Oh, yeah. - Nod your head, mates. - All she hears is squeaks. - Mm. Come to papa. Ooh. Unhappy with the tea, Stepmother? Imagine if you served such swill to your future husband. How long would it take for him to abandon you? To understand just how worthless you are? Learn from this and never do it again. I thought she was rather hard on her. - I thought she could've gone harder. - Quiet. Cinderella, now that you're an orphan, it's important for you to remember that it's only my love for your father... rest his soul... That stands between you and a life on the street. Yes, of course. And that's why I'm so thankful for... You could be so pretty... if you took even a second to comb that hair of yours. Oh, you're in. Good morning, Ella. Mr. Cecil. It's Mr. Cecil! I'm curious... Do you really need that cane? No, but chicks dig it. - Oh. - Vivian. Thomas. And all the girls. Lucky Thomas. There they go. Freshly picked from the farm. Parsnips, turnips, rutabagas. The fleshiest fruit of the earth. Would you like to come in? Yes... N-No. No, no, not today. Yeah, I just wanted to check in on you and make sure that your, uh, blossoming daughters are, uh... um, managing. Makes my skin crawl. - Mine, too. - I'm into it. All right, then.",89.43400000000001,252,pin Smashed it Take that birds Good morning my beady eyed friends You hungry Oh yeah Nod your head mates All she hears is squeaks Mm Come to father Unhappy with tea Imagine if you served such swill to your future husband How long would it take for him to abandon you To understand just how worthless you are Learn from this and never do it again I thought she was rather hard on her I thought she could have gone harder Quiet now that you are orphan it is important for you to remember that it is only my love for your father rest his soul That stands between you and life on street Yes of course And that is why I am so thankful for You could be so pretty if you took even second to comb hair of yours Oh you are in Good morning It is I am curious Do you really need cane No but chicks dig it Oh And girls There they go Freshly picked from farm Parsnips turnips rutabagas fleshiest fruit of earth Would you like to come in Yes No No no not today Yeah I just wanted to check in on you and make sure that your uh blossoming daughters are uh um managing Makes my skin crawl too I am into it All right then,gratitude
3,"Now I've got this mental image to nourish me through the day, I'll be going. Ew. Fortune has smiled upon this house. My daughters have a suitor. You mean this daughter has a suitor. The others have heartache and jealousy. Oh, ha-ha-ha. Yeah, no, I am not a match for Thomas. Well, you must make yourself a match for someone. Yes. I understand, Stepmother. Here comes our girl. Oh, boy, she's got heavy feet. Oh, I slept in that fabric. Shh! - Ooh. - Ooh, nice. God. That's disgusting. Well, thank you for coming in. Well, before your aide-de-camp loses a hand... This is called a world map. Now, take a look at this blob here and here. If we marry, our blobs would join up, and we would control the world all the way to this huge sea monster. Mm, the sea monster. You know, I really just don't have the time in my schedule to be controlling these far-off lands. I am just too busy. Doing what? You spent three whole days drinking and foxhunting. That was a lot of hard work. Now, you try tracking a fox when drunk. - It's impossible. - No, it isn't! You didn't. Do not hit me, sweet prince! No, no, no, no! I promise, milord, you can keep gallivanting here with your merry bros, and I'll have other interests. We never have to be together, except for royal events,",89.00999999999999,238,Now I have got mental image to nourish me through day I will be going Ew has smiled upon house My daughters have suitor You mean daughter has suitor others have heartache and jealousy Oh ha ha - ha Yeah no I am not match for Well you must make yourself match for someone Yes I understand Here comes our girl Oh boy she is got heavy feet Oh I slept in fabric nice That is disgusting Well thank you for coming in Well before your aide de - camp loses hand This is called world map Now take look at blob here and here If we marry our blobs would join up and we would control world way to huge sea monster sea monster You know I really just do not have time in my schedule to be controlling far off lands I am just too busy Doing what You spent whole days drinking and foxhunting That was lot of hard work Now you try tracking fox when drunk It is impossible No it is not You did not Do not hit me sweet prince No no no no I promise milord you can keep gallivanting here with your merry and I will have other interests We never have to be together except for royal events,gratitude
4,"war planning and when we have to engage in the disgusting practice of making a son. Yeah? Your offer is intriguing, but I have no intention on settling down anytime soon. I see. He's not working with much upstairs, and I'd be surprised if it was different elsewhere. She knows what I'm talking about. Are they rosy yet? The pain is quite terrific. Ladies, are we ready? What in God's name are you doing? Bringing color to her cheeks. Good idea. - Where's Cinderella? - She's still in that basement. - Cinderella! - I'm starting to think she doesn't like us. Cinderella! Girls, can you help me? Cinderella! Cinderella! - Cinderella! - Cinderella! You called? Yes, stepchild. Don't be dense. I'm sorry, I-I was just... About to make an excuse? I could truly care less. Grab your things. Try not to make us late. The changing of the guard waits for no one. Cinderella? Yeah? Do you think I look pretty? I think you look so pretty. But... honestly, who cares what I think? Who cares what anyone thinks? What matters is how you feel when you look in the mirror. That's deep. How do I feel... about myself? Uh... Yeah, I do. I feel pretty. Cool. You have dirt on your face. Please, girls, we're going to be late.",89.24799999999996,220,war planning and when we have to engage in disgusting practice of making son Yeah Your offer is intriguing but I have intention on settling down anytime soon I see He is not working with much upstairs and I would be surprised if it was different elsewhere She knows what I am talking about Are they rosy yet pain is quite terrific Ladies are we ready What in 's name are you doing Bringing color to her cheeks Good idea Where is She is still in basement I am starting to think she does not like us Girls can you help me You called Yes stepchild Do not be dense I am sorry I I was just About to make excuse I could truly care less Grab your things Try not to make us late changing of guard waits for one Yeah Do you think I look pretty I think you look so pretty But honestly who cares what I think Who cares what anyone thinks What matters is how you feel when you look in mirror That is deep How do I feel about myself Uh Yeah I do I feel pretty Cool You have dirt on your face Please girls we are going to be late,fear
5,"What is that? It's a dress. I made it. - Why? - I don't know. I-I just thought, since the whole kingdom will be there today, I could find someone who will maybe buy it. To think that any girl, let alone you, would have the audacity to engage in matters of business, it's insane. I will not have you embarrassing this household with your blasphemy. Don't ever let me catch you trying such nonsense again. Put the dress down. Yes, Stepmother. Good. Now... shoulders back. No slouching. And smile. Every girl is worth more when she smiles. What are you doing? I am stewing in my own anger. Oh, okay. You turned down the daughter of Lord Reginald. I guess she wasn't the one. She was! I would've had control of all the territories right up to the domain of the sea monster. Well, perhaps you should marry the sea monster, Robert. I would have to have grandmother's ring resized. You keep overlooking his behavior, - and he'll never grow out of it. - Stop. He's gonna make a fine king. Is it me, or is your throne just a little bit taller than it was yesterday? - I mean, it really looks... - Oh, don't be ridiculous. - Quite a bit. - And even if it is, I have every right to make it taller. I'm king. Mm. Yes. And I am ridiculous. If you need me, I shall be in my chambers. Brushing my hair. Until it all falls out.",89.054,253,What is that It is dress I made it Why I do not know I I just thought since whole kingdom will be there today I could find someone who will maybe buy it To think that girl let alone you would have audacity to engage in matters of business it is insane I will not have you embarrassing household with your blasphemy Do not ever let me catch you trying such nonsense again Put dress down Yes Good Now shoulders back slouching And smile girl is worth more when she smiles What are you doing I am stewing in my own anger Oh okay You turned down daughter of I guess she was not one She was I would have had control of territories right up to domain of sea monster Well perhaps you should marry sea monster I would have to have grandmother 's ring resized You keep overlooking his behavior and he will never grow out of it Stop He is going to make fine king Is it me or is your throne just little bit taller than it was yesterday I mean it really looks Oh do not be ridiculous bit And even if it is I have right to make it taller I am king Mm Yes And I am ridiculous If you need me I shall be in my chambers Brushing my hair Until it all falls out,anger
6,"So we good? 'Cause I got a thing. Uh-uh-uh-uh-uh-uh-uh-uh. You're bringing shame on this family, Robert. Have you seen this? ""The Roundabout Players present The King's Idiot Son."" Ooh, do you think we can still get tickets? I'm becoming a laughingstock. I think you're overreacting. Well, why don't you ask the Roundabout Players if I'm overreacting? They are currently in a dark windowless room under the castle. You can't leave actors alone in a basement without attention. They'll die! When you marry, you'll settle down. You'll stop behaving like my idiot son, and the perception of the people will be that you take the crown seriously. You can't control me. Oh, that's exactly what I can do. That's the perk of being the king. But I feel nothing for these women. It's crazy to think I'm actually gonna fall in love with one of them. Kings marry for power, not for love. Oh, well, it's perfect then that Mother came with three castles and a hundred horses, or I suppose I never would've been born! Silence! Don't talk about what you don't understand. Hmm? Continue to defy me, and just out of spite, I'll give it all... the crown, the palace, everything... to your sister. Leave us, Gwen. Sorry. I would be embarrassed if I wasn't so bored with my life. But since I'm here, I would love to stay and help sort out this whole crown issue. You've been excused, Gwen. Right. But would this be a good time for me to mention how the kingdom could use the power of the wind - instead of burning filthy coal? - Go!",89.12499999999996,272,So we good Because I got thing Uh - uh uh uh uh uh uh - uh You are bringing shame on family Have you seen this present 's do you think we can still get tickets I am becoming laughingstock I think you are overreacting Well why do not you ask if I am overreacting They are currently in dark windowless room under castle You can not leave actors alone in basement without attention They will die When you marry you will settle down You will stop behaving like my idiot son and perception of people will be that you take crown seriously You can not control me Oh that is exactly what I can do That is perk of being king But I feel nothing for women It is crazy to think I am actually going to fall in love with of them Kings marry for power not for love Oh well it is perfect then that came with castles and horses or I suppose I never would have been born Silence Do not talk about what you do not understand Hmm Continue to defy me and just out of spite I will give it all crown palace everything to your sister Leave us Sorry I would be embarrassed if I was not so bored with my life But since I am here I would love to stay and help sort out whole crown issue You have been excused Right But would this be good time for me to mention how kingdom could use power of wind instead of burning filthy coal Go,anger
7,"Father, you know how badly I want to be king. I do. Now, to make sure your nuptials are done properly and on my schedule, we shall hold a ball. Yes. We'll invite every woman of worth. You'll dance. You'll be charming. You shall find a bride. - Hmm? - No, no, no. D-Dancing at these things is so... mannered. And formal. We look like fools! Of course we do. But women love it. Good God, Robert, if a rich man ever lost a woman, it was to a man who could dance. Why do I have to explain everything to you? This is insane! I can't just pick some bride at a ball. And then what? We're-we're supposed to grow old together? Into our 40s? I mean, what are we even gonna talk about? You will go to the ball. You will find someone. That's an order. Now, go dress. I expect you to look sharp for the changing of the guard. Hmm? Nothing? Don't be late. ""Don't be late."" Well? You heard the king. Get off my dad! Oh, good. Everyone's staring at me, just as I'd hoped. I'm sorry, Your Highness! It's just really hard to see in the back. Might I suggest you put some bleachers back there? Give us short peasants a chance? ""I hereby decree all short peasants shall be pardoned by the king."" Get down now! He doesn't... He didn't think that was funny, did he? Oop, bird poo. I'll play your silly game,",89.051,251,you know how badly I want to be king I do Now to make sure your nuptials are done properly and on my schedule we shall hold ball Yes We will invite woman of worth You will dance You will be charming You shall find bride Hmm no no at things is so mannered And formal We look like fools Of course we do But women love it Good if rich man ever lost woman it was to man who could dance Why do I have to explain everything to you This is insane I can not just pick bride at ball And then what We are we are supposed to grow old together Into our 40s I mean what are we even going to talk about You will go to ball You will find someone That is order Now go dress I expect you to look sharp for changing of guard Hmm Nothing Do not be late Do not be late Well You heard king Get off my dad Oh good Everyone is staring at me just as I would hoped I am sorry Your It is just really hard to see in back Might I suggest you put bleachers back there Give us short peasants chance I hereby decree short peasants shall be pardoned by king Get down now He does not He did not think that was funny did he bird poo I will play your silly game,caring
8,"but only if every girl in the kingdom is invited to the ball, regardless of wealth or stature. Marrying a commoner is not at all what I meant. Father, please. Deep down, you need me to be king. What a black mark it'll be on your name if I don't continue the line. So, what option do you really have? Too subtle? Not subtle enough? Fine. So it shall be. Don't even think about it, Gwen. You're literally not even going to let me have a seat at the table? I don't make up the rules. I'm just the king. Right. So you're just going to wander about until you find her, wearing that ridiculous disguise? It works, Wilbur. Nobody recognizes me. Lucky for you. Ah, no, too much. What? The-the makeup? - No, you look like a pirate. - You look like a pirate. Unnecessary. You know, I can't believe that you're willing to sully the dignity of the royal family for some commoner. Wilbur, you sound old. - I'm just... - Just what? She's-she's beautiful. She's witty. She's fearless. I mean, holy hell, did you see the way she talked to my father? - So mouthy. - And glorious. I must know her. So, yes, I'm gonna walk the streets until I find her, reveal my true self, and then personally invite her to the ball. Unless, of course, it turns out that she's got a couple bats in the old belfry, in which case, I will realize that my feelings were incorrect and... slowly back away. It is your belfry that has bats. I do not have a single bat in my belfry. No, there are multiple bats in your belfry.",89.70399999999998,284,but only if girl in kingdom is invited to ball regardless of wealth or stature Marrying commoner is not at all what I meant please Deep down you need me to be king What black mark it will be on your name if I do not continue line So option do you really have Too subtle Not subtle enough Fine So it shall be Do not even think about it You are literally not even going to let me have seat at table I do not make up rules I am just king Right So you are just going to wander about until you find her wearing ridiculous disguise It works Nobody recognizes me Lucky for you Ah no too much What makeup No you look like pirate You look like pirate Unnecessary You know I can not believe that you are willing to sully dignity of royal family for commoner you sound old I am just Just what She is she is beautiful She is witty She is fearless I mean did you see way she talked to my father So mouthy And glorious I must know her So yes I am going to walk streets until I find her reveal my true self and then personally invite her to ball Unless of course it turns out that she is got couple bats in old belfry in case I will realize that my feelings were incorrect and slowly back away It is your belfry that has bats I do not have single bat in my belfry No there are multiple bats in your belfry,realization
9,"I am the prince, and I say that your belfry is the one with the bats. Well, I'm the prince's best friend, and I say that yours is one with the bats. I'm your best friend, right? I have lots of friends. Of course you're my best friend. Yeah, thought so. Beautiful human. Bats. Look at that. Wow. You know, it's a good thing Stepmother never comes down here. She does not approve of pets. Or charity. Or kindness of any sort, really. And she'd definitely stop you from doing whatever it is you're doing right now, which is beautiful. And only a little bit gross. A little bit? It's revolting. She needs to throw that out. - I don't mind it. - All right. Wish me luck. Because life outside this basement... ...starts right now. Girls, it shouldn't be so hard. But it is. Work is always hard. Why are we doing Cinderella work? Because I want you to see what you're in for if you don't marry a man of means, like Thomas. Thomas. He's quite the catch. Too bad he hasn't been back in days. Well, if it's not Thomas, then it will just have to be some other man. Like him? No. No, no, no, no, no. Do not cast your eyes on some farm boy. In this life, you must marry rich. Get yourself a man who can pay for everything, and then you will never so much as have to hang your wet undergarments again. - I'm-a go see if he needs a wife. - No. Farm boy is off the table. No matter how toothsome he may be, and... ...and toothsome he is. Ew, what does that mean? It's how old people say ""poppin'.""",88.96400000000001,291,I am prince and I say that your belfry is with bats Well I am prince 's best friend and I say that yours is with bats I am your best friend right I have lots of friends Of course you are my best friend Yeah thought so Beautiful human Bats Look at that Wow You know it is good thing never comes down here She does not approve of pets Or charity Or kindness of sort really And she would definitely stop you from doing whatever it is you are doing right now which is beautiful And only little bit gross little bit It is revolting She needs to throw that out I do not mind it All right Wish me luck Because life outside basement starts right now Girls it should not be so hard But it is Work is always hard Why are we doing work Because I want you to see what you are in for if you do not marry man of means like He is catch Too bad he has not been back in days Well if it is not then it will just have to be other man Like him No No no no no no Do not cast your eyes on farm boy In life you must marry rich Get yourself man who can pay for everything and then you will never so much as have to hang your wet undergarments again I am go see if he needs wife No Farm boy is off table No matter how toothsome he may be and and toothsome he is what does that mean It is how old people say poppin,neutral
10,"- Ah. - You must always think and act like this. But what about romance? Oh, please. Listen up. - Get it? - Yes! ""And Sons."" ""Y Hermanos."" ""And Sons."" - Lovely day for a stroll. - Mm-hmm. I just adore your headpiece. You know, it'd go beautifully with this dress I made. - I can give you a fair price. - Shame on you. Trying to sell me a dress you clearly stole from the lady you serve. No, I-I stitched this with my own two hands. I should alert the king's guard and have you arrested, you street urchin. Arrest...? Okay. Ladies and gentlemen! For a mere five pieces of silver, who would like to purchase this one-of-a-kind, completely non-stolen dress? Here's a laugh. This girl fancies herself a businessman. Don't-Don't listen to him. This is a one-of-a-kind design. I'd stop while you're ahead, missy. - Who on earth do you think you are? - Honestly. But... Sounds like you need to lower your price. Sir, please don't pile on, okay? Not today. No, no, I'm sorry. It's a beautiful dress. Right? I should be allowed to sell it. Sure, but women can't own shops. - Uh-huh. And that's unfair. - Is it? Yes! Us ladies give birth. We run households. Surely we can run a business. Can't be that hard. I mean, wouldn't it just be great if I could have my own shop? Right here. I could hang my garments on that side.",86.72800000000001,247,Ah You must always think and act like this But what about romance Oh please Listen up Get it Yes And Sons And Sons Lovely day for stroll hmm I just adore your headpiece You know it would go beautifully with dress I made I can give you fair price Shame on you Trying to sell me dress you clearly stole from lady you serve No I I stitched this with my own hands I should alert king 's guard and have you arrested you street Arrest Okay Ladies and gentlemen For mere pieces of silver who would like to purchase of kind completely non - stolen dress Here is laugh girl fancies herself businessman Do not - Do not listen to him This is of kind design I would stop while you are ahead missy Who on earth do you think you are Honestly But Sounds like you need to lower your price please do not pile on okay Not today No no I am sorry It is beautiful dress Right I should be allowed to sell it Sure but women can not own shops Uh - huh And that is unfair Is it Yes Us ladies give birth We run households Surely we can run business Can not be that hard I mean would not it just be great if I could have my own shop Right here I could hang my garments on side,admiration
