Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"- Yoko. - What is wrong? I'm just leaving the Williams' house now. Jennifer's out and Emma's asleep. I'll leave the keys with Alex at the care center before I head to the airport. - Did something happen? - No, I... - What is wrong? - I need to go home. I know I made a longer commitment, but I need to get back to my family. I can't explain it. It's like something... - I just need to get back to the States. - I thought you were supposed to stay for a few... Yoko? Yoko? Yoko. Where...? - Oh, hey. - Mommy! - You guys, I'm home. - Welcome back. - You made it. Ha, ha. - Oh, my love. Welcome home. So good to be home. - I missed you. - I missed you. Burke? Time to go! Burke. Burke? Hey, what you doing, bud? What's going on? Come on, we gotta go now. Stop playing with that. Me and Daddy never finished it. Come here. I miss Daddy. I miss him too. So much. And that's okay because we're supposed to. I think this move's gonna be really good for us. It's gonna be a new place. And a new start. Nothing bad's going to happen to me, okay? Nothing bad's gonna happen to you either. I promise. And it means more because I'm a police officer. Come on. I know first days are hard, but you gotta do it, like ripping off a Band-Aid. I'm scared. I'm scared too. What do we do when we're scared? Close your eyes and count to five. Right. - One, two, three... - One, two, three... - four... - four... - five. - five. Everything's okay. Let's go to school.",89.35499999999998,291,What is wrong I am just leaving ' house now 's out and 's asleep I will leave keys with at care center before I head to airport Did something happen No I What is wrong I need to go home I know I made longer commitment but I need to get back to my family I can not explain it It is like something I just need to get back to I thought you were supposed to stay for few Where Oh hey You guys I am home Welcome back You made it Ha ha Oh my love Welcome home So good to be home I missed you I missed you Time to go Hey what you doing bud What is going on Come on we got to go now Stop playing with that Me and never finished it Come here I miss I miss him too So much And that is okay because we are supposed to I think move 's going to be really good for us It is going to be new place And new start Nothing bad 's going to happen to me okay Nothing bad 's going to happen to you either I promise And it means more because I am police officer Come on I know first days are hard but you got to do it like ripping off Aid I am scared I am scared too What do we do when we are scared Close your eyes and count to Right Everything 's okay Let us go to school,fear
2,"Ready? ""The lights are on, but nobody's home."" I hear they stuck you with the new chick. Don't call them ""chicks."" Buddy of mine in Vice said her old man died of cancer. Real brutal. Kid was alone with him when he died. It's only been three months. Muldoon? Yeah. Smoke? Nah, I quit. Mind if I do? Go ahead. How are you liking it around here? Uh, we're still getting settled in. It's definitely different. - How does something like this even happen? - Car's been here for months. Doors were locked when we found it. Gruesome, huh? I'll say. Got an ID yet? Sure do. Got Lorna Moody, 65. Why did it take so long to find her? Well, this here's a service road. They only started using it for the season. Anyone come looking for her? That's just it. Uh, the feds, they're already looking for her. Turns out she's one of those assisted-suicide broads. Find anything on her? Usual stuff. Uh, I got an address though. Directions in the glove box. 44 Reyburn Drive. Same place as the Landers case. Looks like we got another one. Another what? What was the Landers case? Anything else? Forensics will be here soon. The FBI is on its way too. Sure looks like something was in there with her. You ever seen anything like this one before? Detective... What's up with the Landers house? Worked a case there, two years ago. Sort of stuck with me. Mm.",87.64999999999998,248,Ready lights are on but nobody 's home I hear they stuck you with new chick Do not call them chicks Buddy of mine in said her old man died of cancer Real brutal was alone with him when he died It is only been months Yeah Smoke I quit Mind if I do Go ahead How are you liking it around here Uh we are still getting settled in It is definitely different How does something like this even happen 's been here for months Doors were locked when we found it Gruesome I will say Got yet Sure do Got Why did it take so long to find her Well this here is service road They only started using it for season Anyone come looking for her That is just it Uh they are already looking for her Turns out she is of assisted suicide broads Find anything on her Usual stuff Uh I got address though Directions in glove Same place as case Looks like we got one what What was case Anything else Forensics will be here soon is on its way too Sure looks like something was in there with her You ever seen anything like one before What is up with house Worked case there years ago Sort of stuck with me Mm,curiosity
3,"And it's... just strange to see it pop up again. Maybe they're connected. It's just a weird coincidence. ""Entire family murdered."" Hey! Put that shit away before Goodman sees you. - Why? - He worked that case there. He never set foot inside. Never seen a cop do that before. Hello? Police department. I just want to go. Hello? Police department. I just want to go. Will you take me? - Hello? - Take me home. I don't want to be here. Chicken for dinner. Chicken for dinner. We're gonna have... Are you Mrs. Matheson? I'm Detective Muldoon. Gonna talk to you about a woman we found. Will you feed me? Excuse me? William, my... He always used to feed me. William was your husband? Ma'am, are you alone in the house? Will you help me, please? Help me. Help me, help me. Help me. Please! No, please! Don't leave! - Stay there, I'm gonna get help. - No, no! No! Help me! No! Don't leave me! No! Don't leave me. Do not leave me! Please don't leave me. Don't leave... Car 646, we need an ambulance to 44 Reyburn Drive. What the fuck was that? I heard you the first time! What are you doing here? I went to the house. There's another body. Come in. This is my body, which is given...",88.80399999999999,224,And it is just strange to see it pop up again Maybe they are connected It is just weird coincidence Entire family murdered Hey Put shit away before sees you Why He worked case there He never set foot inside Never seen cop do that before Hello Police department I just want to go Hello Police department I just want to go Will you take me Hello Take me home I do not want to be here for dinner Chicken for dinner We are going to have Are you I am Going To talk to you about woman we found Will you feed me Excuse me my He always used to feed me was your husband are you alone in house Will you help me please Help me Help me help me Help me Please No please Do not leave Stay there I am going to get help No no No Help me No Do not leave me No Do not leave me Do not leave me Please do not leave me Do not leave Car we need ambulance to What fuck was that I heard you first time What are you doing here I went to house There is body Come in This is my body which is given,fear
4,"The Landers was just... one of those cases. Total mess. Whole family murdered at the house on Reyburn. The neighbors too. Fiona Landers... She murdered her 6-year-old daughter. And then she killed her husband. And then herself. You think the body that we found was related? I can't go down the same road again. Why did you never go into the house? Something never felt right about it. Just... didn't feel right. What do you mean? My old partner, he was obsessed. He said there was... energy. Uh... Spirits. Something like that. You saying the house is haunted? People will think you're crazy if you start saying shit like that. Yeah, well, I don't buy that. - I'm sorry, can I get you anything? - No, I'm good. Pie? - Not that pie. - Oh, fuck. I'm good. My mother... she was into all that ghostly shit. The older I get, the more I wanna believe it. Mm. - She passed away, huh? - Yeah. I just don't have the heart to get rid of all this. I still think of this as... her house. Yeah, I understand how that goes. - How long for you? - Three months. It was cancer. I've seen how that plays out. I don't wish that on anyone. I get you're looking for distractions right now. Don't get lost in this shit. The case, the house... I know what that looks like. Neonatal oncologist to OR 3. Neonatal oncologist to OR 3.",89.34599999999998,248,was just of cases Total mess Whole family murdered at house on neighbors too She murdered her year old daughter And then she killed her husband And then herself You think body that we found was related I can not go down same road again Why did you never go into house Something never felt right about it Just did not feel right What do you mean My old partner he was obsessed He said there was energy Uh Spirits Something like that You saying house is haunted People will think you are crazy if you start saying shit like that Yeah well I do not buy that I am sorry can I get you anything No I am good Pie Not pie Oh fuck I am good My mother she was into ghostly shit The older I get the more I want to believe it Mm She passed away Yeah I just do not have heart to get rid of this I still think of this as her house Yeah I understand how that goes How long for you months It was cancer I have seen how that plays out I do not wish that on anyone I get you are looking for distractions right now Do not get lost in shit case house I know what that looks like Neonatal oncologist to Neonatal oncologist to,sadness
5,"Don't worry. Amnios are pretty routine for women your age. I'm... I'm ready, thanks. Okay. This is the poke. Mm-hm. That's the needle. Does it hurt? No. - It's okay. - This is where you're gonna feel a cramp. I have the results. The amnio confirmed what we suspected from the blood work. The likelihood that your child will be born with ALD is high. I know that we've, uh, previously discussed various possibilities... but if you have any questions now, I can put you in touch with some other families. Helps to hear from other parents about the realities of this. But, uh... there's still a chance, right? That our baby will be born healthy? Reyburn's coming up, I wanna stop by and get the Landers' signature. Wait, uh...? We have to do that right now? - I wanna get it done today. - Okay. Be right back. Hello? Peter Spencer. Hello? Anybody home? Peter Spencer here. Hello? Peter Spencer. Oh, my God. Okay. Unbelievable. The car's still here. But nobody's home. I might have to come back again tomorrow morning. So we're not gonna talk about it? I mean, I don't know what you want me to say. I just want you to... I want us to talk so we can make this decision together. Are you mad at me? No. No. I'm not mad at you. I love you. I love you, so I wanted to have a family with you. - I'm not mad at you. - I know. I love you too. - I'm sorry. - No.",88.07400000000001,262,Do not worry Amnios are pretty routine for women your age I am I am ready thanks Okay This is poke - hm That is needle Does it hurt No It is okay This is where you are going to feel cramp I have results amnio confirmed what we suspected from blood work likelihood that your child will be born with is high I know that we have uh previously discussed various possibilities but if you have questions now I can put you in touch with other families Helps to hear from other parents about realities of this But uh there is still chance right That our baby will be born healthy 's coming up I want to stop by and get ' signature Wait uh We have to do that right now I want to get it done today Okay Be right back Hello Hello Anybody home here Hello Oh my Okay Unbelievable car 's still here But nobody 's home I might have to come back again tomorrow morning So we are not going to talk about it I mean I do not know what you want me to say I just want you to I want us to talk so we can make decision together Are you mad at me No No I am not mad at you I love you I love you so I wanted to have family with you I am not mad at you I know I love you too I am sorry No,desire
6,"I just don't know what to do. We'll figure it out. Will you turn off the light? That light's so bright. Hi. Hi. How you feeling? I don't know. - It's all right. We'll figure it out. - Mm-hm. Breakfast. - I'm gonna make you some breakfast. - You? What's that? You're gonna cook? Yeah, I'm gonna cook. I'm a good cook. Wait, you're gonna burn the place down? I mean, that's how we're gonna deal with this? Yes. I'm gonna murder us with deliciousness. Okay. Cloudy and windy today with gusts up to 40 miles per hour. The temperature dropping from 59 to... Hello. I'm actually the real estate agent. Oh, God. You scared me. You are... Melinda, right? You remember me? I'm the guy on the sign. Melinda, sweetheart, are your parents home? Oh, God. Your nose is bleeding... Sweetheart, let's get you inside. Come on. You doing okay? I think it's all stopped. Yeah. Where are your parents? Do you know? Let's try your dad again, huh? Let's see if he picks up this time. Sam Landers. Leave a message. Hi, Mr. Landers, this is, uh... This is Peter Spencer... um, again. I'm actually at your house right now. I just came by to get those closing signatures. Um, I will try you again later. Um... Your daughter is here. Uh...",88.091,224,I just do not know what to do We will figure it out Will you turn off light light 's so bright Hi How you feeling I do not know It is all right We will figure it out hm I am going to make you breakfast You What is that You are going to cook Yeah I am going to cook I am good cook Wait you are going to burn place down I mean that is how we are going to deal with this Yes I am going to murder us with deliciousness Okay Cloudy and windy today with gusts up to miles per hour temperature dropping from to Hello I am actually real estate agent Oh You scared me You are right You remember me I am guy on sign sweetheart are your parents home Oh Your nose is bleeding let us get you inside Come on You doing okay I think it is all stopped Yeah Where are your parents Do you know Let us try your dad again Let us see if he picks up time Leave message Hi this is uh This is um again I am actually at your house right now I just came by to get closing signatures Um I will try you again later Um Your daughter is here Uh,fear
7,"She had a little bit of a bloody nose, but she's doing okay now. Please give me a call when you get this. Mommy's friend, Yoko, taught me how to say, ""Moshi moshi."" I miss you so much. I can't wait to come home and squeeze you. I... Ha! I already have so many things to give you. And you're going to love them. Bye, angel. Mama loves you. My name is Lorna Moody. I'm known as an exit guide. I sit with people who've made the decision to end their lives on their own terms. I want to start by answering any questions you might have for me. How long will it take her to die? Our preferred method is a gas that requires the use of a hood. Once she pulls the hood down over her head, she'll be unconscious in five to 10 seconds. That's all she'll know. How many times have you done this? I've been a compassionate presence at the bedside of 44 people. Tell me about your wife. We found out she was sick last year. She was pretty far gone... by the time we realized. So we moved here... so she could be closer to her doctors. But after the move, she started getting worse. I'm so sorry. I'm glad you called. Hopefully, I can help. I hope so.",89.876,226,She had little bit of bloody nose but she is doing okay now Please give me call when you get this 's friend taught me how to say I miss you so much I can not wait to come home and squeeze you I Ha I already have so many things to give you And you are going to love them angel loves you My name is I am known as exit guide I sit with people who have made decision to end their lives on their own terms I want to start by answering questions you might have for me How long will it take her to die Our preferred method is gas that requires use of hood Once she pulls hood down over her head she will be unconscious in to seconds That is all she will know How many times have you done this I have been compassionate presence at bedside of people Tell me about your wife We found out she was sick last year She was pretty far gone by time we realized So we moved here so she could be closer to her doctors But after move she started getting worse I am so sorry I am glad you called Hopefully I can help I hope so,love
8,"Mr. Matheson, I need to warn you. For anyone to do this, they must be mentally competent and physically able to carry it through themselves. Is that clear? Do you understand? Yeah. Mm-hm. Shall we go see your wife? Hmm? Mrs. Matheson, my name is Lorna Moody. Do you know why I'm here? Your husband told me about your condition, and I'm here to see if I can help. Mrs. Matheson, are you all right? Peekaboo! Who are you playing with? My friend. And what's your friend's name? Melinda. Melinda? Is she here with us now? - Please, I haven't said... - Mr. Matheson. I was quite clear on the requirements, and I'm truly, deeply sorry, but your wife is no longer mentally competent. Please. You can't just leave. I am deeply sorry for everything you and your wife have been through, but you misrepresented her condition. What am I supposed to do? I would still like to stay a few days, if that's all right with you. I may not be able to help in the way that you wanted, but at least I could provide some support, no matter what. Is that okay with you? So, what do you like to do at the playground? Because I like the swings. We can swing, swing. Thank you.",89.12800000000003,218,I need to warn you For anyone to do this they must be mentally competent and physically able to carry it through themselves Is that clear Do you understand Yeah hm Shall we go see your wife Hmm my name is Do you know why I am here Your husband told me about your condition and I am here to see if I can help are you all right Peekaboo Who are you playing with My friend And what is your friend 's name Is she here with us now Please I have not said I was quite clear on requirements and I am truly deeply sorry but your wife is no longer mentally competent Please You can not just leave I am deeply sorry for everything you and your wife have been through but you misrepresented her condition What am I supposed to do I would still like to stay few days if that is all right with you I may not be able to help in way that you wanted but at least I could provide support no matter what Is that okay with you So what do you like to do at playground Because I like swings We can swing swing Thank you,gratitude
9,"Thank you. I made up the guest room for you. - We don't get much company. - Oh. It's lovely. All right, well, I have to run to the store for some dinner. Oh, no, you don't have to do that. Not much in the kitchen either. Well, let me go. It's the least I can do. Oh! Hello. Excuse me. Excuse me, sir. Mr. Matheson. There's a strange man standing on your front lawn. I think there's something wrong with him. Hello? He's here again. - My partner? - Yeah. I'm sorry. I'll be right there. Yeah. Okay. See you soon. Who is he? He's a cop. What's he doing? Who knows? He worked a case here before we moved in. Now he won't leave us alone. A case? I hope it wasn't a murder. Oh, God. It was, wasn't it? You gotta stop it with this shit. What's the matter with you? Does your wife know what's going on? You're driving yourself crazy. You need to leave that family alone. I'm sorry I've ever said anything, man. Just... think about your family. No! No, no, no! Why?! Frank. Frank, stop. Hi. This is Detective Muldoon, 45632. Um, I'm just trying to get a 20 on a Detective Wilson, who also used to work at the 51. Yeah. Just one second. All right. Ahem. Saint Gideon's. Isn't that the psychiatric hospital?",89.19499999999996,232,Thank you I made up guest room for you We do not get much company Oh It is lovely All right well I have to run to store for dinner Oh no you do not have to do that Not much in kitchen either Well let me go It is least I can do Oh Hello Excuse me Excuse me There is strange man standing on your front lawn I think there is something wrong with him Hello He is here again My partner Yeah I am sorry I will be right there Yeah Okay See you soon Who is he He is cop What is he doing Who knows He worked case here before we moved in Now he will not leave us alone case I hope it was not murder Oh It was was not it You got to stop it with shit What is matter with you Does your wife know what is going on You are driving yourself crazy You need to leave family alone I am sorry I have ever said anything man Just think about your family No No no no Why stop Hi This is Um I am just trying to get on who also used to work at Yeah Just second All right Ahem 's Is not that psychiatric hospital,gratitude
10,"All right. Thank you. Frank. Hi. I'm here to see Detective Wilson. Down the hall, to the right. Already restrained. Detective Wilson? I'm Detective Muldoon. The doctor said that she told you that I was gonna come see you. Did you find my tapes? - Your tapes, sir? - Mm. I came to ask you some questions about a case that you worked two years ago. What can you tell me about the Landers family? It's happening again, isn't it? Once you step into the place where they died, it never lets you go. This is never gonna end. What will never end? That house's grudge. There she is. You went into the Landers' house, didn't you? If you haven't started seeing them yet, don't worry. You will. Maybe we should tear our eyes out so that we can't see them anymore. No! It's the house! You gotta burn it down! Burn it to the ground! Wait. Kill me. Kill me! Kill me! Guys, he's losing blood fast! I can still feel them watching me! I can't stop thinking about the Landers' murder. What the hell happened in that house? Who does that to a 6-year-old girl? Nobody does that to a 6-year-old girl. A monster. Ever since I went to that house, I've been seeing shit. I can't get it out of my head. There's a case I found in Japan.",88.46899999999998,232,All right Thank you Hi I am here to see Down hall to right Already restrained I am doctor said that she told you that I was going to come see you Did you find my tapes Your tapes I came to ask you questions about case that you worked years ago What can you tell me about family It is happening again is not it Once you step into place where they died it never let us you go This is never going to end What will never end house 's grudge There she is You went into ' house did not you If you have not started seeing them yet do not worry You will Maybe we should tear our eyes out so that we can not see them anymore No It is house You got to burn it down Burn it to ground Wait Kill me Kill me Kill me Guys he is losing blood fast I can still feel them watching me I can not stop thinking about ' murder What hell happened in house Who does that to year old girl Nobody does that to year old girl monster Ever since I went to house I have been seeing shit I can not get it out of my head There is case I found in,gratitude
