Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"Talk. Talk. For the last time, release Abdel Salman Al-Arkan from his prison in Paris. This is Lucas Graves, IDP News, signing off. Please. They're gonna kill us all! Release him, or the execution plays live in 45 minutes. They're gonna kill us. Stay strong. Destination confirmed. You should kill them. A powerful statement, a Westerner killing his own people. Recalculating route. They should have called. They should have called already! No. No. No, please! Please don't kill me! Go. Go! Come on. Move. Go! They're getting away! Let's go! Let's go! Go. I'll take the north side. OK! Keep searching the southside. Lock down the perimeter. Shit. He's not here. Get them on the truck now. Let's go! Let's go! Kimbral's not here. He's got the keys. Come on! What the fuck was that? We got to go, Shu. Come on, come on, come on. Where the hell's Kimbral? You are 40 seconds late, Kimbral. Go, go! Where the hell were you? - She's been shot. - Give me room. Give me room! Alice. Alice! Come on. Damn it. Abby! Move, move, move, move, move. What happened? She's shot in the chest. What the hell took you guys so long? Shit. Fuck. Okay. Oh, God. She's gone. Shit. This is on you. What the hell happened? Goddamn it. What happened?",88.898,221,Talk Talk For last time release from his prison in This is signing off Please They are going to kill us all Release him or execution plays live in minutes They are going to kill us Stay strong Destination confirmed You should kill them powerful statement killing his own people Recalculating route They should have called They should have called already No No No please Please do not kill me Go Go Come on Move Go They are getting away Let us go Let us go Go I will take north side OK Keep searching southside Lock down perimeter Shit He is not here Get them on truck now Let us go Let us go 's not here He is got keys Come on What fuck was that We got to go Come on come on come on Where hell 's You are seconds late Go go Where hell were you She is been shot Give me room Give me room Alice Alice Come on Damn it move move move move What happened She is shot in chest What hell took you guys so long Shit Fuck Okay Oh She is gone Shit This is on you What hell happened Goddamn it What happened,anger
2,"I had a chance to blow their weapons load, and I took it. - It wasn't part of the fucking plan! - I factored it in. - Oh, you factored it in? - The route I took, the speed... - Where were you? - Did you use your computer program? Shu, there was less than point zero zero... Shu, the algorithm was solid. You lost a hostage? Bossman's gonna be pissed. Get us the fuck out of here, Hush. - You wanted to see me? - Yeah. Come on in and sit down. I'm letting you go. - What? - I'm letting you go. I won't be needing your services anymore. You know, the most important thing in this job is knowing you can trust the guy next to you. I told you before. This program of yours, it wasn't ready, and you defied the team. My program's not ready, or you just don't like it? A woman died. Could've happened without the algorithm. Don't you put that on me. You want to make all these excuses up in your head: Algorithm. Whatever it is, someone died because you trusted a computer more than your own team. You got to go. Told you we expanded too fast. You gonna sit there and bust my balls or get back to work? Next time, I'll listen to you... maybe. How do you say, quote, ""I am stupid""? I'm stupid... Why do you want to learn Qingdao? It's almost impossible for a Western ear to decipher. I like the impossible. This game, Go, is interesting. Why do you think you win all the time? Because I've been playing Go since I was four, and you started two years ago. You move everything together. You take the territory as one. You take my pieces as one. Everything flows as one. When you were at the factory, none of your guys moved together.",88.89200000000001,318,I had chance to blow their weapons load and I took it It was not part of fucking plan I factored it in Oh you factored it in route I took speed Where were you Did you use your computer program there was less than point was solid You lost hostage 's going to be pissed Get us fuck out of here You wanted to see me Yeah Come on in and sit down I am letting you go What I am letting you go I will not be needing your services anymore You know most important thing in job is knowing you can trust guy next to you I told you before program of yours it was not ready and you defied team My program 's not ready or you just do not like it woman died Could have happened without Do not you put that on me You want to make excuses up in your head Whatever it is someone died because you trusted computer more than your own team You got to go Told you we expanded too fast You going to sit there and bust my balls or get back to work Next time I will listen to you maybe How do you say quote I am stupid I am stupid Why do you want to learn It is almost impossible for Western ear to I like impossible game Go is interesting Why do you think you win time Because I have been playing since I was and you started years ago You move everything together You take territory as You take my pieces as Everything flows as When you were at factory none of your guys moved together,anger
3,"You didn't flow as one. Kimbral was trying to upstage you. Maybe I should work alone. No one does it alone. I guess that's why I hear your voice in my head when I am on the job. It may sound like me, but I think that voice is your intuition. Take all the time you need, but when you come back, I need you to be a team player. Don't be like Kimbral. Don't confuse intuition with ego. Trust me on this one, Shu. Always listen to your intuition. Always. The original communication satellite set out to solve one problem... how to send a signal successfully around the bend in the Earth and reach the receiver. Today, we at Yusheng Technology are proud to present to you the future of satellite tech. We do it faster, with smaller units... Now this is where the graphics are gonna change? I don't need graphics! This isn't Cirque de Soleil. Maybe a tiger can jump out when I get to the cubesats. Chin! A little help here please. What? I like tigers. Okay, everyone, let's reset and go again in five. - Yusheng? - Huh? Don't worry, little bro. You'll be great. Thank you. I didn't expect to see you here. Your job keeps you busier than I am. Who knew being a security specialist was so time-consuming? I have a job next week in Macao. So you were in the neighborhood. It's great to see you, Chin. I wish I could say the same thing about your brother. What can I help you with? Yusheng is in trouble. Genius or not, he's careless.",88.07700000000001,272,You did not flow as was trying to upstage you Maybe I should work alone one does it alone I guess that is why I hear your voice in my head when I am on job It may sound like me but I think voice is your intuition Take time you need but when you come back I need you to be team player Do not be like Do not confuse intuition with ego Trust me on Always listen to your intuition Always original communication satellite set out to solve problem how to send signal successfully around bend in and reach receiver Today we at are proud to present to you future of satellite tech We do it faster with smaller units Now this is where graphics are going to change I do not need graphics This is not de Maybe tiger can jump out when I get to cubesats little help here please What I like tigers Okay everyone let us reset and go again in Huh Do not worry little brother You will be great Thank you I did not expect to see you here Your job keeps you busier than I am Who knew being security specialist was so time consuming I have job next week in So you were in neighborhood It is great to see you I wish I could say same thing about your brother What can I help you with is in trouble Genius or not he is careless,gratitude
4,"- Lot of people want to see him die. - Who? A company called Ruscho is who I'm most worried about. They're a tech giant headquartered in Geneva, and they tried to buy Yusheng out three times already, and he's refused. These are not the kind of guys who take no for an answer. He's going to Bangkok this weekend for a bachelor party, and he won't take a bodyguard. I'll pay you. We are family. Not necessary. Party's over. Let's go. It's not safe here. I'm glad you're here. OK, cousin. I'm taking you home. I am Galileo. You are inmate 1764. I repeat, you are inmate 1764. Welcome to Hades. Attention, inmate 1764. You have been reported to battle in the zoo. Begin battle. The battle is over. Inmate 1764, you have earned two hours of sanctuary time. All remaining inmates return to your spoke. You okay? All prisoners return to your spoke. There must be someone we could talk to... to get us out of here. I didn't do anything wrong. I didn't do anything wrong. Inmate 1764, report to the sanctuary. What is this? Must be where the winners go. Shu's gone. This is legit. What do you got? His cousin says she's been trying them both for 18 hours. No luck. - Party happened Saturday night. - What'd you get from the party? No security tapes, nothing. All right, I'll look into it. All prisoners return to your spoke. All prisoners return to your spoke. The first thing they try to do in lockup is break your spirit. Can't allow that to happen. You have to stay mentally strong.",88.195,274,of people want to see him die Who company called is who I am most worried about They are tech giant headquartered in and they tried to buy out times already and he is refused These are not kind of guys who take no for answer He is going to weekend for bachelor party and he will not take bodyguard I will pay you We are family Not necessary 's over Let us go It is not safe here I am glad you are here OK cousin I am taking you home I am You are inmate I repeat you are inmate Welcome to Attention inmate You have been reported to battle in zoo Begin battle battle is over you have earned hours of sanctuary time remaining inmates return to your spoke You okay prisoners return to your spoke There must be someone we could talk to to get us out of here I did not do anything wrong I did not do anything wrong report to sanctuary What is this Must be where winners go 's gone This is legit What do you got His cousin says she is been trying them both for hours luck happened night What did you get from party security tapes nothing All right I will look into it prisoners return to your spoke prisoners return to your spoke first thing they try to do in is break your spirit Can not allow that to happen You have to stay mentally strong,caring
5,"You have to focus on three key things to a successful breakout. What are they? One, know the layout. Two, understand the routine. Three, have help from the inside or out. Teamwork. Exactly. Your favorite one, I can tell. Remember, Shu, you move together. Everything flows as one. One, seven, six, four. Are you the warden? Your cousin is a brilliant man. He gave me the details of his patent, number 34ACJL. But not number 36BBBCK. I need you to convince him to give that to me. Why would I do that? You grew up together. Like brothers. But you weren't brothers. A family tragedy forced you to live with him. You hated Yusheng. How he was always smarter than everyone else. He could've helped a lot of people, but he went for himself instead, and he got rich. And now, his love of money... his precious patent... is going to get you killed. I know everything about my animals. You want to know who I am? I'm the zookeeper. All prisoners report to the zoo. - All prisoners report to the zoo. - What did you tell him? What? You gave up the first patent. So? They were torturing me. That one's nothing. - He knew things about our background. - I didn't tell him. The second patent, what is it? Advanced cube satellite tech. It's a game changer.",87.55000000000001,230,You have to focus on key things to successful breakout What are they know layout understand routine have help from inside or out Teamwork Exactly Your favorite I can tell Remember you move together Everything flows as Are you warden Your cousin is brilliant man He gave me details of his patent number 34ACJL But not number 36BBBCK I need you to convince him to give that to me Why would I do that You grew up together Like brothers But you were not brothers family tragedy forced you to live with him You hated How he was always smarter than everyone else He could have helped lot of people but he went for himself instead and he got rich And now his love of money his precious patent is going to get you killed I know everything about my animals You want to know who I am I am zookeeper prisoners report to zoo prisoners report to zoo What did you tell him What You gave up first patent So They were torturing me one 's nothing He knew things about our background I did not tell him second patent what is it Advanced cube satellite tech It is game changer,anger
6,"It can override and control any computer system in the world. Like a cyber skeleton key. And it's not what you think. This isn't about money. I patented it so I could bury it. In the wrong hands, game over. Defense systems, nuclear codes. No one will be safe. Kimbral. No, no. Not every day is a fight day. What are we doing here? I'm his cousin. I don't think it's a coincidence that we both are here. I think they're after Breslin. You know, after spending a lot of time with this, I put my ear to the ground, I just didn't like what I saw, didn't like what I heard. How long have you been here? It's hard to say. My best guess is... couple of months. What is this place? There's a lot of rumors, like mythology. It's called the High Asset Detention Service. Hades. Greek mythology? Land of the dead. Whoever goes in just doesn't come out. It's that simple. - Sounds familiar. - Yeah. The word is the people behind the Tomb took a beating, did some adjustments, - and then came back strong. - Who are these assholes? Spies, criminals, businessmen, elected officials. Profit. Big profit. What makes you think he's there? His cousin Yusheng was put on some kind of hit list by his competition, a satellite tech company called Ruscho. There's battle days and there's truce days. If you win a battle, you get benefits. If you lose or refuse to fight... your time in here is very uncomfortable. That's why they call it ""the zoo."" We're all animals here. Survival of the fittest. If you want someone to disappear so bad, why not just kill them? Because then the world will know they are dead. Here, they are just gone.",89.894,299,It can override and control computer system in world Like cyber key And it is not what you think This is not about money I patented it so I could bury it In wrong hands game over Defense systems nuclear codes one will be safe Kimbral No no Not day is fight day What are we doing here I am his cousin I do not think it is coincidence that we both are here I think they are after You know after spending lot of time with this I put my ear to ground I just did not like what I saw did not like what I heard How long have you been here It is hard to say My best guess is couple of months What is place There is lot of rumors like mythology It is called Hades Greek mythology Land of dead Whoever goes in just does not come out It is simple Sounds familiar Yeah word is people behind took beating did adjustments and then came back strong Who are assholes Spies criminals businessmen elected officials Profit Big profit What makes you think he is there His cousin was put on kind of hit list by his competition satellite tech company called There is battle days and there is truce days If you win battle you get benefits If you lose or refuse to fight your time in here is very uncomfortable That is why they call it zoo We are all animals here Survival of fittest If you want someone to disappear so bad why not just kill them Because then world will know they are dead Here they are just gone,neutral
7,"Then we got to go in, get them out. Can't go in there blind. We don't know a layout. - We don't have anything. - You broke the Tomb totally blind. Yeah, well, I got lucky. We don't even know for sure if Shu's there. - And what if he is? - Look, if he's there, we'll get him. We go in there blind, we get trapped ourselves. You don't think I can handle it. This is bigger than any one of us. All right. Sir, we've got a data breach. Someone's in our system. What? Shut it down. Shut it down now. - Uh-huh. - Just cleaning up for the night. Uh-huh. Here's the only contact I got at Ruscho. Not sure if he'll talk to you, but it's a good place to start. A sticky note? - So what do you got? - All right. Two things. A dark bank account, code-named Sparrow, Ruscho's been sending money to. And they also sent ten million to Leon Grassi, a lobbyist for the private prison industry. I know this Leon Grassi. He used to work for the prison board for about 13 years, and then he started taking a lot of heat every time I broke out of one of his places, so he decided to jump into the private sector. Haven't heard from him since. You look very nice today, but you know that. Get you a drink? Not what you got, Tiny. I know you didn't go straight and get an honest job pouring drinks, so tell me, DeRosa, what are you doing here? Could easily ask you the same question. Yeah, well, that's personal. Got a call from Abigail, this being the first time you're back in the field after being a desk jockey for so long. She thought you might be a little rusty. Oh, that hurts. He's here. - Know that guy as well? - You mean the wannabe gangster? No. You recognize him? Want me to introduce you? Since when are you so tight with Abigail? Like you said, it's personal.",88.999,347,Then we got to go in get them out Can not go in there blind We do not know layout We do not have anything You broke totally blind Yeah well I got lucky We do not even know for sure if 's there And what if he is Look if he is there we will get him We go in there blind we get trapped ourselves You do not think I can handle it This is bigger than of us All right we have got data breach Someone is in our system What Shut it down Shut it down now Uh - huh Just cleaning up for night Uh - huh Here is only contact I got at Not sure if he will talk to you but it is good place to start sticky note So what do you got All right things dark bank account code named 's been sending money to And they also sent to lobbyist for private prison industry I know He used to work for prison board for about years and then he started taking lot of heat time I broke out of of his places so he decided to jump into private sector Have not heard from him since You look very nice today but you know that Get you drink Not what you got Tiny I know you did not go straight and get honest job pouring drinks so tell me what are you doing here Could easily ask you same question Yeah well that is personal Got call from this being first time you are back in field after being desk jockey for so long She thought you might be little rusty Oh that hurts He is here Know guy as well You mean wannabe gangster No You recognize him Want me to introduce you Since when are you so tight with Like you said it is personal,neutral
8,"How you doing, Leon? Leon. You know, one of my men is missing, and I think he's in a black-site prison called Hades. Ring a bell anywhere? And there's this company called Ruscho. European satellite tech company. They gave you about ten million bucks. How about that? Ten million dollars. Lot of money. But I think it's all bullshit. Because you don't lobby for satellite tech. Look, Ray... You lobby for black-site prison profit, am I right? - Look, Ray... - You're gonna tell me what you know. Move! Hey, Breslin... Good to be back? No, it's bad to be back. - Leon, who you working for? - I'm sorry, Ray. I can't... Come on. Want a job, DeRosa? Fuck, yeah. There's this private bank account, and I need it identified. With him dead, it's our only lead. All right. Give me a day, I'll figure it out. Hey. Where are you coming from? I work for the prison. I'm the cook. Tell me about the kitchen. What do you mean? How do I get there from your cell? I got to go. Yes. You are on the wrong side of the zoo, my friend. - I need you to kick my ass. - What? It's a truce day. Come on. What the hell are you up to? Thought I could work the doctor, get us some benefits. Turns out the doctor is a lamp stand. My name is Akala. Shu. - What? - He connected the dots. Your inside man at Ruscho sent me down a rabbit hole. But it looks like I found a guy who can lead us to Shu. Where is this guy? Right now? Driving the car I'm chasing. Sure hope you know what you're doing. Call you back. Where you hiding?",89.42099999999999,297,How you doing You know of my men is missing and I think he is in black site prison called Ring bell anywhere And there is company called European satellite tech company They gave you about bucks How about that dollars Lot of money But I think it is bullshit Because you do not lobby for satellite tech Look You lobby for black site prison profit am I right Look You are going to tell me what you know Move Hey Good to be back No it is bad to be back who you working for I am sorry I can not Come on Want job yeah There is private bank account and I need it identified With him dead it is our only lead All right Give me day I will figure it out Hey Where are you coming from I work for prison I am cook Tell me about kitchen What do you mean How do I get there from your cell I got to go Yes You are on wrong side of zoo my friend I need you to kick my ass What It is truce day Come on What hell are you up to I could work doctor get us benefits Turns out doctor is lamp stand My name is What He connected dots Your inside man at sent me down rabbit hole But it looks like I found guy who can lead us to Where is guy Right now Driving car I am chasing Sure hope you know what you are doing Call you back Where you hiding,anger
9,"Damn it! Fuck me. Inmates 1764 and 1765, report to the zoo. I repeat, report to the zoo. They tortured me again last night. You were always mentally tougher than me as a kid. Remember? You need to be now. Begin battle. Battle is over. Inmates 1764, 1765, you've earned two hours of sanctuary time. Negative skeleton theory. Use what they let you see to map out what you can't see. That's how the layout begins to reveal itself to you. Train your mind to look beyond the physical wall that confines you. There's a whole separate world on the other side of the cells. Hallways, interrogation, infirmary, kitchen, HQ. Right now, it's all negative space. But not for long. I'm gonna get us out of here. Fuck. Come on, Luke. Where are you? This is the last number Luke called on his cell. Ruscho Geneva? Should I get Hush in here? No. You know, someone once told me... the single most important thing to remember in solving the hardest riddles is that they're designed to trick you. Subvert against your own assumptions. And my assumptions are telling me that there's no way that you would let Luke go directly against company order. Look, he just wanted to do the legwork. Thought it was a good chance for him to take the lead on something. And now Luke and Shu are missing. You are prisoner 1924. I repeat, you are prisoner 1924.",89.713,242,Damn it Fuck me Inmates and report to zoo I repeat report to zoo They tortured me again last night You were always mentally tougher than me as kid Remember You need to be now Begin battle Battle is over Inmates you have earned hours of sanctuary time Negative skeleton theory Use what they let you see to map out what you can not see That is how layout begins to reveal itself to you Train your mind to look beyond physical wall that confines you There is whole separate world on other side of cells Hallways interrogation infirmary Right now it is all negative space But not for long I am going to get us out of here Fuck Come on Where are you This is last number called on his cell Should I get in here No You know someone once told me single most important thing to remember in solving hardest riddles is that they are designed to trick you Subvert against your own assumptions And my assumptions are telling me that there is way that you would let go directly against company order Look he just wanted to do legwork Thought it was good chance for him to take lead on something And now and are missing You are prisoner I repeat you are prisoner,anger
10,"Welcome to Hades. Sir, I felt something was going on. I hacked into the system, and basically, Luke tried to meet up with Ruscho Geneva. Are you serious? I told him to stay away from these guys. How'd he get involved with that? It was me. I gave him one of my contacts. Come on. After you went missing, Breslin started digging. He thinks this place was started by the same people behind the Tomb, so I... I screwed up. Ended up in here. Doesn't matter. I'm close to getting the layout. - What do you want me to do? - Nothing yet. The less contact we have, the better. Shu, it can't be a coincidence that all three of Breslin's specialists are locked up here now. No, it can't. Assume they are watching us. Please. He's close to giving it to you. Close? He won't last. Then he needs to give me what I want. Or I'll feed him to the rest of the animals. I've tried to make soup dumplings since I was a kid, but every time, the dough is too stiff. Look, I don't know what your deal is, but... I don't want to die. What they are doing to you is wrong. Then let me help you get home. They blindfold me when I go from my cell to the kitchen. That's not the only way to see. Sixteen, 17, 18, 19, 20... How many steps? Twenty-four. The one gift every prison gives you is time. Don't waste it. Visualize the layout every chance you have. It was 45 this morning. What? Steps to the kitchen. The distance doubled?",89.73000000000002,274,Welcome to I felt something was going on I hacked into system and basically tried to meet up with Are you serious I told him to stay away from guys How did he get involved with that It was me I gave him of my contacts Come on After you went missing started digging He thinks place was started by same people behind so I I screwed up Ended up in here Does not matter I am close to getting layout What do you want me to do Nothing yet less contact we have the better it can not be coincidence that of 's specialists are locked up here now No it can not Assume they are watching us Please He is close to giving it to you Close He will not last Then he needs to give me what I want Or I will feed him to rest of animals I have tried to make soup dumplings since I was kid but time dough is too stiff Look I do not know what your deal is but I do not want to die What they are doing to you is wrong Then let me help you get home They blindfold me when I go from my cell to kitchen That is not only way to see How many steps gift prison gives you is time Do not waste it Visualize layout chance you have It was morning What Steps to kitchen distance doubled,curiosity
