Number,StartMilliseconds,EndMilliseconds,Text
1,41341,44679,(electricity buzzing)
2,53621,55924,"[Student] Well, well,
if it isn't Yuta Okkotsu,"
3,56056,57859,my favorite weakling.
4,57992,60060,[Yuta] Don't you come near me.
5,60193,63196,"Oh, come on, don't
play hard to get."
6,64766,66400,[Yuta] I said don't.
7,66534,70572,"I just wanna slug you one
more time before I graduate."
8,70705,72040,(student giggles)
9,72172,75309,"You're not gonna deny me my
graduation present, are you?"
10,75442,78445,"Since it's our
last time together."
11,78580,80882,Maybe I should just kill you.
12,81015,82082,Don't touch me.
13,82215,83150,Rika.
14,83283,84752,(student grunts)
15,84886,85920,What you say?
16,86054,88856,(student grunts)
17,90925,93828,(rain splattering)
18,95029,96229,I'm sorry.
19,96864,97865,I'm sorry.
20,99634,100635,I'm sorry.
21,101368,102369,I'm sorry.
22,102570,104672,"I'm sorry, I'm sorry."
23,105607,106674,I'm sorry.
24,106808,107809,I'm sorry.
25,109978,112814,(door creaking)
26,126594,129797,"[Satoru] A complete cover-up
and a secret execution?"
27,129931,131599,"Boy, that's some story."
28,132767,135770,"[Director] The child in
question did consent, though."
29,135903,137105,He's underage.
30,137237,138973,Just 16-years-old.
31,139107,142610,"And who knows how many he's
cursed to death so far."
32,142744,144378,He's already turned the tables
33,144512,148549,"on three grade-two sorcerers
and a grade-one sorcerer."
34,149684,152620,"Which is exactly the
reason you've turned to me,"
35,154421,156658,or have you forgotten that?
36,156791,157525,(director grunts)
37,157659,159192,"[Director] So, you'll take him?"
38,159326,160695,Yes.
39,160828,164866,"Yuta Okkotsu, will
attend Jujutsu High School."
40,168670,172305,"You make this in shop
class, Yuta Okkotsu?"
41,174008,176243,[Yuta] It used to be a knife.
42,178012,183417,"I tried killing myself
but Rika wouldn't let me."
43,185987,186888,Kinda dark.
44,188188,189857,(metal clanging)
45,189991,191224,Guess what?
46,191358,193161,"You're starting at
a new school today."
47,193293,194696,I'm not going.
48,194829,195830,Hmm.
49,197932,201169,"[Yuta] I don't want to
hurt anyone anymore,"
50,201301,203236,"so I'm never going
outside again."
51,204872,206507,Never?
52,206641,208910,"You're gonna get
pretty lonely that way."
53,211813,213715,"The curse that was
placed upon you."
54,213848,216416,"It's a curse that
can save people, too,"
55,216551,218886,"depending on how
it's used, of course."
56,220154,223524,"My advice to you is learn
how to use that power."
57,223658,226961,"You can cast it all away
later if you still decide to."
58,232499,235435,(leaves rustling)
59,241008,243945,(gentle music)
60,244078,246848,(woman vocalizing)
61,284752,289924,♪ You don't see at all ♪
62,290591,295062,♪ What's right for you to do ♪
63,295797,299432,♪ But let's start it now ♪
64,299567,304038,♪ Take a deep breath ♪
65,304172,309376,♪ You're moving forward ♪
66,310812,313614,♪ Deciding not to look back ♪
67,313748,318953,"♪ Your weakness is your
greatest strength ♪"
68,322322,324625,♪ To make it to the end ♪
69,324759,329697,♪ You'll feel won't be alone ♪
70,355957,360962,"♪ You alone is the
right place to be ♪"
71,362462,365498,♪ Don't be afraid to fall ♪
72,368102,371072,(man singing faintly)
73,372273,377444,"♪ You will feel that
you can do anything ♪"
74,378312,381682,(man singing faintly)
75,399567,402402,(birds chirping)
76,402536,405773,"Did you hear about the new
transfer student coming today?"
77,405907,409076,"They say he stuffed four of
his old classmates in a locker."
78,409210,410278,You mean he killed them?
79,410410,412013,[Toge] Tuna mayo?
80,412146,413948,"No, gravely injured."
81,414081,415216,(Maki sighs)
82,415349,418219,"Well, if he's cocky, I'll
put him in his place."
83,418352,420121,[Toge] Bonito flakes.
84,420254,421122,(air whooshes)
85,421255,422556,"Students of all grades,"
86,422690,425960,we have a new student.
87,426093,428129,Give him a hand.
88,430731,431966,Not one hand.
89,433000,435903,"I heard that the kid's
a real wet blanket."
90,436037,439974,"The last thing I need is another
moody rookie to look after."
91,440107,441108,[Toge] Salmon.
92,441242,442109,Hmm.
93,443611,445146,(Satoru sighs)
94,445279,446479,"Oh, well, then."
95,447748,449784,You can come on in now.
96,449917,452753,"[Yuta] I sense a really
dark mood in there."
97,459459,461162,[Maki] I'll just ignore him.
98,464131,466968,(ground rumbling)
99,470604,473808,(suspenseful music)
100,474408,476043,Huh?
101,476177,478112,(upbeat music)
102,478245,479347,I'm Yuta.
103,479479,480848,"- (sword whooshes)
- (metal clangs)"
104,480982,483284,Is this some kind of test?
105,483417,485186,(Yuta sighs)
106,485319,486520,Hey.
107,487688,490791,"Don't you know that
you are cursed?"
108,490925,493361,"This is a place to
learn about curses."
109,493493,496130,"Not a place for the cursed
to be hanging around."
110,499066,501369,"The number of people that
die mysterious deaths"
111,501502,505973,"or go missing in Japan is
over 10,000 a year on average."
112,506107,509377,"The majority of those are
actually not accidents,"
113,509510,510845,but caused by curses.
114,510978,512546,Born from negative emotions.
115,512680,516283,"Among them are also some evil
cases caused by curse users."
116,516417,520154,"You see, only curses
can affect other curses."
117,520287,521789,(Yuta gasps)
118,521922,524558,"This place is where we learn
curses to exorcize curses."
