Number,StartMilliseconds,EndMilliseconds,Text
1,39042,45413,"Once there was a way
To get back homeward"
2,45582,49575,Are the stars out tonight?
3,49753,55020,Once there was a way to get back home
4,55192,57456,I only have eyes
5,57627,62655,"Sleep, pretty darling, do not cry"
6,62833,65165,For you
7,65335,67929,And I will sing a lullaby
8,68104,71039,With a song in my heart
9,71541,73600,So tell me
10,73777,77076,Tell me something good
11,79416,82249,Tell me that you love me
12,82419,85047,"Tell me, baby"
13,85222,87622,Tell me something good
14,87791,89520,Only you
15,89693,91593,But how can you know for sure?
16,91761,94696,Can make this world seem right
17,94865,96423,Is there really just one?
18,96600,99228,I need your love
19,99636,104005,"So many songs, but I'm feeling so lonely."
20,104207,107973,Where is the love?
21,112048,116485,You don't have to be beautiful
22,116653,119588,To turn me on
23,120457,123824,"I just need your body, baby"
24,123994,125222,Hello
25,125395,128660,"- From dusk till dawn
- Is it me you're looking for?"
26,128832,131926,You don't need experience
27,132102,133194,Take
28,133370,136862,"- To turn me out
- These broken wings"
29,137040,140134,You just leave it all up to me
30,140310,145247,"Let's talk about eggs, baby
Let's talk about you and me"
31,145415,147042,You don't have to be rich
32,147217,149481,"- Give me all your loving
- To be my pearl"
33,149653,153589,"You don't have to be cool
To rule my world"
34,153757,157853,"Ain't no particular song
I'm more compatible with"
35,158028,160462,I just want your extra...
36,160630,163360,Boys. Boys.
37,163533,165364,Give a chick a chance.
38,165535,169972,"Well, since my baby left me"
39,170140,173541,I found a new place to dwell
40,173710,178204,"It's down at the end of Lonely Street
At Heartbreak Hotel"
41,178381,181817,"And I said, ""I'm feelin' so lonely, baby"
42,181985,184545,I'm feelin' so lonely
43,184721,187019,"Oh, I'm feelin' so lonely""..."
44,187190,190182,I could die
45,191695,197065,Don't have to be rich to be my girl
46,197233,202227,Don't have to be cool to rule my world
47,202405,203895,You rule my world
48,204074,208773,"You're the particular song
I'm compatible with"
49,208945,210776,I just want your
50,210947,214474,"- Extra time
- Extra time"
51,214651,220749,"- And your kiss
- And your kiss"
52,220924,224257,His mom and dad met in the usual way.
53,224427,227157,The song became love...
54,227330,230766,...and love became the egg.
55,235472,237099,Memphis?
56,237273,239605,"- You got it, sugar?
- Yeah. Oh, yeah."
57,239776,241368,Safe and warm.
58,241544,243034,"Hold it tight, now."
59,243213,245647,"Whoa, I think I felt a move in there."
60,245815,247908,And in the usual way...
61,248084,250746,...the moms left for the fishing season...
62,250920,255152,"...while the dads stayed home
to do egg time."
63,255325,256587,"You gonna be okay, Daddy?"
64,256760,260287,"Oh, sure, honey. We'll be waiting for you,
right here on Lonely Street."
65,260463,265332,"I love you more and more, tell me why"
66,265502,266799,"Bye-bye, now."
67,266970,270269,"Goodbye, Norma Jean.
Don't you worry about a thing."
68,270440,273273,Don't wanna let you go
69,274210,277805,"I never can say goodbye, boy"
70,280683,283948,When all others leave...
71,284721,286188,...we remain!
72,286356,289052,When the sun vanishes...
73,290160,292151,...we remain!
74,292328,295820,"I'm feelin' so lonely
I'm feelin' so lonely..."
75,295999,300993,"Heed the wisdoms, brothers!
Make a huddle!"
76,301171,304004,Warm thy egg!
77,304174,305732,Make a huddle!
78,306943,309104,"- Share the cold!
- Share the cold."
79,309279,313045,"Each must take his turn
against the icy blast..."
80,313216,316242,...if we are to survive the endless night.
81,318388,321016,"Raise your voices, brothers!"
82,321191,323853,Give praise to the Great 'Guin...
83,324027,329659,"...who puts songs in our hearts
and fish in our bellies!"
84,336439,339499,"Ain't no particular song
I'm more compatible with"
85,339709,343076,"oh, baby, I think I wanna dance now."
86,344914,346438,"No, no, no."
87,348852,351650,"There is a wisdom,
brothers and sisters..."
88,351821,355188,...that stands above all others.
89,355825,358521,"- Never, ever...
- It's okay."
90,358695,360560,"- ... no matter what...
- No harm done. See?"
91,360730,362630,...drop your egg.
92,362799,365825,"No, we're cool. We're cool."
93,374344,379782,"Of the many thousands who sang
through that long night of winter..."
94,379949,384147,"...it was Memphis
who cried out most fervently..."
95,384320,389451,"...to turn the Earth
and bring back the sun."
96,427897,429762,"- It's a boy!
- Hey, it's a girl!"
97,429933,431958,"- What a peach!
- What a bruiser!"
98,432135,434296,"- Come here, son.
- Come to Daddy, there you go."
99,434470,436370,"Son, you have made
your daddy so proud."
100,436539,438370,"It's all genetics, you know."
101,448985,450213,Memphis?
102,450386,453150,Is everything okay?
