Number,StartMilliseconds,EndMilliseconds,Text
1,119500,120542,Good morning.
2,125542,126583,I'm Dr. Jung.
3,127458,128792,I admitted you yesterday.
4,132125,133167,I'm not...
5,134083,136542,"I'm not mad, you know."
6,140333,142167,"Let me explain
what I have in mind."
7,143542,148542,"I propose that we meet here, most
days, to talk for an hour or two."
8,149625,150667,Talk?
9,151083,151917,Yes.
10,151917,153042,Just talk.
11,154500,156417,"See if we can identify
what's troubling you."
12,157625,159958,"So as to distract you
as little as possible,"
13,159958,162333,"I'm going to sit
there, behind you."
14,162375,164750,"I'm going to ask you to
try not to turn around"
15,164750,167167,"and look at me under
any circumstances."
16,171292,172333,Now...
17,185583,187625,"Have you any idea
what may have brought"
18,187625,189625,"on these attacks
you suffer from?"
19,190958,192000,<strugging> Hu...
20,195750,197833,humiliation.
21,202625,204917,Any kind of...
22,204958,208083,humiliation.
23,208125,213125,"Like, I can't bear to see it
and it makes me feel nauseated."
24,213167,217875,"I start pouring with
sweat, cold sweat."
25,219500,220125,My...
26,220125,221167,my...
27,223292,230583,"my father lost his temper all the
time. He was always angry with me."
28,237583,242333,"When you stopped talking just now,
did a thought come into your head?"
29,244625,245333,I...
30,245333,246625,I don't know...
31,246667,248833,"Or an image, perhaps."
32,250000,250833,Was it an image?
33,250833,252125,Yes.
34,253875,254917,What was the image?
35,256458,259083,It was a hand.
36,259125,259750,My...
37,259750,260208,my...
38,260208,263792,my father's hand.
39,263792,265583,Why do you think you saw that?
40,269000,270792,Whenever he would...
41,273708,274500,after...
42,274500,275542,whenever he...
43,279125,282083,"he hit us, afterward we..."
44,282125,285583,we had to kiss his hand.
45,289250,292333,"What's odd is that case
I was writing up last"
46,292333,295375,"week, I happened to pick
the codename Sabina S."
47,295417,298625,"And here she is
Sabina Spielrein."
48,298667,300458,Quite a coincidence.
49,301750,303875,"As you know, I don't believe
there is such a thing."
50,306292,308458,"Spielrein's not a
very Russian name."
51,309500,310917,"No, Jewish."
52,310958,314625,"Father's a very successful
import-export man."
53,314667,318583,"And she's exceptionally well
educated, speaks fluent German."
54,318625,321458,"Aspires to be a doctor
herself, apparently."
55,322417,323542,Perhaps she's the one.
56,325000,325750,What one?
57,325750,327458,The one you've been looking for.
58,327500,329542,For your experimental treatment.
59,329583,330833,The talking cure.
60,333292,334583,You're so astute.
61,334625,337500,I've already begun it with her.
62,339375,340250,He's kicking.
63,340250,341750,Can you feel?
64,344500,345417,"Oh, yes."
65,345417,346708,There he is.
66,349458,351292,"What I don't understand is
why Freud, having proposed"
67,351292,353083,"this radical therapeutic idea,
this talking cure, this"
68,353083,354917,"psychoanalysis, then lets
years go by without giving"
69,354917,356750,"even the barest outline of
his clinical procedures?"
70,363333,364583,What's he playing at?
71,364625,367292,"Presumably he uses the
method on his patients?"
72,367333,369083,I've no idea.
