Number,StartMilliseconds,EndMilliseconds,Text
1,110280,112240,"[Man Narrating]
In other parts of the world,"
2,112365,115201,"young men leave home
and travel far and wide..."
3,115285,118038,in search of a promising future.
4,118121,122584,"Their journeys are often fuelled
by dreams of triumphing over evil,"
5,122667,124794,finding a great love...
6,124878,128381,"or the hope of fortunes
easily made."
7,128506,133386,"Here in St. Cloud's, not even
the decision to get off
the train is easily made,"
8,133511,137557,"for it requires an earlier,
more difficult decision..."
9,137641,141936,"add a child to your life
or leave one behind."
10,142020,145857,"The only reason people journey here
is for the orphanage."
11,145982,148193,"- Good morning.
- [Man] We have an appointment."
12,148318,150987,"Yes. Come in.
Welcome to St. Cloud's."
13,151071,153531,"We're going right upstairs
to see Dr Larch."
14,153657,156117,"[Narrating] I came as a physician
to the abandoned children..."
15,156242,159496,and unhappily pregnant women.
16,159579,162123,I had hoped to become a hero.
17,162248,165752,"But in St. Cloud's,
there was no such position."
18,165835,168588,"In the Ionely, sordid world
of lost children,"
19,168672,171758,"there were no heroes
to be found."
20,171841,174219,"And so I became the caretaker
of many,"
21,174344,176388,father of none.
22,176471,179766,"Well, in a way,
there was one."
23,179849,181893,Here he is.
24,181977,184604,"[Narrating] His name
was Homer Wells."
25,184688,189109,"I named him after
the Greek writer."
26,189192,191236,"You know, Homer, of course?"
27,193154,197784,"And I made his name Wells
because I could tell he was..."
28,197867,200537,very deep.
29,200620,202622,"[Narrating] In truth,
Nurse Angela named him."
30,202706,205959,"Her father drilled wells, and she once
owned a cat named Homer."
31,206042,208294,"Bye-bye, Homer."
32,208378,210880,[Knocking]
33,213049,216094,"- [Larch] Good night,
you Princes of Maine,
- Can we see the doctor?"
34,216177,219097,You Kings of New England.
35,219180,221433,"- [Boys] Good night.
- [Woman] Doctor?"
36,221516,224811,"Doctor?
There's something wrong with him."
37,224894,228148,"- He never makes a sound.
- [Narrating] He didn't cry."
38,228231,231776,"Orphan babies learn
there's no point in it."
39,231860,235196,"Do you think we could have a look
at someone a little different?"
40,239242,241619,[Cooing]
41,241703,245665,"Thus was Homer Wells returned.
He was too happy a baby."
42,245749,248293,"- [Woman] Bye, Homer.
- [Grunts]"
43,248376,253131,"[Narrating] The second
family to adopt him had a gift
for getting sounds out of Homer."
44,253214,255634,"- [Homer Screaming]
- They beat him."
45,255717,258094,He couldn't stop crying.
46,258178,261681,"Shh, shh.
Shh, shh, shh."
47,261765,264351,[Screaming Continues]
48,264434,267103,It's okay now.
49,267187,269689,"Nobody's gonna hurt you
any more"
50,269773,273860,"[Narrating] Here in St.
Cloud's, I try to consider with
each rule I make or break..."
51,273943,277530,"that my first priority
is an orphan's future."
52,277614,281034,"Twice adopted,
twice returned."
53,281117,283495,It didn't bode well.
54,287457,292045,"And yet it was always clear to
me that he was a special boy."
55,292128,295382,"- Near the angle of the rib. And...
- [Children Chattering]"
56,295465,297884,"- [Narrating] It was with
Homer's future in mind...
- Homer?"
57,297968,302305,"- That I began his tutorials.
- If you're going to stay at St. Cloud's,"
58,302389,304474,I expect you to be of use.
59,304557,307352,"[Narrating] I admit
that our lessons were, in part,"
60,307435,311982,"- the simple expression
of a father's love.
- Homer."
61,312065,314859,"But in failing to
withhold love..."
62,314943,317904,"and making the orphanage
his home,"
63,317988,323410,"had I created a true
and everlasting orphan?"
64,323493,326705,"- No!
- Keep breathing. You're gonna be okay."
65,326788,330583,"[Narrating] And so my
excellent pupil learned to look
after abandoned children..."
66,330667,334671,"- and to deliver unwanted babies.
- Relax!"
67,334754,338341,"Long ago, I had decided
that sometimes..."
68,338425,341344,"it was the women
who needed to be delivered."
