Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"[whimsical music playing] [dramatic instrumental music playing] [man] Everything's going to be fine, darling. Madam, it's so wonderful to see you. Welcome home from the hospital. Jenny, this is Mrs. Cordoza. Yes. Thank you. I'll show you to your room, madam. [Cordoza] Everything is just as you like it. [unlocks] [ambulance sirens wailing] [dramatic instrumental music playing] I'm so happy to have you back home.",25.793,65,[ whimsical music playing [ dramatic instrumental music playing [ man ] 's going to be fine darling it is so wonderful to see you Welcome home from hospital this is Yes Thank you I will show you to your room madam [ Cordoza Everything is just as you like it [ unlocks ] [ ambulance sirens wailing [ dramatic instrumental music playing I am so happy to have you back home,joy
2,"Good night, dear Jenny. Good night, Lawrence. Larry. You call me Larry. Larry. [groans] [groans] [man whispers] Hey. [groans] Hey. [groans] Oh hey! Um... Fancy seeing you here. [yawns] Uh...",16.207,30,Good night dear Jenny Good night You call me [ groans [ groans ] [ man whispers Hey [ groans ] Hey [ groans ] Oh hey Um seeing you here [ yawns ] Uh,neutral
3,"I actually... I have to sort of start getting ready for work, so... I might have to ask you to, um... - to, uh... - Um. - If you don't mind. - This is actually my flat. So... Oh shit. Um... Well, in that case, at ease, monsieur. - [man groans] - No problemo. Love to see you again. As in, um... I had a really great time last night. Um, well, the thing is, Rob, I'm just... My name's not Rob.",25.997000000000003,82,I actually I have to sort of start getting ready for work so I might have to ask you to um to uh Um If you do not mind This is actually my flat So Oh shit Um Well in case at ease [ man groans ] No problemo Love to see you again As in um I had really great time last night Um well thing is I am just My name 's not,excitement
4,"Um... - Andrew. - Andrew. Um... I actually... I just sort of came out of quite a straight-up soul-destroying... So, thank you. - I'm just saying I can give you my number. - Or you could not. And we could avoid the whole me feeling guilty and never calling you back. You feeling dejected, never hearing from me again. I feel so used. Well, you know what, Rob? Welcome to my world. - Name's not Rob. - Andrew. [softly] Fuck, sorry. Well, Andrew,",30.706,83,Um Um I actually I just sort of came out of straight up soul destroying So thank you I am just saying I can give you my number Or you could not And we could avoid whole me feeling guilty and never calling you back You feeling dejected never hearing from me again I feel so used Well you know what Welcome to my world 's not [ softly ] Fuck sorry Well,gratitude
5,"it's been very nice meeting you, and you have a lovely day. [""Cherry Flavoured Stomachache"" by Haim playing] - [man] Ellie? - Yes.  Tried to withdraw a guilty plea   Damn! You ain't gonna pin this one on me   One thing's for sure I'm not sleeping here tonight   And I'm not interested In what you think is bad   But I get so lonely I can't relate to anyone   And my heart is crying out I'm on my knees   I'm begging you please...  How's it going? [woman 1] Staff meeting in five. [Ellie] Nick?",37.293,106,it is been very nice meeting you and you have lovely day [ by playing [ man ] Yes   Tried to withdraw guilty plea    You are not going to pin one on me    thing 's for sure I am not sleeping here tonight    And I am not interested In what you think is bad    But I get so lonely I can not relate to anyone    And my heart is crying out I am on my knees    I am begging you please   How is it going [ woman 1 Staff meeting in [ Ellie,sadness
6,"Nick! I'm not talking to you, Ellie, because that only involves me losing my shit. What did I do? I get it. You've had a shit year, Ellie, but it is just not cool to so flagrantly disrespect us. - What are you talking about? - [woman 2] You abandoned us last night. We heard you went off with a random guy! How do you think that'd make us feel? - All right. I'm sorry. - [Nick] And on my birthday. I'm... I'm really sorry. Nick. I'm serious. Are you stressed? You seem stressed. Mary Ellen died, and Janet wants a feature. There are not enough hours in the day.",28.599999999999994,110,I am not talking to you because that only involves me losing my shit What did I do I get it   You have had shit year but it is just not cool to so flagrantly disrespect us What are you talking about [ woman You abandoned us last night We heard you went off with random guy How do you think that would make us feel All right I am sorry [ Nick ] And on my birthday I am I am really sorry I am serious Are you stressed You seem stressed died and wants feature There are not enough hours in day,sadness
7,"- When? - Sunday's edition. No, when did she die? - A couple of days ago. - That's so sad. - How? - Yeah, old age. - Yeah? - You know, I really wanna die that way. Why don't I take this one? I've got two hours left on this polish, and then my schedule is wide open. Okay? Okay. Okay. Consider your load officially lightened, my friend. - Morning, everyone. - [group] Morning. How are we all? - [group] Good. - Great.",22.916999999999998,83,When 's edition No when did she die couple of days ago That is so sad How Yeah old age Yeah You know I really want to die way Why do not I take one I have got hours left on polish and then my schedule is wide open Okay Okay Okay Consider your load officially lightened my friend everyone [ group ] Morning How are we all [ group ] Good Great,sadness
8,"[footsteps approaching] - [Ellie] Hi. - Hi. How you doing? Good. Thanks. Uh, I'm writing a feature on the paper's longest-serving women's editor. - She just died. - Yeah? Oh no. Yeah, no. It's my understanding she donated her collection of writings to the Archives. What time was... What's your appointment, sorry? Oh, no, sorry. I... um... I work here. Yeah, no, the thing is you... you still need to make an appointment. - We can't... - Even for staff?",26.720999999999997,80,[ footsteps approaching [ ] How you doing Good Thanks Uh I am writing feature on paper 's longest serving women 's editor She just died Yeah Oh no Yeah no It is my understanding she donated her collection of writings to time was What is your appointment sorry Oh no sorry I um I work here Yeah no thing is you you still need to make appointment We can not Even for staff,gratitude
9,"We don't just let people into the archive. Even though I work here. Yeah, no, sorry. Um... So if you... if you go online, um, you can find our online catalog and then decide, uh, whatever it is you wanna view. But I've done it a million times before... Yeah, um, and then either myself or someone from the Archive team readies your documents. In which case, I would love to make an appointment, please. Appointments have to be made online through our... Seriously? ...online portal. Online portal.",26.947,88,We do not just let people into archive Even though I work here Yeah no sorry Um So if you if you go online um you can find our online catalog and then decide uh whatever it is you want to view But I have done it times before Yeah um and then either myself or someone from team readies your documents In case I would love to make appointment please Appointments have to be made online through our Seriously online portal Online portal,neutral
10,"You know what? Thanks so much for all your help today, and I will see you again sometime soon. [footsteps walking away] - [playful instrumental music playing] - [bell dings] [crumpling] [soft instrumental music playing] [car engine starts] [woman] I wish I could lose my memory. I'd run off into the sunset and forget I ever married Francis in the first place. [laughs] Do you know how it happened? Where I was going? Larry says you were out running errands.",27.542,80,You know what Thanks so much for your help today and I will see you again sometime soon [ footsteps walking away ] [ playful instrumental music playing [ bell dings [ crumpling [ soft instrumental music playing [ car engine starts [ woman ] I wish I could lose my memory I would run off into sunset and forget I ever married in first place [ laughs ] Do you know how it happened Where I was going says you were out running errands,gratitude
