Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"[Man Narrating] In other parts of the world, young men leave home and travel far and wide... in search of a promising future. Their journeys are often fuelled by dreams of triumphing over evil, finding a great love... or the hope of fortunes easily made. Here in St. Cloud's, not even the decision to get off the train is easily made, for it requires an earlier, more difficult decision... add a child to your life or leave one behind. The only reason people journey here is for the orphanage. - Good morning. - [Man] We have an appointment. Yes. Come in. Welcome to St. Cloud's. We're going right upstairs to see Dr Larch.",42.04,113,[ In other parts of world young men leave home and travel far and wide in search of promising future Their journeys are often fuelled by dreams of triumphing over evil finding great love or hope of fortunes easily made Here in 's not even decision to get off train is easily made for it requires earlier more difficult decision add child to your life or leave behind only reason people journey here is for orphanage Good morning [ Man ] We have appointment Yes Come in Welcome to 's We are going right upstairs to see,neutral
2,"[Narrating] I came as a physician to the abandoned children... and unhappily pregnant women. I had hoped to become a hero. But in St. Cloud's, there was no such position. In the Ionely, sordid world of lost children, there were no heroes to be found. And so I became the caretaker of many, father of none. Well, in a way, there was one. Here he is. [Narrating] His name was Homer Wells. I named him after the Greek writer. You know, Homer, of course?",36.454,84,[ Narrating I came as physician to abandoned children and unhappily pregnant women I had hoped to become hero But in 's there was such position In sordid world of lost children there were heroes to be found And so I became caretaker of many father of none Well in way there was Here he is [ Narrating ] His name was I named him after Greek writer You know of course,sadness
3,"And I made his name Wells because I could tell he was... very deep. [Narrating] In truth, Nurse Angela named him. Her father drilled wells, and she once owned a cat named Homer. Bye-bye, Homer. [Knocking] - [Larch] Good night, you Princes of Maine, - Can we see the doctor? You Kings of New England. - [Boys] Good night. - [Woman] Doctor? Doctor? There's something wrong with him. - He never makes a sound. - [Narrating] He didn't cry. Orphan babies learn there's no point in it. Do you think we could have a look at someone a little different?",38.957,100,And I made his name because I could tell he was very deep [ Narrating ] In truth named him Her father drilled wells and she once owned cat named - bye [ Knocking ] [ Larch ] Good night you of Can we see doctor You Kings of [ Boys ] Good night [ Woman Doctor There is something wrong with him He never makes sound [ Narrating He did not cry babies learn there is point in it Do you think we could have look at someone little different,neutral
4,"[Cooing] Thus was Homer Wells returned. He was too happy a baby. - [Woman] Bye, Homer. - [Grunts] [Narrating] The second family to adopt him had a gift for getting sounds out of Homer. - [Homer Screaming] - They beat him. He couldn't stop crying. Shh, shh. Shh, shh, shh. [Screaming Continues] It's okay now. Nobody's gonna hurt you any more [Narrating] Here in St. Cloud's, I try to consider with each rule I make or break... that my first priority is an orphan's future. Twice adopted, twice returned.",40.789,89,[ Cooing ] Thus was returned He was too happy baby [ Woman [ Grunts [ Narrating ] second family to adopt him had gift for getting sounds out of [ ] They beat him He could not stop crying [ Continues It is okay now Nobody 's going to hurt you any more [ Narrating Here in 's I try to consider with rule I make or break that my first priority is orphan 's future Twice adopted twice returned,joy
5,"It didn't bode well. And yet it was always clear to me that he was a special boy. - Near the angle of the rib. And... - [Children Chattering] - [Narrating] It was with Homer's future in mind... - Homer? - That I began his tutorials. - If you're going to stay at St. Cloud's, I expect you to be of use. [Narrating] I admit that our lessons were, in part, - the simple expression of a father's love. - Homer. But in failing to withhold love... and making the orphanage his home, had I created a true and everlasting orphan? - No! - Keep breathing. You're gonna be okay. [Narrating] And so my excellent pupil learned to look after abandoned children...",44.587,122,It did not bode well And yet it was always clear to me that he was special boy Near angle of rib And [ [ Narrating It was with 's future in mind That I began his tutorials If you are going to stay at 's I expect you to be of use [ Narrating I admit that our lessons were in part simple expression of father 's love But in failing to withhold love and making orphanage his home had I created true and everlasting orphan No ! Keep breathing You are going to be okay [ Narrating And so my excellent pupil learned to look after abandoned children,neutral
6,"- and to deliver unwanted babies. - Relax! Long ago, I had decided that sometimes... it was the women who needed to be delivered. I chose my own path. No one would ever choose for Homer Wells. [Woman] I saw the splendour of the moonlight On Honolulu Bay There's something tender in the moonlight On Honolulu Bay And all the beaches are full of peaches Who bring their youth along And in the glimmer of the moonlight They love to sing this song",50.009,83,and to deliver unwanted babies Relax Long ago I had decided that sometimes it was women who needed to be delivered I chose my own path one would ever choose for [ Woman ] I saw splendour of moonlight On There is something tender in moonlight On And beaches are full of peaches Who bring their youth along And in glimmer of moonlight They love to sing song,love
7,"If you like the Ukulele Lady - Ukulele Lady like you - Dr Larch! Dr Larch! Dr Larch? We have two new patients. - One to deliver. - Coming. - First pregnancy? - [Homer] Yes, for both. I presume you'd prefer handling the delivery? All I said was, I don't wanna perform abortions. I have no argument with you performing them. You know how to help these women. How can you not feel obligated... to help them when they can't get help anywhere else? One: It's illegal. Two: I didn't ask how to do it. You just showed me.",42.794,99,If you like like you We have new patients to deliver Coming First pregnancy [ Homer ] Yes for both I presume you would prefer handling delivery All I said was I do not want to perform abortions I have argument with you performing them You know how to help women How can you not feel obligated to help them when they can not get help anywhere else It is illegal I did not ask how to do it You just showed me,neutral
8,"What else could I have shown you, Homer? The only thing I can teach you is what I know. In any life, you have to be of use. Of use? Of use. [Crying] That was good, Carla. That was perfect. Everything's gonna be fine. - I don't wanna see it. - You don't have to see it, dear. Don't worry. I don't even wanna know what sex it is, so don't tell me! - We won't tell you. You're gonna be okay. - Your baby's gonna be okay too. - I don't wanna know! - That's a big boy. [Groans] Let me see him. I wanna see him. - Would you mind joining me in the nursery? - Okay. Wilbur, the adopting couple is waiting in your office.",42.251,128,What else could I have shown you only thing I can teach you is what I know In life you have to be of use Of use Of use [ Crying That was good That was perfect Everything 's going to be fine I do not want to see it You do not have to see it dear Do not worry I do not even want to know what sex it is so do not tell me We will not tell you You are going to be okay Your baby 's going to be okay too I do not want to know That is big boy [ Groans ] Let me see him I want to see him Would you mind joining me in nursery Okay adopting couple is waiting in your office,neutral
9,"Life is waiting. Let 'em wait. Where's the name sheet? Uh, nobody's named this one yet. Oh, it's my turn. Henceforth, you shall be Little Dorrit. - [Screaming] - Oh. No, you don't like that, do you? He's a boy, that's why. Can't a boy be a Dorrit? - I don't think so. - You do it. Okay. Henceforth, you shall be Little Wilbur. I'm not crazy about the ""Little."" Okay, just Wilbur then.",37.452,74,Life is waiting Let them wait Where is name sheet Uh nobody 's named one yet Oh it is my turn Henceforth you shall be [ Screaming ] Oh No you do not like that do you He is boy that is why Can not boy be I do not think so You do it Okay Henceforth you shall be Little I am not crazy about Okay just then,neutral
10,"We haven't had a Wilbur in a year or so, have we? We used to have dozens. He sniffs that ether. I've seen him do it. It's because he's too tired to sleep. He has to. He smells like he could put you to sleep. He's a doctor, Buster. Doctors smell like ether. - You're a doctor, Homer. You don't smell like ether. - I'm not a doctor. I haven't been to medical school. I haven't even been to high school. - But you've studied with the old man for years. - I'm not a doctor. I'm sorry, Homer. I saw the splendour of the moonlight - [Coughing] - On Honolulu Bay [Larch] Fuzzy is not uncommon. There's something about the premature babies of alcoholic mothers.",38.663000000000004,126,We have not had in year or so have we We used to have dozens He sniffs that ether I have seen him do it It is because he is too tired to sleep He has to He smells like he could put you to sleep He is doctor Doctors smell like ether You are doctor You do not smell like ether I am not doctor I have not been to medical school I have not even been to high school But you have studied with old man for years I am not doctor I am sorry I saw splendour of moonlight [ Coughing On [ ] is not uncommon There is something about premature babies of alcoholic mothers,neutral
11,"They seem to be susceptible to every damn thing that comes along. - [Coughing] - I haven't read that. I haven't either, but you will. Those morons who write the books ought to do some research here. Isn't Fuzzy just underdeveloped? When doesn't he have bronchitis? I wouldn't call his bronchial infection underdeveloped, would you? - [Coughing] - Come on, Fuzz. - [Stops] - Here we go. Feet up. There you are. - [Woman] What's going on here? - Sit up straight. [Laboured Breathing] - [Boys Laughing] - Wilbur? Wilbur, can you come out here, please?",39.03699999999999,96,They seem to be susceptible to damn thing that comes along [ Coughing ] I have not read that I have not either but you will morons who write books ought to do research here Is not just underdeveloped When does not he have bronchitis I would not call his bronchial infection underdeveloped would you [ Coughing Come on [ Stops ] Here we go Feet up There you are [ Woman What is going on here Sit up straight [ [ Boys Laughing ] can you come out here please,neutral
12,"There you go. - Hi, Homer. - Hey. What is it, Mary Agnes? [Larch] Now calm down. - What is it? - Look. Oh. Uh, did you bite it? - Did you bite your tongue? - I don't remember. Uh, yeah. That looks like you bit it. You'll be fine. Well, maybe I was kissing someone and he bit me. Oh, I think you bit it. Maybe in your sleep. Story time, Fuzzy. O Lord, support us all the day long... until the shadows lengthen and the evening comes... and the busy world is hushed and the fever of life is over... and our work is done.",47.088,107,There you go Hey What is it [ Larch ] Now calm down What is it Look Oh Uh did you bite it Did you bite your tongue I do not remember Uh yeah That looks like you bit it You will be fine Well maybe I was kissing someone and he bit me Oh I think you bit it Maybe in your sleep Story time O support us day long until shadows lengthen and evening comes and busy world is hushed and fever of life is over and our work is done,neutral
13,"Then in Thy mercy, - grant us a safe lodging and a holy rest... - [Crying] And peace at the last. - Amen. - [All] Amen. [Larch] ""A dog, which had lain concealed till now... ""ran backwards and forwards on the parapet... ""with a dismal howl. ""And collecting himself for a spring, ""jumped for the dead man's shoulders. ""Missing his aim, he fell into a ditch... ""turning completely over as he went... ""and striking his head against the stone, dashed out his brains.""",35.117999999999995,83,Then in mercy grant us safe lodging and holy rest [ Crying And peace at last Amen [ All ] Amen [ Larch dog which had lain concealed till now ran backwards and forwards on parapet with dismal howl And collecting himself for spring jumped for dead man 's shoulders Missing his aim he fell into ditch turning completely over as he went and striking his head against stone dashed out his brains,caring
14,"- [Gasps] - And that... - [Groans] - Is the end of the chapter. [Boy Giggling] That's it till tomorrow. Good night, you Princes of Maine, you Kings of New England. [Boy, Mockingly] Good night, Princes of Maine, Kings of New England. Whoa. John, you all right? Why does Dr Larch say that every night? - Maybe to scare us. - No, you jerk. Dr Larch loves us. [Coughing] But why does he do that?",34.45099999999999,75,[ Gasps ] And that [ Groans ] Is end of chapter [ Boy Giggling That is it till tomorrow Good night you of you Kings of [ Boy Mockingly ] Good night of Kings of Whoa you all right Why does say that night Maybe to scare us No you jerk loves us [ Coughing But why does he do that,fear
15,"- Does it because we like it. - [Fuzzy] Do you like it, Curly? Yeah. I like it too. Watch the door. You two get Copperfield and Curly. Buster's mine. - And remember, nobody touches Fuzzy. - Attack! - Hey! - [Girls Screaming] [Boys Shouting] [Coughing] - Ow! - Ouch. What do you think you're doing? Children, stop it. No fighting. Share the snowballs. Fuzzy. Fuzzy.",36.955,66,Does it because we like it [ Fuzzy ] Do you like it Yeah I like it too Watch door You get and 's mine And remember nobody touches Hey [ Girls Screaming [ Boys Shouting [ Coughing Ow What do you think you are doing Children stop it fighting Share snowballs Fuzzy,love
