Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"I got a feeling this is going to be a riot I don't read the news papers Because they all have ugly print Bring it on, bring it on Bring it on At the starting of the week",15.732,38,I got feeling this is going to be riot I do not read news papers Because they all have ugly print Bring it on bring it on Bring it on At starting of week,annoyance
2,At summit talks you'll hear them speak It's only Monday Negotiations breaking down See those leaders start to frown It's sword and gun day Tomorrow never comes until it's too late You could be sitting taking lunch,21.877,37,At summit talks you will hear them speak It is only Negotiations breaking down See leaders start to frown It is sword and gun day Tomorrow never comes until it is too late You could be sitting taking lunch,neutral
3,The news will hit you like a punch It's only Tuesday What time is it? You never thought we'd go to war After all the things we saw It's April Fools' day What time is it?,16.710000000000004,36,news will hit you like punch It is only time is it You never thought we would go to war After things we saw It is ' day time is it,neutral
4,Tomorrow never comes until it's too late Tomorrow never comes until it's too late You hear a whistling overhead Are you alive or are you dead It's only Thursday What time is it? You feel a shaking on the ground,22.342999999999996,40,Tomorrow never comes until it is too late Tomorrow never comes until it is too late You hear whistling overhead Are you alive or are you dead It is only time is it You feel shaking on ground,neutral
5,A billion candles burn around Is it your birthday What time is it? Tomorrow never comes until it's too late Trying to be smart Get your ma on the phone Tomorrow never comes until it's too late,18.987000000000002,37,candles burn around Is it your birthday time is it Tomorrow never comes until it is too late Trying to be smart Get your mother on phone Tomorrow never comes until it is too late,confusion
6,Trying to be smart Think tomorrow's come I think it's too late Another day Tomorrow is another day Tomorrow is another day Nice ride. It does the job.,15.847,28,Trying to be smart tomorrow 's come I think it is too late day Tomorrow is day Tomorrow is day Nice ride It does job,joy
7,"What job, delivering pizzas? Well, it's not the ride, it's the rider. What the hell was that? What? Hey! You talking to my girl? Oh, shit. Here we go. Yeah. She was just admiring my ride.",15.368,36,job delivering pizzas Well it is not ride it is rider What hell was that What Hey You talking to my girl Oh shit Here we go Yeah She was just admiring my ride,surprise
8,"""My ride."" My grandma's Buick could smoke that piece of shit, trailer trash. Well, what about your daddy's Viper? This beast's got 500 horsepower and a Borla exhaust system. It does 0 to 60 in like 4.3 seconds...",11.704,38,My ride My grandma 's could smoke piece of shit trailer trash Well what about your daddy 's Viper beast 's got horsepower and exhaust system It does to in like seconds,neutral
9,"That's about right. That's about right. Yeah. Wow. You can read the brochure. What a pitch, baby. What a pitch. I like that. What's he gonna do? Let's make it happen. Bring it. I got your... I got your back. Why don't you nice boys let your cars do the talking?",15.983999999999998,51,That is about right That is about right Yeah Wow You can read brochure What pitch baby What pitch I like that What is he going to do Let us make it happen Bring it I got your I got your back Why do not you nice boys let your cars do talking,approval
10,"I only race for pink slips. This car goes for 80 grand. What would I do with a broken-ass piece of shit like that? How about me? Winner gets me. Cut it, let's cut it. Let's go, go, go, go! Blast-off, baby!",16.732,42,I only race for pink slips car goes for grand What would I do with broken ass piece of shit like that How about me Winner gets me Cut it let us cut it Let us go go go go Blast baby,anger
