Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"(electricity buzzing) [Student] Well, well, if it isn't Yuta Okkotsu, my favorite weakling. [Yuta] Don't you come near me. Oh, come on, don't play hard to get. [Yuta] I said don't. I just wanna slug you one more time before I graduate. (student giggles) You're not gonna deny me my graduation present, are you? Since it's our last time together. Maybe I should just kill you. Don't touch me. Rika. (student grunts) What you say? (student grunts) (rain splattering) I'm sorry.",39.374,81,electricity buzzing [ Student ] Well well if it is not my favorite weakling [ Yuta ] Do not you come near me Oh come on do not play hard to get [ Yuta ] I said do not I just want to slug you more time before I graduate student giggles You are not going to deny me my graduation present are you Since it is our last time together Maybe I should just kill you Do not touch me student grunts What you say student grunts rain splattering I am sorry,sadness
2,"I'm sorry. I'm sorry. I'm sorry. I'm sorry, I'm sorry. I'm sorry. I'm sorry. (door creaking) [Satoru] A complete cover-up and a secret execution? Boy, that's some story. [Director] The child in question did consent, though. He's underage. Just 16-years-old. And who knows how many he's cursed to death so far. He's already turned the tables on three grade-two sorcerers and a grade-one sorcerer. Which is exactly the reason you've turned to me, or have you forgotten that? (director grunts)",35.902,80,I am sorry I am sorry I am sorry I am sorry I am sorry I am sorry I am sorry door creaking [ Satoru ] complete cover up and secret execution Boy that is story [ Director ] child in question did consent though He is underage Just years old And who knows how many he is cursed to death so far He is already turned tables on grade sorcerers and grade sorcerer Which is exactly reason you have turned to me or have you forgotten that director grunts,remorse
3,"[Director] So, you'll take him? Yes. Yuta Okkotsu, will attend Jujutsu High School. You make this in shop class, Yuta Okkotsu? [Yuta] It used to be a knife. I tried killing myself but Rika wouldn't let me. Kinda dark. (metal clanging) Guess what? You're starting at a new school today. I'm not going. Hmm. [Yuta] I don't want to hurt anyone anymore, so I'm never going outside again. Never? You're gonna get pretty lonely that way. The curse that was placed upon you. It's a curse that can save people, too,",39.771,91,[ Director ] So you will take him Yes Yuta will attend You make this in shop class [ Yuta ] It used to be knife I tried killing myself but would not let me Kind Of dark metal clanging Guess what You are starting at new school today I am not going Hmm [ Yuta ] I do not want to hurt anyone anymore so I am never going outside again Never You are going to get pretty lonely way curse that was placed upon you It is curse that can save people too,neutral
4,"depending on how it's used, of course. My advice to you is learn how to use that power. You can cast it all away later if you still decide to. (leaves rustling) (gentle music) (woman vocalizing)  You don't see at all   What's right for you to do   But let's start it now   Take a deep breath   You're moving forward   Deciding not to look back   Your weakness is your greatest strength   To make it to the end   You'll feel won't be alone   You alone is the right place to be   Don't be afraid to fall  (man singing faintly)",66.863,119,depending on how it is used of course My advice to you is learn how to use power You can cast it all away later if you still decide to leaves rustling gentle music woman vocalizing   You do not see at all    What is right for you to do    But let us start it now    Take deep breath    You are moving forward    Deciding not to look back    Your weakness is your greatest strength    To make it to end    You will feel will not be alone    You alone is right place to be    Do not be afraid to fall   man singing faintly,caring
5," You will feel that you can do anything  (man singing faintly) (birds chirping) Did you hear about the new transfer student coming today? They say he stuffed four of his old classmates in a locker. You mean he killed them? [Toge] Tuna mayo? No, gravely injured. (Maki sighs) Well, if he's cocky, I'll put him in his place. [Toge] Bonito flakes. (air whooshes) Students of all grades, we have a new student. Give him a hand. Not one hand. I heard that the kid's a real wet blanket. The last thing I need is another moody rookie to look after.",43.57899999999999,102,  You will feel that you can do anything   man singing faintly birds chirping Did you hear about new transfer student coming today They say he stuffed of his old classmates in locker You mean he killed them [ Toge ] mayo No gravely injured sighs Well if he is cocky I will put him in his place [ Toge Bonito flakes air whooshes Students of grades we have new student Give him hand Not hand I heard that kid 's real wet blanket last thing I need is moody rookie to look after,neutral
6,"[Toge] Salmon. Hmm. (Satoru sighs) Oh, well, then. You can come on in now. [Yuta] I sense a really dark mood in there. [Maki] I'll just ignore him. (ground rumbling) (suspenseful music) Huh? (upbeat music) I'm Yuta. - (sword whooshes) - (metal clangs) Is this some kind of test? (Yuta sighs) Hey. Don't you know that you are cursed? This is a place to learn about curses.",34.071,67,[ Toge Hmm sighs Oh well then You can come on in now [ Yuta ] I sense really dark mood in there [ Maki ] I will just ignore him ground rumbling suspenseful music upbeat music I am Yuta sword whooshes metal clangs Is this kind of test Yuta sighs Hey Do not you know that you are cursed This is place to learn about curses,neutral
7,"Not a place for the cursed to be hanging around. The number of people that die mysterious deaths or go missing in Japan is over 10,000 a year on average. The majority of those are actually not accidents, but caused by curses. Born from negative emotions. Among them are also some evil cases caused by curse users. You see, only curses can affect other curses. (Yuta gasps) This place is where we learn curses to exorcize curses. Welcome to Tokyo Jujutsu High School. [Yuta] He's just telling me this now? [All] What? He's just telling him that now? My bad. Oh, you all should back away pretty quickly. [All] Huh? (Panda groans)",42.847,112,Not place for cursed to be hanging around number of people that die mysterious deaths or go missing in is over year on average majority of those are actually not accidents but caused by curses Born from negative emotions Among them are also evil cases caused by curse users You see only curses can affect other curses Yuta gasps place is where we learn curses to exorcize curses Welcome to [ Yuta ] He is just telling me this now [ All ] What He is just telling him that now My bad Oh you all should back away pretty quickly [ All ] Panda groans,sadness
8,"[Rika] Do not. Stop it. Rika. [Rika] Bully Yuta. (birds chirping) (kid giggles) [Girl] Over there, over there. - (kid giggles) - [Boy] What is it? What is it? Yuta, I have a birthday gift for you. (Yuta groans) Hmm. (Yuta chuckles) Thank you. Can I open it? [Rika] Go ahead. (Yuta chuckles) Really?",24.564,54,[ Rika ] Do not Stop it [ Rika ] birds chirping kid giggles [ Girl ] Over there over there kid giggles [ Boy ] What is it What is it Yuta I have birthday gift for you Yuta groans Yuta chuckles Thank you Can I open it [ Rika ] Go ahead Yuta chuckles Really,gratitude
9,"[Rika] Yes, I said go ahead. Huh? It's a ring. [Rika] An engagement ring. [Yuta] Engagement? (romantic music) It's a promise that when we grow up, we're going to get married to each other. (car crashes) (woman shouts) [Driver] I didn't mean to hit her. [Man] Someone, call an ambulance. [Woman] Look at her, call the coroner. (woman sighs) There's no way she's gonna make it. [Man] What happened? [Woman] Her head's crushed in. [Man] How horrible. [Man] Yes, a child got run over by a car.",32.163,87,[ Rika ] Yes I said go ahead Huh It is ring [ Rika ] engagement ring [ Yuta ] Engagement romantic music It is promise that when we grow up we are going to get married to other car crashes woman shouts [ Driver I did not mean to hit her [ Man ] Someone call ambulance [ Woman ] Look at her call coroner woman sighs There is way she is going to make it [ Man ] What happened [ Woman ] Her head 's crushed in [ Man ] How horrible [ Man ] Yes child got run over by car,neutral
10,"I don't know, hurry. [Man] We should help her. [Woman] I'm not going near that. [Man] That poor girl. [Woman] Oh, this is heartbreaking. Rika? [Rika] Yuta. (Yuta groans) (suspenseful music) Yuta. When we grow up, we're gonna get married. - (suspenseful music) - (Yuta groans) It's a promise. So, as you can see, this boy was cursed by his friend Rika, who is still madly in love with him. Be nice to him or else Rika will get you.",37.471,80,I do not know hurry [ Man ] We should help her [ Woman ] I am not going near that [ Man ] poor girl [ Woman ] Oh this is heartbreaking [ Rika ] Yuta Yuta groans suspenseful music Yuta When we grow up we are going to get married suspenseful music Yuta groans It is promise So as you can see boy was cursed by his friend who is still madly in love with him Be nice to him or else will get you,caring
