Number,StartMilliseconds,EndMilliseconds,Text
1,7966,11345,"[rousing orchestral
music playing]"
2,25817,28654,"[rousing orchestral music
continues playing]"
3,50550,52511,[mysterious music playing]
4,63939,65899,[people chattering]
5,69152,71655,"[docent] The lore tells us
of a valiant few"
6,71738,74366,"who stood above the fray
and fog."
7,74449,76952,"My, what weapons
they must have wielded."
8,77035,79246,"Which brings us
to our current exhibit,"
9,79329,81915,the mythical staff of the gods.
10,81999,83625,"In Homer's tale,"
11,83709,87921,"the staff was said to harness
the gift of all gods."
12,88005,90966,"Oh. [chuckles]
Welcome, proud soldiers."
13,91049,92134,What did I say?
14,92217,93593,Museums are fun.
15,93677,96555,"Amusement parks
for the brains. [laughs]"
16,96638,98307,"- Whoa!
- [docent] Okay,"
17,98390,99683,there's no reason to get pushy.
18,99766,102102,"Everyone will get a chance
to see it."
19,102185,103603,Carved from a heartwood
20,103687,106106,"not seen in over 2,000 years,"
21,106189,108442,"the two halves
of this ancient replica"
22,108525,110736,"were recently discovered in,
of all places,"
23,110819,114364,"a waste processing plant
outside of Philadelphia."
24,114448,115782,"So strong, they reportedly broke"
25,115866,117743,"- three trash compactors.
- [thuds]"
26,117826,120037,"Okay, um, friends,
that's enough."
27,120120,122456,"I'm, I'm sort of the star
of the show here... [gasps]"
28,122539,124333,"- Stop!
- [people murmuring]"
29,124416,125500,Stop! Sir!
30,127461,128462,Sir!
31,130422,131882,"- [people screaming]
- [man 1] Hey!"
32,131965,133342,"Hey, what are you doing?"
33,133425,135302,"- [people chattering]
- [ominous music playing]"
34,149358,150358,[gasps]
35,153320,155113,[crackling]
36,155197,156198,[gasps]
37,156281,158158,[dramatic music playing]
38,166958,168251,"- [crackling]
- [gasps]"
39,177135,180764,"[whispering in other language]
Unleash the chaos."
40,180847,182015,[grunts]
41,183266,184726,[sighs]
42,184810,186144,[both grunting]
43,187020,188855,Unleash the chaos.
44,195070,196070,[gasps]
45,198490,199574,Unleash the chaos.
46,199658,200658,[growls]
47,201451,202494,[roars]
48,202577,204538,[people screaming]
49,205539,206873,[alarm blaring]
50,206957,208917,[people clamoring]
51,213296,216591,[people grunting]
52,216675,218555,"[man 2 in English] Wait,
wait. Move, move, move!"
53,221930,222930,"No, no!"
54,224766,225766,[man 3] Help me!
55,231481,233358,"- [grunts]
- [ringing]"
56,235277,237737,[people screaming]
57,244369,245369,[man groans]
58,246997,248373,No! [panting]
59,248457,251334,"Ladies, please just let me go."
60,251418,252794,[speaking other language]
61,256173,257733,"[man 5 in English]
Oh, my God! Look out!"
62,257757,259718,[people coughing]
63,262345,264306,[people clamoring]
64,279779,281740,[dramatic music playing]
65,301801,303887,Turns out museums are fun.
66,307891,309518,Let's have more of it.
67,309601,312646,"We can do nothing while
the staff remains sundered."
68,312729,315148,"The champions of this realm
outnumber us."
69,315232,318318,Human champions are still humans
70,318401,320111,and we are gods.
71,320195,323031,"Do not underestimate
the judgement of the wizard."
72,323114,325325,"To protect the power
of the gods,"
73,325408,328119,"he will have chosen
with meticulous precision"
74,328203,331957,"the strongest, most keenly
intelligent champions"
75,332040,334334,this realm has ever witnessed.
76,334417,336920,I'm an idiot.
77,337003,339005,"I don't deserve these powers,
if I'm being honest."
78,339089,340757,"Like, what am I even
contributing?"
79,340840,342676,"There's already a superhero
with a red suit,"
