Number,StartMilliseconds,EndMilliseconds,Text
1,31920,33200,Cambodia.
2,34400,37040,"To many Westerners,
it seemed a paradise."
3,37240,40240,"Another world, a secret world."
4,40560,44320,"But the war in neighboring
Vietnam burst its borders..."
5,44520,47880,"...and the fighting soon spread
to neutral Cambodia."
6,48800,51880,"In 1973, I went to cover
this sideshow struggle..."
7,52080,55040,"...as foreign correspondent
of The New York Times."
8,55400,58040,"It was there, amidst the fighting..."
9,58240,61440,"...between government troops
and the Khmer Rouge guerrillas..."
10,61640,65080,"...that I met my guide
and interpreter, Dith Pran..."
11,65280,68160,...a man who was to change my life...
12,68360,71200,"...in a country that I grew to love
and pity."
13,80040,82720,"So here we go
with Voice of America..."
14,82920,84840,...news for Southeast Asia.
15,85040,89000,"It's 6:45 and a partly cloudy
morning here."
16,89200,91360,Clouds too in Washington.
17,91560,95160,"President Nixon announced he'll
address the nation on Watergate..."
18,95360,97160,...within the next few days.
19,97360,99880,"The speech will be Nixon's
first since May."
20,101640,105480,"The scandal has caused resignations
and paralyzed the White House staff."
21,105680,109160,"It has also led to intense
confrontation and perhaps..."
22,109360,112080,"...a constitutional crisis
with Senate investigators..."
23,112280,114800,"...and a special
Watergate prosecutor."
24,115000,118240,"The speech was announced
after the Gallup Poll disclosed..."
25,118440,122160,"...that Mr. Nixon's popularity
had fallen to the lowest point..."
26,122320,125040,"...for an American President
in 20 years."
27,136360,139000,"A Supreme Court judge,
William O. Douglas..."
28,139200,142040,"...has ruled against an appeal
by the Administration..."
29,142240,143840,...for a stay of the injunction...
30,144040,147360,"...on further U.S. Bombing
missions in Cambodia."
31,147600,150440,"Congress has already ruled
these bombings illegal..."
32,150640,154760,"...and they should cease in one
week's time on August the 15th."
33,175320,177240,"Let's go, Sarun!
To the hospital!"
34,195400,197440,Information. Information.
35,197640,202400,"Air Cambodia regret delays of arrival
of flight number 125..."
36,202600,206080,"...from Bangkok because
of bad weather."
37,226600,228640,"Mister, you want taxi?"
38,228840,231040,"Mister, you want taxi?
Good taxi."
39,257440,260360,"Shut the fucking blinds, will you?"
40,264600,266200,What's all this shit?
41,269120,270440,I'm sorry.
42,271200,274440,"I thought you were the houseboy.
I was developing some film."
43,274920,278360,"If you're gonna yell, I'll come back.
I'm not feeling good."
44,278560,280880,"Don't want to yell.
I want to be in a good mood."
45,281080,283880,"The plane was late, no car.
I had to take a taxi here."
46,284080,286360,"All I want to do is work.
I got you."
47,295920,298160,What the fuck is that on your head?
48,300560,303920,"It's a sanitary napkin.
I had it soaked in ice."
49,305480,308040,"Syd Schanberg.
Is Pran there?"
50,309840,311880,"No, I just came from the airport."
51,312800,315640,"Well, if he comes in,
would you tell him I'm here?"
52,316000,318360,"I'll be at the Caf?Central, tell him."
53,318840,319760,Thanks a lot.
54,336920,338040,What do you want to eat?
55,340080,340920,Want some eggs?
56,341120,344480,"I can't. Somebody told me they faint
with fright when you cook them."
57,344680,346840,"- What do you want to eat?
- What are you having?"
58,347000,348520,I'm having a caf?complet.
59,349120,351400,I'll have that. And some aspirin.
60,358840,362240,"Anything I eat has got to be
absolutely dead."
61,362440,364280,That's why I can never eat an oyster.
62,364840,367640,I read somewhere that they put...
63,369880,373360,"...that lemon juice on them
just to stun them. You know?"
64,373560,374680,What's the difference?
65,376120,380360,"An unconscious oyster's just as
horrible as the fucker wide awake..."
66,394080,396400,"- My God! Look at this.
- Did you see that?"
67,396600,397880,What was it? A rocket?
68,398040,400640,"I don't know.
I saw a guy on a motorbike."
69,409160,410520,I've been looking for you.
70,410720,412240,I left a message for you.
71,412440,414360,I didn't get it. I took a cab.
72,414560,417400,"- There is a big accident right now.
- What?"
73,417560,420800,"I think U.S. Drop many big bombs
on little city."
74,421280,424200,"- U.S. Bombs? You're sure?
- I think many dead."
75,424400,426760,"- Does anybody else know about it?
- Nothing at all."
76,427720,428720,We're going.
77,429000,431400,"Not possible right now, Sydney.
Too dangerous."
78,458600,460320,"Where you going, Schanberg?"
79,461840,463200,Neak Luong.
80,463440,464640,Neak Luong's closed.
81,464800,468400,"Don't give me that, Reeves.
You got nothing to say about this."
82,468640,472000,"I got a right to go wherever I like
in this sad little country."
83,472160,476920,"That's the law. You impede me, you're
breaking the Cooper/Church Amendment!"
84,477080,479840,"Well, up the Cooper/Church
Amendment's ass!"
85,482320,483440,Let's go!
86,493920,495920,"So how can I help you, Mr. Schanberg?"
87,499800,504520,"I'm looking for information on why
my airplane was delayed this morning."
88,505800,507920,"- Your plane was delayed?
- That's right."
89,508120,511280,"I don't know. Maybe it's
bad weather. Your flight's..."
90,511480,513440,You don't know anything about it?
91,514160,515160,"No, I don't."
92,515640,516560,All right.
93,518360,520720,"Then I'd like you
to listen to something..."
94,520920,522880,...and then I'd like a comment.
95,523240,526800,"This morning, for reasons beyond
anybody's control..."
96,527000,530920,"...I spend two hours in Bangkok
staring at a seat belt sign."
97,531120,532600,"Meanwhile, my sources tell me..."
98,532800,536440,"...two Army helicopters are landing
here, just across the airfield."
99,537000,540120,"Half the ambulances in Phnom Penh
are waiting there to meet them."
100,540520,544520,"And now there's a rumor that
the U.S. Air Force dropped a bomb..."
101,544720,546520,"...or several bombs, on Neak Luong."
102,546720,549760,"That's a rumor, and I'm not gonna
comment on a rumor."
103,549960,553840,"I just want to know if that's the
reason why my airplane was delayed!"
104,557560,558520,No comment.
105,559440,560560,How many killed?
106,563480,564720,How many wounded?
107,570080,572680,"Thank you for your cooperation,
Major Reeves."
108,574880,578960,"When I scrape this story out, I will
no doubt be quoting you in full!"
109,620080,621160,I'm sorry.
110,621680,623600,This is just not good enough.
111,623760,625680,This is a big story...
112,625880,629960,"...a major story, you understand that?
We've got to get down there!"
113,630160,632160,"- I know, but...
- I don't want to hear ""no""!"
114,632360,634280,I want to get down that river!
115,634480,636120,We should be down there now!
116,648000,649280,I'll be here.
117,651720,653160,"Good night, Sydney."
118,661920,663600,"- Messages?
- No, sir."
119,664120,665080,"No, sir."
120,667040,670120,"I'd talk, but it's been
a heavy day and I've got to go."
121,670320,672680,"Let's get together again soon, okay?"
122,672880,674200,"- Bob?
- See you."
123,674640,675560,Bob?
124,676640,678560,"Hello, Sydney. Good night, Sydney."
125,678760,681800,"- Listen, I can't talk with you.
- You can talk to me."
126,682000,684840,"The embassy is jittery.
Get information from a press officer."
127,685040,687240,Let's not start insulting each other.
128,689480,691040,"Good night, Sydney."
129,691880,693320,"All right, good night."
130,698560,700360,You've heard of pilot error?
131,700520,701960,Computer malfunction?
132,702400,704200,They screwed up on the coordinates.
133,704400,708040,"A single B-52 dropped
its entire load on Neak Luong."
134,709680,712280,"There's a homing beacon
in the middle of the town."
135,713800,715720,"- Casualties?
- You'll be briefed tomorrow."
136,715920,720440,"We estimate 55 military,
something like 35 civilians."
137,721800,723000,How many?
138,725320,728000,"I hear it's in the hundreds.
Don't quote me on that."
139,728200,731320,Will there be a dreadful bloodbath
140,731520,734480,When the Khmer Rouge hit the town?
141,734920,737520,Will there be a dreadful bloodbath...?
142,740120,742240,"Beer! We haven't had this
for four weeks."
143,742600,744440,"New York Times probably
had it flown in."
144,745000,748280,"- They keep it in their suite.
- We got a cellar. Don't you know?"
145,748480,750840,Americans take themselves so seriously.
146,751040,755640,"Don't be hard on the man. He's just
trying to get to the top of the heap."
147,755840,759280,"We'll just have to pay more to get
our telexes to the top of the heap."
148,759480,761880,"The man has just bought you a beer.
Now drink up."
149,762120,763120,"- Cheers.
- Cheers, Syd."
150,763320,765240,"- Enjoy it.
- Off to see the telex operator?"
151,765440,767720,"- New York Times goes to bed early.
- Sure!"
152,769400,772040,Khmer Rouge in the sunset
153,773400,775720,The Yanks all at sea...
154,779400,781400,"- All right?
- Very possible."
155,782560,783960,Let's go then!
156,791640,793080,This is good work.
157,828200,829720,"- How much?
- Hundred fifty."
158,836760,837680,One hundred!
159,843480,844920,"- All right?
- All right."
160,852440,854040,"Nice going, Pran."
161,910400,912960,"- What is he saying?
- He wants you to look at his family."
162,913160,917400,"To take a photograph and help him
because his child was wounded."
163,942840,944840,Tell me what she's saying.
164,947080,948520,She needs help.
165,952280,954800,Her shop was destroyed last night.
166,955960,957360,Her husband killed.
167,957560,958720,How many bombs?
168,960600,961800,She doesn't know.
169,962840,964800,Does she know where the hospital is?
170,966520,967760,"""Just over there."""
171,973840,975960,"She wants to know,
""Did someone arrest the pilot?"""
172,978480,981160,"Mister, you wanna buy?
Mister, you wanna buy?"
173,981520,984640,"- One dollar? You wanna buy?
- I'm out of film. I'm sorry."
174,985760,988640,"Ask her how many kids she's got
in her family."
175,989840,990640,"""Five."""
176,991120,993440,Her husband was killed already.
177,997600,998800,What's this?
178,999280,1000960,What are these guys over here?
179,1006080,1008880,"In the jeep, prisoners.
Khmer Rouge prisoners."
180,1031040,1032960,They kill a lot of villagers.
181,1033320,1035760,"She says Khmer Rouge soak rags
in gasoline..."
182,1035960,1037920,"...and push them down
villagers' throat..."
183,1038120,1040040,...then set the rags alight.
184,1040240,1041360,Film! No film!
185,1041560,1043000,I know there's no film.
186,1043200,1044280,No camera!
187,1045520,1046520,No camera!
188,1046840,1048000,It's all right.
189,1050840,1052240,Just take it easy.
190,1057960,1059440,Tell them we're jour...
191,1068720,1070080,Come on! Get in!
192,1112440,1114000,I'm worried.
193,1115400,1117680,I'm the guy who bring you over here.
194,1118440,1120560,They accuse me and they arrest me.
195,1121120,1123520,"How can they arrest you?
You're already arrested."
196,1124960,1126880,They phone Phnom Penh about me.
197,1135840,1137280,I want some cigarettes.
198,1139360,1140760,And I need to take a leak.
199,1143800,1145720,Would you tell them I need to piss?
200,1168880,1170320,"He said, ""No piss."""
201,1172080,1173160,What does that mean?
202,1173680,1175480,That's no piss.
203,1179800,1181960,I've had enough of this bullshit.
204,1182600,1184480,I got a story to get to New York!
205,1189520,1190760,Don't leave me!
206,1201200,1202440,I won't leave you.
207,1268440,1270720,They brought in the whole press corps!
208,1270920,1274120,"They want to sanitize the story!
Bastards!"
209,1284160,1286200,I am going to tell you something.
210,1286400,1288000,I'm walking out of here.
211,1288200,1290440,"What are you gonna do?
Blow my head off?"
212,1290720,1293560,"You got a general out there,
this is an American passport..."
