Number,StartMilliseconds,EndMilliseconds,Text
1,52178,55014,"- Cheque, please.
- Look, Daddy, a volcano."
2,55139,57516,That's very pretty. Drink up your volcano.
3,57642,61854,"- All right, we're going. Mummy's waiting.
- Daddy, please. Just one more minute?"
4,61979,62855,No.
5,62980,64357,"- We're going.
- No."
6,64482,65691,"- Yes.
- No."
7,65816,66943,Yes.
8,67068,68569,No.
9,70154,73532,Until I ended up flatlining at the hospital.
10,74283,78913,"But I survived and, instead of
letting that scare me, I kept on going."
11,80623,84460,Until my first daughter was born.
12,85920,90132,"And now, I look at my girls"
13,90257,93344,"and my husband,"
14,93469,97890,who has been standing by me for so long
15,101894,103813,Think which one you're gonna pull out.
16,103938,106148,"- I always think, man.
- No, you don't."
17,106274,108985,"They didn't lock you up this time
because you're not 18 yet."
18,109110,112321,"Next time, they're going to lock you up,
brother."
19,112446,114198,Come on.
20,123541,125459,You're not thinking.
21,125584,129297,"Stealing might get you money,
get to tap some cheerleader's ass,"
22,129422,131966,"show off riding some pickle-coloured
Thunderbird."
23,133926,136220,"But tell me, what's gonna happen
if you shoot a pregnant woman"
24,136345,138180,"or an old man, huh?"
25,141350,143352,You know what will happen?
26,144145,146772,The guilt will suck you down to the bone.
27,159160,160828,Stealing ain't worth it.
28,160953,165541,"Going to church, reading the Bible
and believing in Jesus, brother -"
29,165666,167752,that's your ticket.
30,171172,172965,Yeah.
31,174175,176177,"Think it's a fantasy, right?"
32,181515,184351,"Come here, man. Get up, come here."
33,191317,193861,"See that truck? Beauty, ain't it?"
34,193986,196030,"- I won it at a friend's raffle.
- No shit."
35,196155,199784,No shit. You know what? It wasn't luck.
36,199909,201911,"It was Jesus who wanted me
to have that truck."
37,202036,204288,That's bullshit. I bet you stole it.
38,206248,208667,Jesus gave me that truck.
39,210211,213672,"And it's He who gives
and He who takes away."
40,213798,216008,"Yeah, right. He doesn't give a shit about us."
41,216133,217134,Come back.
42,217760,219637,Come back!
43,224266,226268,Take off the hat.
44,226769,228771,Take off that hat.
45,231774,234902,"God even knows
when a single hair moves on your head."
46,238155,240157,"You're wrong, Nick."
47,266600,270146,"So, this is death's waiting room."
48,271522,274400,These ridiculous tubes.
49,276443,279321,These needles swelling my arms.
50,285077,287788,What am I doing in this pre-corpse club?
51,289623,291709,What do I have to do with them?
52,296338,299133,"I don't know when anything began
any more."
53,300092,302178,Or when it's gonna end.
54,305055,307975,Who will be the first to lose his life?
