Number,StartMilliseconds,EndMilliseconds,Text
1,23816,30196,"TOHO CO., LTD."
2,35828,41165,A TOHO-KUROSAWA PRODUCTION
3,42376,48381,SANJURO
4,54221,59434,"Produced by TOMOYUKI TANAKA
and RYUZO KIKUSHIMA"
5,59935,62812,"Screenplay by RYUZO KIKUSHIMA
HIDEO OGUNI and AKIRA KUROSAWA"
6,62980,65481,"Based on the Novel Peaceful Days
by SHUGORO YAMAMOTO"
7,65899,69318,"Cinematography by
FUKUZO KOIZUMI and TAKAO SAITO"
8,69486,72905,"Production Design by YOSHIRO MURAKI
Music by MASARU SATO"
9,73615,78745,"Assistant Director SHIRO MORITANI
Production Manager HIROSHI NEZU"
10,79371,82123,Starring
11,82916,86919,TOSHIRO MIFUNE
12,87588,92842,"TATSUYA NAKADAI
KEIJU KOBAYASHI"
13,93635,98848,"YUZO KAYAMA
REIKO DAN"
14,99725,101976,"TAKASHI SHIMURA
KAMATARI FUJIWARA"
15,102144,105646,"TAKAKO IRIE, MASAO SHIMIZU
YUNOSUKE ITO"
16,105814,109442,"AKIRA KUBO, HIROSHI TACHIKAWA
YOSHIO TSUCHIYA"
17,109610,112945,"KUNIE TANAKA, TATSUYOSHI EHARA
AKIHIKO HIRATA"
18,113530,117700,"TORANOSUKE OGAWA
KENZO MATSUI, TATSUHIKO HARI"
19,129463,135635,"Directed by
AKIRA KUROSAWA"
20,154279,156572,So Mutsuta refused?
21,161328,163830,Count my uncle out.
22,163914,166916,"I gave him our proposal
to purge the clan of corruption."
23,167000,172213,"He just glanced at it and said,
""I'm aware of the situation."""
24,172381,174882,"- Then why does he do nothing?
- I asked him that."
25,175008,177844,"""Why overlook the corruption
of your vice-chamberlain"
26,177970,181180,"and provincial steward
in the daimyo's absence?"""
27,182683,183808,"He smiled and said,"
28,183934,187562,"""Perhaps I'm behind it."
29,188730,193359,"You all think I'm a good-natured halfwit,
a scarecrow who'll do your bidding."
30,193527,196821,"People aren't what they seem.
Be careful."
31,197030,201367,"You'd never suspect
who the worst are. Be careful."""
32,201493,203911,"Then he tore -
- He tore it up?"
33,205289,207206,He really went too far.
34,207875,208833,And then?
35,208959,210877,I gave up on him.
36,211044,214213,"I met with Superintendent Kikui,
as we planned."
37,214840,215923,What did he say?
38,216049,218551,"He understood our position,
just as expected."
39,218719,222722,"At first he seemed troubled and said
he'd discuss it with my uncle,"
40,222848,225516,"but when I told him my uncle's words,
he was shocked."
41,225642,229604,"He thought about it and said,
""All right. I'm with you."
42,232065,237028,"I'd like to talk with your group.
Gather all your men quickly."""
43,237154,238070,There you have it.
44,240157,242950,"- Kikui's the real thing!
- We can reason with him."
45,243076,247538,"He's extremely influential.
He's no good-natured scarecrow."
46,256715,258090,Wait just a minute.
47,276276,279946,"- That's quite a story.
- You heard us? Stop him!"
48,283700,284867,Imbecile.
49,284993,288120,"Do I look
like I'm going anywhere?"
50,293335,295586,"What the hell
are you doing here?"
51,296922,299757,It's a free room for the night.
52,301093,305846,"By the way,
you should be glad I overheard you."
53,306890,311310,"""The spectator sees more than the player.""
He can judge the right course of action."
54,311979,313437,Listen.
55,315232,316857,"If you ask me,"
56,316984,319485,"the chamberlain is the real thing,"
57,319820,322697,"and the superintendent
is a phony."
58,322948,325491,"What? Such insolence
won't go unpunished!"
59,325742,327326,Don't get all testy.
60,328620,331038,"I haven't seen
either of their faces,"
61,331999,336168,"so I can't be fooled
by their looks."
62,337963,341173,"The chamberlain
is ugly, isn't he?"
63,346346,348347,I guess I must be right.
64,348974,354395,"But judging from your story,
he must be a great man"
65,355188,359150,"who doesn't care
if you think he's a fool."
66,361987,364822,But this Superintendent Kikui -
67,365032,369744,"You say he's the real thing,
""just as expected."""
68,371121,375374,"That must mean
he looks the part."
69,383383,385051,Am I right?
70,386178,388179,"But people aren't
what they seem."
71,388722,390848,Be careful.
72,390974,393434,"Enough! What does
a worthless ronin know?"
73,393560,397063,"I'm just repeating
what the chamberlain said."
74,397689,400733,"Don't you get it?
His words were even more precise:"
75,401234,405571,"""You'd never suspect
who the worst are. Be careful."""
76,407407,411952,"I may be wrong, but it sounds like
Kikui is the rotten one."
77,412079,413746,Fool!
78,413872,416248,Quiet down and listen.
79,416458,418918,What's the superintendent's job?
80,419711,422421,"To quiet discord
in the ranks, right?"
81,422547,426592,"Instead,
he's inciting you to revolt."
82,427427,429970,Don't you find that odd?
83,436561,441190,"What's more,
he told you to gather quickly."
84,441316,443442,That's a bad sign.
85,443860,447905,"If he's the mastermind,
he can kill you all in one fell swoop."
86,448865,452118,"Don't do as he says.
Just watch and wait."
87,457791,462920,"But we're meeting him
here tonight."
88,463046,465214,What?
89,488071,490948,"I was right.
Take a look."
90,539789,542249,We're completely surrounded.
91,543293,545878,Not even an ant could escape.
92,562938,565689,"The foolishness
never ends, does it?"
93,565899,568859,"Put your swords away.
This is no time to play war."
94,568985,571070,"Shut up!
We're not listening to you!"
95,571196,572821,Suit yourselves.
96,572948,576408,"I'm sure Kikui will be delighted
to see you all dead."
97,583667,586794,But... we're surrounded.
98,588672,591131,Just leave it to me.
99,607774,611110,"Superintendent Kikui sent us.
Surrender!"
100,615573,617449,You're surrounded!
101,618076,619868,Do not resist!
102,629462,633048,"What a racket!
What do you want?"
103,645812,647980,What do you think you're doing?
104,653028,656113,"Take your shoes off
before you go in my room!"
105,663955,665456,Who is this guy?
106,665582,668334,So... you wanna fight?
107,669127,673088,"Watch out. You woke me up,
and I'm in a bad mood."
108,701368,703160,Pull back!
109,705580,708207,It's not him we're looking for.
110,712545,717132,"Besides, disposing of this one
would take too long."
111,720762,722888,You're quite able.
112,726184,730104,"If you wish to serve our clan, come
see me at the superintendent's estate."
113,731564,732981,My name is Hanbei Muroto.
114,760510,762928,It's safe now. Come out.
115,780947,783240,"We don't know
how to thank you."
116,784117,787578,"No thanks needed,
but some money would be nice."
117,788204,792791,"I've been starving for days.
A cup of sake and some food's enough."
118,812770,814480,This'll do.
119,821571,822863,See ya around.
120,836127,841006,But what will you do now?
121,842342,844176,You've opened our eyes.
122,844302,848222,"We'll rush to apologize to my uncle
and follow his instructions."
123,849682,853644,"Very reasonable.
Good boys."
124,857774,861109,Wait. That won't do.
125,862237,864613,"The chamberlain's
in danger now."
126,864739,866823,"- The chamberlain?
- That's right."
127,866950,870202,"If I were Kikui, I'd arrest him,"
128,870578,874081,"since he seems to know
that Kikui is behind the corruption."
129,884217,885926,"- Where are you going?
- To my uncle's."
130,886052,888136,So they can catch you?
131,888304,891223,"They know you.
Show your face and you're finished."
132,891391,894059,"But it's my fault.
If I hadn't been so stupid -"
133,894227,897980,"We're all responsible.
You were just following our plan."
134,898106,900399,"But if anything happens
to my uncle -"
135,900567,902568,"Idiot! Stop saying ""my uncle""!"
136,902694,906029,"You can't just act
on your own whims."
137,906447,907864,That's right.
138,908157,910909,"The nine of us
are in this together."
139,915248,916456,The ten of us!
140,916666,919668,"I can't watch you
blunder your way to your deaths."
141,945111,948155,"It's quiet.
Everything seems all right."
142,948281,952618,"No, something's wrong.
The shutters are usually closed now."
143,954287,956371,Are there fish in this pond?
144,958333,960250,A lot of big carp.
145,982815,984608,Must have been a fish.
146,1001376,1004670,"Just as you suspected.
Those three are Kikui's men."
147,1004837,1008757,"That's my uncle's room.
He must be in trouble."
148,1009175,1012678,"Don't be hasty.
Let's wait and see."
149,1027068,1030529,"We can't move like this,
like a centipede."
150,1031197,1033699,"Is there somewhere
we can hide?"
151,1033866,1036034,There's a barn just ahead.
152,1036202,1038286,Good. Let's go.
153,1057056,1059391,Koiso! What's wrong?
154,1059892,1061560,Master Izaka!
155,1069318,1071486,Fool! This is no time for tears.
156,1072071,1074239,My lord is in terrible trouble!
157,1074407,1077075,"Calm down.
Tell us what happened."
158,1077744,1081747,"The superintendent suddenly
arrived with a host of men."
159,1081914,1085417,"We were eating -
- Never mind that. Where's my uncle?"
160,1085585,1087586,Ten men took him away.
161,1087754,1090672,Where the hell were the guards?
162,1090798,1095093,"They were taken by surprise
and locked up in the main house."
163,1095261,1096678,And my aunt?
164,1096804,1099890,"I don't know.
Probably under watch somewhere."
165,1100016,1101224,And Chidori?
166,1101642,1105103,I think she's with her mother.
167,1106022,1109357,"- How many men are on watch?
- Fourteen or 15."
168,1109692,1111568,Then how did you escape?
169,1111694,1113987,"The sentries asked me
to get some sake,"
170,1114113,1116406,"so I pretended to go
to the kitchen."
171,1116532,1119743,"- Unaccompanied?
- A man followed me the first time."
172,1119869,1122746,This time they let me go alone.
173,1123456,1125165,Send her right back.
174,1125291,1128293,"- Send her back?
- Yes, to Kikui's men."
175,1129629,1132255,"Too bad,
since she managed to get away,"
176,1132423,1135300,"but they'll raise the alarm
if she disappears."
177,1135468,1139888,"Best to get them
drunk on sake."
178,1140640,1144351,"Then we can rescue
the chamberlain's old lady and the girl."
179,1145812,1147145,I see.
180,1147897,1150190,"Koiso, will you go back?"
181,1154862,1157113,"Yes, I will."
182,1164247,1165997,Now there's a samurai.
183,1168668,1170335,More reliable than all of you.
184,1185685,1189855,"We're grateful,
but please watch your language."
185,1190064,1192440,"Calling the chamberlain's wife
his ""old lady""..."
186,1193276,1197028,"And it's annoying to have you
decide our every move."
187,1197405,1199739,"You want to rescue
the ladies first,"
188,1199866,1202868,"but the chamberlain's safety
is more pressing."
189,1203077,1207205,"Very well.
Where is he then?"
190,1208040,1210709,"We can't rescue him
without knowing where he is."
191,1210918,1214963,"What's the superintendent
planning to do with him?"
192,1215089,1218633,"We can't do anything
without knowing that."
193,1218801,1225307,"Kikui must've told the old lady
why he hauled her husband off."
194,1226559,1229394,"Don't you wanna ask her
what she knows?"
195,1235735,1237193,Understand now?
196,1237778,1239487,Good. Now split up.
197,1239739,1244409,"You three and I
will rescue the old lady."
198,1245036,1247662,"The rest of you,
look for the chamberlain."
199,1248831,1253793,"We'll meet in a safe place.
Is there anything around here?"
200,1254837,1258256,"We can't go far at night
with the ladies in tow."
201,1258424,1260258,My house is closest.
202,1260384,1263511,"Are you crazy?
You're next door to Kurofuji."
203,1264138,1268767,"- Who's Kurofuji?
- One of the traitors. A vice-chamberlain."
204,1269310,1271478,"Sounds like fun.
Let's meet there."
205,1271604,1273438,That's ridiculous!
206,1273606,1277567,"Were you born in the Year of the Ox?
You always fly off the handle."
207,1279320,1283865,"Nobody thinks to look
right under his own nose."
208,1327284,1329244,There are three guards.
209,1330871,1335667,"I'll knock one down,
and you two take him prisoner."
210,1336168,1337752,Don't kill him.
211,1338087,1341339,"He may tell us
where the chamberlain is."
212,1343801,1348138,"While I do away
with the other two,"
213,1348347,1351307,"you rush in
and rescue the women folk."
214,1352435,1356438,"We'll meet back at the barn.
Got it?"
215,1366741,1368908,"Why are you looking
at me like that?"
216,1369702,1372662,"You want to draw your swords?
Forget it."
217,1372872,1375623,"A stupid friend's sword
is deadlier than an enemy's."
218,1375875,1378334,I don't want to get cut to pieces.
219,1385801,1390680,"That's the guardhouse.
Your plan seems to have worked."
220,1393893,1396061,Now's our chance.
221,1427259,1429219,That was close.
222,1429386,1431304,They've changed the guard.
223,1431430,1434224,"Muroto.
You just met him at the shrine."
224,1436310,1439270,He offered me a job.
225,1439396,1442023,"What's he do for Kikui?
- Henchman and enforcer."
226,1442191,1445443,Let's go now. He's alone.
227,1445611,1447362,Are you blind?
228,1447988,1450573,"Those three guards
are kitty cats."
229,1451408,1454619,"He may be alone,
but he's a tiger."
230,1474598,1476432,What the hell's that racket?
231,1477226,1480353,"The guards are drunk, sir."
232,1486610,1488778,Your faces are red.
233,1491532,1493992,Wash them in the pond.
234,1508132,1509757,Do it!
235,1514930,1517849,"I'm going to the main house.
Stand guard."
236,1546795,1552634,"Kikui said he arrested Uncle to stop him
from destroying evidence of corruption."
237,1552760,1554552,Is that right?
238,1555888,1559098,"He thought of everything,
didn't he?"
239,1565064,1566898,Who is that gentleman?
