Number,StartMilliseconds,EndMilliseconds,Text
1,39607,42576,"Kevin. Did we reinforce
the take-off ramp?"
2,42843,44538,"Nah, we didn't have time."
3,46413,47710,Cool.
4,56290,58417,Soul of an eagle.
5,74942,76102,"Oh, shit."
6,78679,80146,Are you okay?
7,136637,138036,"What's up, little riders?"
8,138138,142234,"I'm jumping the public pool tomorrow.
2 bucks. Tell your friends."
9,148349,150249,Eat some smoke!
10,150851,152614,That's just a sample.
11,153320,154719,See you there.
12,167968,169060,Pink grapefruit.
13,169169,170295,Yes.
14,174308,176276,"- Toasted marshmallow.
- Yes."
15,176477,177876,Finish her off.
16,181582,182913,Raspberry?
17,183584,185142,Psych! Very Cherry.
18,185252,186378,A hundred straight.
19,188422,190390,I'm gonna go drop some dumpage.
20,191725,193556,"- Voltron?
- That's me."
21,194628,196596,"- Hi, Dave.
- How you doing, Cathy?"
22,196797,198230,Why'd you call yourself Voltron?
23,198332,201460,"I don't know.
Maybe 'cause it's super badass."
24,202970,205370,"- You're weird.
- Hells, yeah, I am."
25,205472,206530,"Yoo-hoo, shitheads."
26,206640,208733,"I just found a bag of fireworks
in the men's restroom."
27,208842,210241,Would you guys like to light them off?
28,210344,212642,"All right, boys. Prepare to be dazzled."
29,226593,227787,Jumping the pool tomorrow!
30,246013,247378,God damn. Rod!
31,248982,251109,Mom? Have you seen my hip pads?
32,251218,252480,In the kitchen.
33,252586,254178,"Rod, maybe you shouldn't fight Frank
this week."
34,254288,256188,"You know, you could rest up
for the jump tomorrow."
35,256290,260283,"Relax, Kev. I'm gonna win this time.
I did, like, 40 crunches yesterday."
36,260394,262328,"What is it with you two, anyway?"
37,262429,263896,"You wouldn't understand, Kevin."
38,263997,266056,"He's your real dad
so he automatically loves you."
39,266166,268862,But he's my stepdad. I have to earn it.
40,271972,274941,"Ancestors, protect me"
41,275442,278036,May they protect you
42,283784,285183,Frank?
43,290657,291851,Frank.
44,295796,296956,Frank!
45,298399,301197,"Never sneak up on a man
who's been in a chemical fire."
46,301301,303098,"- Sorry.
- On your feet."
47,306407,307533,What's this?
48,307641,311304,"Rhodesian fighting sticks.
Very, very lethal."
49,311412,313039,Rhodesian. Of course.
50,316283,317545,Come on.
51,319987,322455,You are pathetic!
52,322556,324023,"Stop, stop, I give up! I give up!"
53,324124,325386,Yeah.
54,329096,330529,"No, Frank!"
55,333967,336765,"Play the victim,
and you will be the victim."
56,337805,339136,"Very good, Frank."
57,339973,342464,Very impressive. Ultimate punch!
58,347314,349441,"I'm gonna knock
that ridiculous mustache"
59,349550,351108,right off your face.
60,351785,353946,"All great men have mustaches, Frank."
61,355155,356816,"Yeah, but real men actually grow them."
62,356924,359051,You know I have a hormone disorder!
63,364598,365963,"You'll see, Frank."
64,366066,369297,"One day, I'll punch you right in the face,
and then you'll respect me."
65,369403,372133,"I'll believe it when I see it, muchacho."
66,374908,376842,Take out the trash.
67,393927,395326,Nailed it.
68,398532,399760,Rod?
69,402669,404432,"- Denise!
- Hey!"
70,405706,406798,How's it going?
71,406907,407874,Oh.
72,408141,410974,Great. Everything's going super great.
73,412579,413603,You look different.
74,413714,416740,"Oh, really? Well, it's been a while."
75,417317,418648,You look...
76,418752,420549,You look pretty much exactly the same.
77,421255,422950,Yeah. Thanks.
78,423056,424751,And I see you're still doing your stunts.
79,425292,426418,Big time.
80,427427,428860,Actually...
81,428962,431192,Here. Peep the strategy.
82,432533,435366,You're jumping the pool? Wow!
83,435469,437903,"Yeah, it's the real deal.
You should come."
84,438005,440098,Maybe I will. Thanks.
85,440307,441274,Cool.
86,444578,449242,"Well, I gotta go. I gotta feed Buddy,
but very nice to see you, Rod."
87,449349,450839,"Yeah, you too."
88,452753,454118,You look pretty.
89,454221,455347,What did you say?
90,455455,458515,"I said you look shitty.
Good night, Denise."
91,482616,483776,"Hey, Pop."
92,484117,485516,"It's me, Rod."
93,486520,488249,I sure wish you were alive.
94,488622,490385,You'd tell me how much you respect me
95,490490,494153,"and we'd do stunts
and grow mustaches together."
96,495329,498093,"You may have died
an anonymous stuntman,"
97,498198,500598,but you live on through me.
98,505105,506800,"I miss you, Daddy."
99,508041,509099,"Hey, Rod?"
100,509209,510733,Get out!
101,513981,517246,"All right, everybody,
let's clear the pool."
