Number,StartMilliseconds,EndMilliseconds,Text
1,36280,38635,It was a long time ago.
2,38680,41513,"Sometimes I can still
hear their voices"
3,41560,42959,across Sally's woods.
4,43000,46515,"There was Billy,
Steve, Tommy,"
5,46600,49876,"and the tall kid from
down the street... Joey."
6,49960,51791,"Yeah, it was
Joey Walsh."
7,51880,54189,"My best friend
was Timmy Burns"
8,54280,56874,"who lived two blocks
away from me."
9,58000,60878,"We turned the woods
into a battlefield"
10,60920,65038,"and dreamed that someday
we would become men."
11,72560,73879,Did you hear it?
12,73960,75552,What?
13,83160,85549,"Let's go, Timmy!
Let's go!"
14,91680,93511,"Come on, Major!"
15,97800,99950,"They've got to be
somewhere, Ronnie."
16,100040,101519,Watch out.
17,101560,104154,"You've got to stay
in the ravine."
18,104240,105229,Shh.
19,106400,107913,Shh.
20,109760,111512,Go! Go! Go!
21,111600,113318,"Look, there they are!"
22,113360,115112,Wipe them out!
23,115160,117310,Aah!
24,117360,118793,Aah!
25,118880,119949,"- Aah!
- Aah!"
26,120040,121678,Aah!
27,121720,123438,"- Aah!
- Aah!"
28,123480,125630,"You're dead,
and you know it!"
29,125680,127272,"No, I'm not!"
30,127320,129038,Ronnie's dead!
31,129120,131509,"No, I'm not!
No, I'm not!"
32,163760,165398,Look at the mayor.
33,165480,167914,I wonder where your mom is.
34,170400,172311,Where is that woman?
35,172400,174311,Hey!
36,175800,177552,Hi.
37,183440,185476,"3 o'clock,
4 o'clock rock"
38,185520,186635,"5, 6, 7 o'clock"
39,186720,187755,8 o'clock rock
40,187840,190149,"9, 10, 11 o'clock,
12 o'clock rock"
41,190240,192515,"We're gonna rock
around the clock tonight"
42,192560,193788,Put your glad rags on
43,193840,195114,"And join me, hon"
44,195160,197390,"We'll have some fun
when the clock strikes 1:00"
45,197480,200597,"We're gonna rock around
the clock tonight"
46,200680,201510,Donna!
47,201600,203113,"Donna,
come back here!"
48,203200,205077,Get out of the way!
49,206000,208673,"Hey, you boys! Stop that!"
50,208720,209755,When the band slows down
51,209840,211034,We're gonna yell for more
52,211120,212678,"We're gonna rock around
the clock tonight"
53,212720,214551,Donna! Donna!
54,214640,217234,"Stevie Boyer
just gave Mary Barnett a ring."
55,217320,218673,Can you believe it?
56,218760,220159,Over there.
57,220240,221116,O.K.
58,221200,222633,"Come here,
come here."
59,222720,223994,What is this?
60,224080,225479,"Is this
a firecracker?"
61,225520,226475,What's wrong with you?
62,229680,231193,Hey!
63,232120,234156,Hey!
64,244800,246074,This is boring.
65,246160,247991,"Yeah, square, man."
66,257080,259355,"Look, Daddy,
the soldiers!"
67,305560,307516,"Happy birthday,
Ronnie Kovic."
68,307600,308476,For me?
69,308560,309913,Yes. Open it.
70,310000,311353,"That's really
nice, Donna."
71,311440,312793,"Say thank you,
Ronnie."
72,312880,315917,"Thanks, Donna, but
you didn't have to."
73,316000,317638,"Going to
the woods tonight?"
74,317680,319033,"They'll have
fireworks there."
75,319080,320991,"Should be
a real blast."
76,321040,321916,"Yeah, O.K."
77,321960,323598,"What is it?
Open it."
78,323680,325193,Leave him alone.
79,326240,327070,Beautiful.
80,327120,329315,"Hey, it's
the real thing, Ronnie."
81,329400,330753,Feel that.
82,330800,332518,"Just like
Mickey Mantle, Ronnie."
83,332560,334915,"Ain't he
a 4th of July firecracker"
84,334960,336313,in that hat?
85,336360,340353,"Yeah. He's my little
Yankee Doodle boy."
86,340440,343193,"Hey, get it!
Get it!"
87,343240,344719,Come on!
88,344800,346472,Let's go!
89,373880,375279,Did you like it?
90,375360,376713,I don't know.
91,376800,378153,I don't know.
92,378240,381471,"Hey, look how many
push-ups I can do."
93,409320,411072,Wow! Yeah!
94,411120,412109,Yeah!
95,412200,414430,"Come on, Ronnie!"
96,417080,419469,"Go, Ronnie, go!"
97,419560,421869,"Go, Ronnie!
You can do it!"
98,421960,423075,Go!
99,428120,431351,Yes!
100,431400,434915,Yes! That's my boy!
101,435000,436797,That's my boy!
102,441960,443712,Yes!
103,443760,447548,"Ronnie, you made it!"
104,447600,450672,"Yeah, all right!"
105,450760,454230,"Tommy! Ronnie!
Come on!"
106,454280,456350,You're going to miss it!
107,456440,458590,Michelle! Barbara!
108,458640,460232,You've got to see this!
109,460320,462834,"Not as a call
to bear arms,"
110,462920,464273,"though arms we need,"
111,464360,466920,"but a call
to bear the burden"
112,466960,468837,"of a long
twilight struggle,"
113,468880,472031,"a struggle against
the common enemies of man..."
114,472080,476790,"tyranny, poverty,
disease, and war itself."
115,476840,479434,"You'll get a licking
if you're late!"
116,479520,482080,"In the long history
of the world,"
117,482120,485157,"only a few generations
have been granted the role"
118,485240,487310,of defending freedom...
119,487400,488719,"Look, President Kennedy,
Daddy."
120,488800,489676,That's right.
121,489760,491113,He's so handsome.
122,491200,493794,"I do not shrink
from this responsibility,"
123,493840,495990,I welcome it.
124,496040,499874,"Let the word go forth
from this time and place"
125,499920,502275,"that the torch
has been passed"
126,502320,504675,"to a new generation
of Americans"
127,504720,507757,born in this century.
128,507840,510434,Let every nation know
129,510480,513950,"that we shall
pay any price,"
130,514000,516230,"bear any burden,"
131,516320,520791,"support any friend,
oppose any foe"
132,520840,522751,to assure the survival
133,522840,524558,"and the success
of liberty."
134,524640,527473,"I had a dream, Ronnie,
the other night,"
135,527560,530120,"and you were speaking
to a large crowd"
136,530200,531792,just like him.
137,531880,533199,Just like him.
138,533280,535589,"And you were saying
great things."
139,535680,537477,"And so,
my fellow Americans,"
140,537560,541075,"ask not what your country
can do for you,"
141,541160,544914,"ask what you can do
for your country."
142,545000,547230,Right! Right up!
143,547280,549236,"Get out!
Got to get out!"
144,549320,550639,You got to get out!
145,550720,552073,You got to get out!
146,552160,554594,"Hit that switch!
Hit the switch!"
147,556840,558193,"All right,
hit the ropes!"
