Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"You're... ...from Baker? Tell Baker that | told him all that | know already. Tell him | want to live in peace, understand? That it's no use to go on tormenting me! | know nothing at all about that case of coins. Now that gold has disappeared. But if he'd listened to me, we could have avoided this altogether.",15.265999999999998,59,You are from Tell that | told him | know already Tell him | want to live in peace understand That it is use to go on tormenting me know nothing at all about case of coins Now that gold has disappeared But if he would listened to me we could have avoided this altogether,neutral
2,| went to the Army court. There were no witnesses. They couldn't uncover any more. | can't tell Baker what happened to the money. Go back and tell him that! Word's around you had a visitor... ...and Baker knows it. Name of Jackson.,16.516,43,went to court There were witnesses They could not uncover any more | can not tell what happened to money Go back and tell him that 's around you had visitor and knows it Name of,neutral
3,Jackson was here... ...or Baker's got it all wrong. He's not wrong. Maybe Baker would like to know just what you and Jackson had to Say... ...about the cash box. That's not what I'm being paid for. I'm only interested in what name Jackson's hiding under now! Why do you think Jackson may be assuming another name?,22.688,57,was here or 's got it all wrong He is not wrong Maybe would like to know just what you and had to Say about cash box That is not what I am being paid for I am only interested in what name 's hiding under now Why do you think may be assuming name,disapproval
4,"| would have found him already. When | start off to find somebody, | find them. That's why they pay me. What is Baker paying you? That your family? Yes. Nice family. What does he pay you for murdering me?",17.686,40,would have found him already When | start off to find somebody | find them That is why they pay me What is paying you That your family Yes Nice family What does he pay you for murdering me,neutral
5,"$500. ...to get the name! The name! Carson. Bill Carson. That's what he calls himself now. Here's a lot of money: $1,000. $1,000...",14.344999999999999,23,to get name name That is what he calls himself now Here is lot of money,neutral
6,..and some in gold. That's a tidy sum. But when I'm paid... ...l always see the job through. It's you. Any information? Too much. He said quite a bit that should interest you...,14.761,33,and some in gold That is tidy sum But when I am paid l always see job through It is you information Too much He said bit that should interest you,neutral
7,...and one or two things that interested me. Such as? The name Jackson's hiding under is... ...Bill Carson. That's your bit. Keep talking. He also mentioned somethin’ about a certain... ...cash box which just happened to disappear.,17.556,37,and or things that interested me Such as name 's hiding under is That is your bit Keep talking He also mentioned something about certain cash box which just happened to disappear,curiosity
8,"That's my bit. Anything else? Not enough for you, huh? Well, you don't have to worry. He'll never say anything to anybody again! Perfect. Here you are. Here, this is for you.",14.469999999999999,32,That is my bit Anything else Not enough for you huh Well you do not have to worry He will never say anything to anybody again Perfect Here you are Here this is for you,neutral
9,"You did a good job for me. Worth $500! | almost forgot. He gave me $1,000. I think his idea was that | kill you. But you know, the pity is, when I'm paid... ...l always follow my job through. You know that.",16.263,43,You did good job for me Worth almost forgot He gave me I think his idea was that | kill you But you know pity is when I am paid l always follow my job through You know that,neutral
10,"No pistol, amigo. It won't do you any good. There are three of us. Hey amigo. You know that you have a face beautiful enough to be worth $2,000? Yeah. But you don't look like the one who will collect it. A couple of steps back.",17.601,46,pistol amigo It will not do you good There are of us Hey amigo You know that you have face beautiful enough to be worth Yeah But you do not look like one who will collect it couple of steps back,disapproval
11,"Thank you. How much you worth now? How much? $2,000! That's right, $2,000. Yeah, $2,000. Hijo de puta que te parié! You'll pay for this!",12.802,25,Thank you How much you worth now How much That is right Yeah You will pay for this,gratitude
12,"| hope you end up in a graveyard... ...with the cholera, and the rabies, and the plague! Cut me loose! Cut me loose, you filthy bastard! Put me down! | hope your mother ends up in a two-dollar whorehouse! Cut me loose! Cut me loose! You can still save yourself. Let me go, and I'll pardon you.",19.765,57,hope you end up in graveyard with cholera and rabies and plague Cut me loose Cut me loose you filthy bastard Put me down hope your mother ends up in dollar whorehouse Cut me loose Cut me loose You can still save yourself Let me go and I will pardon you,anger
13,Let me go! I feel sick. The blood is rushing... I'm dry. Agua! Water! You swine! You son of a bitch! You're brave with a man who's tied up! Come back! Come back and fight!,15.846,35,Let me go I feel sick blood is rushing I am dry Agua Water You swine You son of bitch You are brave with man who is tied up Come back Come back and fight,anger
14,"You bastard! Who the hell is that? One bastard goes in, another comes out. Cut it out! Cut it out! I'm an honest farmer! I'm innocent of any-- So, you're an honest farmer. You recognize this man? Yeah, it's you!",16.516,40,You bastard Who hell is that bastard goes in another comes out Cut it out Cut it out I am honest farmer I am innocent of So you are honest farmer You recognize man Yeah it is you,anger
15,"Who says so? You can't even read. Roll it up. Roll it up! I'll give you a good idea where you can put it. To hell with all you sheriffs and deputies and all who gave birth to you! Hey, everybody, look! Look! He's giving him the filthy money! Judas! You've sold my hide! But you won't enjoy any of that money, not a penny.",18.308,65,Who says so You can not even read Roll it up Roll it up I will give you good idea where you can put it To hell with all you sheriffs and deputies and all who gave birth to you Hey everybody look Look He is giving him filthy money You have sold my hide But you will not enjoy any of money not penny,anger
