Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"CITY OF GOD Fuck, the chicken's got away! Go after that chicken, man! Get that chicken! If it's a good photo, I'll get a job at the paper. - You think so, Rocket? - Gotta take the risk. You'd risk your life for a picture? Forget it! You think I want to meet up with that motherfucking hood? Get that chicken, bro! Motherfucker! I told you to grab that chicken! Outta my way! Get that chicken! If Li'l Zé catches you, he'll kill you. Yeah, well, he's gotta find me first. Hey, kid! Get that chicken! Get that chicken!",34.707,99,OF chicken 's got away Go after chicken man Get chicken If it is good photo I will get job at paper You think so Got To take risk You would risk your life for picture Forget it You think I want to meet up with that motherfucking hood Get chicken brother I told you to grab chicken Outta my way Get chicken If Li'l catches you he will kill you Yeah well he is got to find me first Hey kid Get chicken Get chicken,anger
2,"Shit! The cops! Don't fucking run off! Give me that. Hey, Melonhead! You fucking fag! A picture could change my life, but in the City of God, if you run away, they get you and if you stay, they get you too, It's been that way ever since I was a kid, You're useless, man! - Go get the ball! - Fucking useless! Hey, kid! Give me the ball, I wanna play. You wanna mess with me? Fuck off. What's your name?",27.933999999999997,82,Shit cops Do not fucking run off Give me that Hey You fucking fag picture could change my life but in of if you run away they get you and if you stay they get you too It is been way ever since I was kid You are useless man Go get ball Fucking useless Hey kid Give me ball I want to play You want to mess with me Fuck off What is your name,anger
3,"Sorry, I forgot to introduce myself, My name's Rocket. Some advice, Rocket. Don't let Li'I Dice touch that ball. He sucks. You lose, pal. That's Shaggy, To tell the story of the City of God, I have to start with him, 8... 9, 10, 11... But in order to tell Shaggy's story, I must tell the story of the Tender Trio, Well, Shaggy? The gas truck's coming. What are you fucking around for? You're not gonna chicken out.",27.367,78,Sorry I forgot to introduce myself My name 's advice Do not let touch ball He sucks You lose pal That is To tell story of of I have to start with him But in order to tell 's story I must tell story of Well gas truck 's coming What are you fucking around for You are not going to chicken out,caring
4,"The notorious Tender Trio was legendary in the City of God, Shaggy, Clipper, and Goose, Tagging along were always Li'I Dice and Benny, Shaggy's brother, I never had the courage to follow my brother, Goose, Okay, let's go. Come on, Goose. Let's go! Stop this fucker! Stop or I'll shoot, motherfucker! Get out! Hurry up, asshole! Gimme the money! Who wants gas?",29.656000000000002,62,notorious was legendary in of and along were always and 's brother I never had courage to follow my brother let us go Come on Let us go Stop fucker Stop or I will shoot motherfucker Get out Hurry up asshole Give Me money Who wants gas,anger
5,"More! You wanna die for your boss' damn money? Shitloads of money here! You see, asshole? Fuck! The cops! Clear out! The place is crawling with cops! - Shaggy! - The ball, Goose, it's yours! Back then, I thought the guys in the Tender Trio were the most dangerous hoods in Rio, Here! Buy some new balls. But they were just amateurs, Even my brother, Goose, Rocket, give this money to dad. But don't tell him it's from me. Okay? - Hey, Stringy! - Yeah?",32.338,85,More You want to die for your boss ' damn money Shitloads of money here You see asshole Fuck cops Clear out place is crawling with cops ball it is yours Back then I thought guys in were most dangerous hoods in Here Buy new balls But they were just amateurs Even my brother give money to dad But do not tell him it is from me Okay Yeah,anger
6,"Look how much I've got. We came to the City of God hoping to find paradise, Many families were homeless due to flooding and acts of arson in the slums, A street light! We'll have electricity! The bigwigs in government didn't joke around, Homeless? Off to City of God! There was no electricity, paved streets or transportation, But for the rich and powerful our problems didn't matter, We were too far removed from the picture postcard image of Rio de Janeiro, Do you think I can become a lifeguard one day?",34.808,91,Look how much I have got We came to of hoping to find paradise Many families were homeless due to flooding and acts of arson in slums street light We will have electricity bigwigs in government did not joke around Off to of There was electricity paved streets or transportation But for rich and powerful our problems did not matter We were too far removed from picture postcard image of Do you think I can become lifeguard day,optimism
7,"I don't know. Being a lifeguard is better than a fishmonger. I don't want to sell fish. It stinks. - Are you insulting your father? - No. So what do you want to be? I don't know. Not a hood or a policeman. Why not? I'm scared of getting shot. Put that thing away, kid. Are you nuts? Pointing that gun at me? Take it easy with the kid, Goose. Li'I Dice is with me. Right, I'm a gangster too. That gas truck didn't bring much.",29.506,86,I do not know Being lifeguard is better than fishmonger I do not want to sell fish It stinks Are you insulting your father No So what do you want to be I do not know Not hood or policeman Why not I am scared of getting shot Put thing away kid Are you crazy Pointing gun at me Take it easy with kid is with me Right I am gangster too gas truck did not bring much,fear
8,"So what? We rob gas trucks every day. One today, another tomorrow. No, we need to rob some rich guy's house. That's the only way to get outta here. Hell, no. What you need is to follow my plan. That's it. The little fart's getting too big for his britches! He gets high and starts talking bullshit. You two junkies aren't worth half as much as that kid. What you got in mind, Li'I Dice? To be a real hood you need more than just a gun, You need ideas, And Li'I Dice had them, - Is that the motel? - Yeah.",34.315999999999995,102,So what We rob gas trucks day today tomorrow No we need to rob rich guy 's house That is only way to get outta here Hell no What you need is to follow my plan That is it little fart 's getting too big for his britches He gets high and starts talking bullshit You junkies are not worth as much as kid What you got in mind To be real hood you need more than just gun You need ideas And had them Is that motel Yeah,neutral
9,"We go in, grab the money and get out. No killing, got that? I need this. - Don't touch my gun, kid. - Don't ever do that again. - Don't point at me. - Fuck you. Don't point your finger at me! Stop acting like a baby! Here's yours. - Awesome! - Let's go! - Not so fast! - What? You stay here and keep watch. If the cops come, shoot that window over there. Why me? Let that dork do that. Look. I gave you this great plan, for free. While that guy's absolutely useless!",32.896,96,We go in grab money and get out killing got that I need this Do not touch my gun kid Do not ever do that again Do not point at me Fuck you Do not point your finger at me Stop acting like baby Here is yours Awesome Let us go Not so fast What You stay here and keep watch If cops come shoot window over there Why me Let dork do that Look I gave you great plan for free While guy 's absolutely useless,anger
10,"- You just had the idea. - Exactly! You're just a kid, remember? You cover us, okay? You'll get your turn. Stop trying to rush things. You stay there. This is a hold-up, bitch. You should be studying or working. You don't even look like hoodlums. Instead, you ought to be working or studying, boy. Shut up! What a pain in the ass! Okay, Clipper? Shall we go in? I didn't order anything. It's on the house, sir. Hand over the money! Keep calm, all I want is your cash.",39.235,90,You just had idea Exactly You are just kid remember You cover us okay You will get your turn Stop trying to rush things You stay there This is hold up bitch You should be studying or working You do not even look like hoodlums Instead you ought to be working or studying boy Shut up What pain in ass Okay Shall we go in I did not order anything It is on house Hand over money Keep calm all I want is your cash,anger
