Number,StartMilliseconds,EndMilliseconds,Text
1,186,6239,"( Drum Roll ) 06 Alien vs Predator Requiem AVP2 Unrated
- Sci-Fi 2007 720p [H264-mp4] English"
2,6423,8424,"(Rousing orchestral
fanfare playing)"
3,19978,22146,(Fanfare ends)
4,22231,24273,(Ominous chord plays)
5,24358,27276,(Electronic tone pulsing)
6,29321,31322,"(Electronic whir
increasing in volume)"
7,34034,35660,(Electricity crackles)
8,38455,40456,(Electronic snap and buzz)
9,46547,49674,(Crackling and whooshing)
10,54638,57973,"(Low, distant electronic pulsing)"
11,62479,65397,(Eerie tones playing)
12,65482,70569,"(Ominous, dramatic theme begins)"
13,73782,76659,(Deep whooshing)
14,90632,93092,"(Thud, squishing)"
15,94177,95511,(Screeching)
16,115866,118367,(Engines whooshing)
17,119369,122371,(Slimy slithering)
18,126376,129128,(Deep growling)
19,133341,141341,"(Footsteps passing by,
low growling)"
20,157282,159700,"(Gurgling, chittering)"
21,166833,169585,"(Low, guttural croaking)"
22,177511,179637,(Flame hissing)
23,189731,191649,(Roars)
24,191733,193526,(Distant snarling)
25,200617,204120,(Engines whooshing)
26,204204,207039,"Man: Okay, now, take your time."
27,208667,210001,(Whispering): There you go.
28,210085,214422,"(Explosion, rumbling)"
29,224516,226225,Dad! Dad! It's up here!
30,229271,232023,"Slow down, Sam, slow down."
31,237529,241532,(Ominous theme plays)
32,257424,259175,(Clanking)
33,259259,262386,(Chittering)
34,262471,264013,(Screeching)
35,264097,266682,Wow...
36,266767,269894,"Yeah, we're... we're gonna
show this to the sheriff."
37,269978,271937,"- (Chittering)
- (Growling)"
38,276568,278110,"What's happening?
Come on, let's go."
39,278195,279195,Come on-go!
40,280530,281864,(Keypad beeping)
41,281948,283616,(Predator growling)
42,285410,287870,"Father: Move it. Go, go, go!"
43,287954,290206,"- (Sam pants, coughs)
- Go, Sam..."
44,293919,294919,Oh! (Grunts)
45,295003,296712,"Sam, you all right?"
46,296797,298631,"- (Eerie screech in distance)
- Stay down."
