Number,StartMilliseconds,EndMilliseconds,Text
1,65360,70360,"Subtitles by explosiveskull
www.OpenSubtitles.org"
2,264331,265432,"You alright, Fonse?"
3,265465,266299,"Gino, grab him!"
4,266333,268002,"Here we go, I got ya.
You're alright."
5,268035,269302,Let's go.
6,269336,271906,"Come on, I got ya."
7,273007,276577,"So what're you thankful for,
Vince?"
8,276611,279881,My back teeth.
9,279914,280982,Aww.
10,281015,282116,And Ralphie?
11,282150,286486,"I'm grateful today that Freddy
is finally back home."
12,291726,292794,Salut.
13,292827,294529,And Berta?
14,294562,295530,I don't know.
15,295563,296496,You don't know?
16,296531,298933,"You gotta have something
you're thankful for."
17,298966,300635,"You gotta come up
with something."
18,300668,301502,Why?
19,301536,304337,"It's Thanksgiving,
that's what we do."
20,304371,306339,What's Thanksgiving about?
21,306373,308910,"What do you mean?
What, the whole thing?"
22,310745,313815,Uh...
23,313848,315482,"Alright, you get
the short version"
24,315516,317718,'cause you're a short person.
25,317752,323691,"It all started when Nana
and your great grandpa,"
26,323724,325860,"Gabriel, when they first came
to America."
27,325893,326994,And they roamed the land
28,327028,331498,"for many, many, many years
searching for a new home."
29,331532,335536,"Back then Nana used to ride
on top of my father's back."
30,338739,340007,"That's how they used to get
around back then."
31,342475,344946,"So, after all this following,
this lookin' and searching,"
32,344979,346914,finally the found it.
33,346948,348015,A new home.
34,348049,351719,"A nasty, cramped, little shoebox
with a broke window,"
35,351752,353754,"a mattress, and three rats,"
36,353788,355556,"on a crappy little street
in Brooklyn."
37,355590,356456,Park Slope.
38,356489,357892,You ever been to Park Slope?
39,357925,359126,Didn't think so.
40,359160,362495,"So we would sit up by the broke
window with them three rats"
41,362530,364464,and we'd look out that window
42,364497,369469,"at all them other families out
there having their lavish parties"
43,369503,372974,"and all their home-cooked pies
and their roasted turkeys"
44,373007,375977,"and their stuffing with
topped cranberries"
45,376010,380447,"and mountains of mashed potatoes
and gravy, all that fancy stuff."
46,380480,386087,"All them families out there,
except for us."
47,389857,391491,Why?
48,391525,395730,'Cause we was broke.
49,395763,397932,We had nothing.
50,402803,405740,"So every-every year about
this time we get together"
51,405773,410878,"as a family and we shove it
in Brooklyn's face."
52,414248,417518,"Yeah, that's Thanksgiving."
53,429496,431098,I love you.
54,431132,433100,What?
55,435036,436938,I love you.
56,439273,442009,"I love you, too."
57,448582,450051,You alright?
58,450084,452620,Yeah.
59,453654,454956,Fonse!
60,454989,456223,Ah?
61,456257,458059,You got a call.
62,463898,465633,Hello?
63,470538,471939,Hello?
64,473107,474642,Hey.
65,477878,479580,Hey.
66,480915,482283,Where are you?
67,482316,483951,Cleveland.
68,484785,486587,Cleveland.
69,488289,490257,Uh...
70,490291,492960,"I just wanted to say
Happy Thanksgiving."
71,495963,497531,Dad.
72,497565,500101,"Hey,
what are you doing?"
73,506107,509643,"Yeah, I got family here."
74,509677,511545,"Is there something
that you need?"
75,535770,537872,"You know, Fonse."
76,537905,542576,"What you need is a good
fuckin' mechanic."
77,542610,544111,Get a nice oil change.
78,544145,545679,It's not the fuckin' oil.
79,547815,553320,"You remember that 341A?
Remember that?"
80,553354,556090,Nah.
81,556123,558592,"Yeah, Cadillac."
82,558626,560227,What Cadillac?
83,560261,563064,"The Cadillac, the one you got down
in Wabash."
84,563097,565099,It was Hammond.
85,565132,566267,It was the modern one.
86,566300,567334,"Yeah, yeah, it was the modern
one, but it was Hammond."
87,567368,570204,"I can't remember was that dark
green, dark green"
88,570237,571605,"or dark, dark green?"
89,572873,576177,You alright?
90,576210,579647,Yeah. Dark green.
91,579680,583884,"You know, Fonse, the kids are
all going back up next week."
92,583918,587755,"And I was thinking, maybe I'd
stay down here with you and Mae."
93,587788,590124,Me too.
94,592259,593427,Pops?
95,593461,595896,"You're gonna have to give up
some stuff if you wanna stay"
96,595930,597798,"in the house through
the next year"
97,597832,601001,"so we figured we'd stay here
and help you sort it out."
98,601035,603370,"Between all your statues
and the painting collection"
99,603404,607708,"I- I think we could bag us
at least 200, you know?"
100,607741,610411,"I mean, look,
I know this ain't easy."
101,610444,612179,"But if you don't get all this
stuff outta here soon"
102,612213,614014,"and make some bread, Fonse,"
103,614048,616383,"you're gonna be
completely screwed."
104,619220,622790,That's the truth.
105,622823,624658,"We're just worried about you,
Fonse."
106,624692,625893,That's all.
107,626827,628762,Ah! Fuck!
108,652953,654855,You alright?
109,658092,659727,Eh?
110,660928,662196,"Uncle Ralphie, can
you get a towel?"
111,662229,663731,"Yeah, yeah."
112,663764,665232,Where'd that come from?
113,665266,667401,"Bladder, pop."
114,667434,669270,I'll bring you some fresh pants.
115,672206,674275,"That's what I'm fucking
talking about."
116,680881,681782,"Make your
hot cereal"
117,681815,682983,with Quaker Oats.
118,683017,686387,"Cause Quaker Oats helps grow
the stars of the future."
119,686420,688022,"And now, ladies and gentlemen,"
120,688055,690858,"our special Cobb Theatre
presentation of"
121,690891,694328,"""The Saint Valentine's Day
Massacre"" continues."
122,694361,697131,"Just off the docks by the
Chicago River in a black market"
123,697164,700401,"warehouse operated by none other
than Al ""Scarface"" Capone,"
124,700434,703170,"notorious gangster and king
of the Chicago underworld."
125,703204,705005,"Here, Capone's top
lieutenants gathered"
126,705039,706807,to discuss their secret plan.
127,706840,707509,"Alright, gents."
128,707542,709176,Looks like we got here uh...
129,709210,712213,"ten cents of cop disguises
courtesy of our friend Andy."
130,712246,714782,"Meanwhile down in the quiet
paradise of South Florida,"
131,714815,717519,"Al Capone relaxes by the pool,
cigar in hand."
132,719019,719787,Yeah?
133,719820,720788,"Hey, boss."
134,720821,722923,"All set for this Thursday
in the morning."
135,722957,724091,We got a nice valen...
136,724825,727394,"Hey, hey, what are you doing up?"
137,727428,729430,"Enough guys, enough!"
138,886220,887622,Mr. Fonzo?
139,889657,891992,"You want me to put the statues
by the house?"
140,892025,894128,Who the fuck are you?
141,894161,897297,Rodrigo.
142,897331,900635,"You want me to move the statues
by the house?"
143,903003,905172,They're for sale.
144,905205,909042,Mr. Fonzo?
145,909076,915215,"You lay one finger
on my Lady Atlas,"
146,915249,916618,"I will cut your
fuckin' head off."
147,916651,918686,Do you understand me?
148,918720,920988,Si.
149,923525,925259,Thank you.
150,960494,961428,Fonse!
151,961462,962697,Eh?
152,962730,965065,"I got you, pal."
153,975309,977377,Fonse! Enough!
154,977411,978580,You're gonna get sick!
155,978613,980481,"Gino, get him inside!"
156,984284,985954,"Come on, come on."
157,987488,988422,It's raining.
158,988455,990190,"Yeah, it's raining."
159,995797,997364,Can you cut those?
160,997397,998766,I'm going to cut it right now.
161,1001101,1002604,It's unlocked.
162,1004471,1009711,"Seniorita, I finished moving the
statues out from the garage,"
163,1009744,1012547,"come lo dices, by the house but
not by the house."
164,1012580,1013480,"Gracias, Rodrigo."
165,1013515,1016049,Not a problem. Good night.
166,1035803,1039206,What's he doing?
167,1039239,1040207,His stuff.
168,1040240,1041375,What stuff?
169,1041408,1042577,His stuff outside.
170,1042610,1043811,What do you mean?
171,1043845,1045547,Moving stuff.
172,1045580,1048382,"If he touch my Lady Atlas
I'm telling you..."
173,1048415,1050752,"Mary and Joseph, that piece of
shit, tacky statue"
174,1050785,1052486,"is more important than
what, huh?"
175,1052520,1053555,"You want to call the bank
yourself?"
176,1054488,1055757,You okay?
177,1063130,1064498,Yeah.
178,1064532,1067200,"You've got a collect
call from Cleveland."
179,1067234,1069704,Cleveland?
180,1071405,1073206,Sure. Alright.
181,1074141,1075108,Hello?
182,1080380,1081749,Who's there?
183,1084719,1086386,Hello?
184,1156323,1157859,Fonse?!
185,1158726,1160160,"Oh, my god!"
186,1161294,1162597,"Oh, Jesus!"
187,1164231,1165600,Oh!
188,1166601,1167669,Come on.
189,1167702,1168636,Swing out.
190,1171471,1175208,What time is it in Ohio?
191,1175242,1176544,What happened?
192,1176577,1177745,"You shit the bed,
that's what happened."
193,1177779,1179681,"- I'm calling the doctor.
- Oh, no."
194,1219386,1221388,Tell them the doctor is here!
195,1236003,1239640,"A Three, two, a one."
196,1239674,1241274,Ta-dah.
197,1244812,1247280,Do we know what these are?
198,1247314,1248883,Diapers?
199,1250685,1252987,"There's plenty here, as well."
200,1253020,1254922,"How's his energy been
during the day?"
201,1254956,1255890,He's awake.
202,1255923,1257390,How's his...
203,1260661,1262930,"So we're still having
nightmares, are we?"
204,1265600,1267802,"Fonse, could I have
your attention for a moment?"
205,1267835,1269704,Fonse.
206,1269737,1272006,You know who I am?
207,1278478,1281983,J. Edgar Hoover.
208,1282016,1283450,Who sent this fucking guy?
209,1283483,1284351,I did.
210,1284384,1284952,I'm your doctor.
211,1291659,1292894,Shh!
212,1292927,1293861,They're just working.
213,1293895,1295062,Sit down.
214,1296831,1298599,"Stop yelling at them.
Come on."
215,1299167,1302369,"I understand things are
tightening up financially."
216,1302402,1308576,"But all of these personal
artifacts just disappearing."
217,1308609,1311579,"The best thing for Fonse
has gotta be to try to keep"
