Number,StartMilliseconds,EndMilliseconds,Text
1,33993,37121,And we were born on September 15...
2,37205,38665,1989.
3,38748,40542,"- And...
- And she's the older... Older twin."
4,40625,42001,"- I'm older by 10 minutes.
- She's... Ten minutes."
5,42085,45296,"'Cause she had an umbilical cord
wrapped around her neck."
6,45380,47632,"And she, like,
shoved me in there and wouldn't let me out."
7,47715,49217,"I was, like, kicking her in,"
8,49300,51135,"shoving her more in my mom,"
9,51219,53721,"- so that's why she came out, like, later.
- Yeah."
10,53805,55515,"- And...
- She came out the bigger twin, too."
11,55598,58810,"Well, I came out a pound heavier than Kara,"
12,58893,60979,so that's why I'm an inch taller now.
13,61062,63273,"She's always been, like, a pound heavier."
14,63356,64566,No.
15,64816,67944,"So, yeah, it's...
You know, I love being twins, man. It's..."
16,68027,70280,"It's basically
like you have a bag of spare parts."
17,70363,71364,"- Yeah.
- You know what I mean?"
18,71447,72907,"It's, like, I need a kidney down the road,"
19,72991,74993,"I know he's got one, so I'm always like,"
20,75076,76619,"""Hey, stay healthy, dude. Eat right."""
21,77078,79581,"When we were kids,
we had our own secret language"
22,79664,82250,that only me and my brother understood.
23,90675,92760,"I guess, when we were kids,
we thought we were whales."
24,92927,94345,"Like, when things are bad,"
25,94429,95930,"we don't really got to say anything
to each other."
26,96014,98683,We just make these sounds. It's like...
27,100560,104397,"So, I just graduated from Harvard,
and I'm starting a new job"
28,104480,108192,"at a law firm in Southern California,
so I'm really happy about that."
29,108276,112280,"And I got a job at Hooters. I'm happy, too."
30,112363,113531,Hooters!
31,113948,117535,"Being a twin is like being a married
couple, and you can't divorce her."
32,117619,120788,"Even, like...
I mean, I love her when we're together"
33,120872,122582,"Well, actually, more so when we're distant."
34,122749,124334,"She loves nature, like me."
35,124417,127712,She loves donating her time to charities.
36,127795,130006,"And she loves eating healthy,
so that's awesome."
37,130089,131966,She's my best friend.
38,132050,134385,My best friend is my boyfriend.
39,208835,211087,"Pepto-Bismol, take 43."
40,211170,212672,And action!
41,213798,217552,"Please, why do I have
to have such diarrhea?"
42,217635,220555,You need to drink the pink.
43,220930,223099,"- Hold it. Cut! Cut! Jack!
- What is he doing?"
44,223182,224434,"Jack, are you watching this?"
45,224684,226394,"What do you mean, ""Cut,"" man?"
46,226477,228354,"I... I got to be at Sesame
Street by 1:00."
47,228479,230565,"Hey, hey, hey, Reeg,
do you really have diarrhea?"
48,230648,231691,'Cause you lost weight or something.
49,231816,234902,"Why does the stomach
have all the good lines?"
50,234986,236320,"""Drink the pink."" That's funny."
51,236404,237447,"I'm sorry, Jack."
