Number,StartMilliseconds,EndMilliseconds,Text
1,71480,72880,"- Yoko.
- What is wrong?"
2,72960,74713,I'm just leaving the Williams' house now.
3,74800,76951,Jennifer's out and Emma's asleep.
4,77040,80477,"I'll leave the keys with Alex at the care center
before I head to the airport."
5,80600,81920,"- Did something happen?
- No, I..."
6,81960,84634,"- What is wrong?
- I need to go home."
7,84720,89317,"I know I made a longer commitment,
but I need to get back to my family."
8,89440,91591,I can't explain it. It's like something...
9,93480,97474,"- I just need to get back to the States.
- I thought you were supposed to stay for a few..."
10,97560,98560,Yoko?
11,99000,99958,Yoko?
12,101320,102320,Yoko.
13,153120,154190,Where...?
14,154280,155794,"- Oh, hey.
- Mommy!"
15,155880,157837,"- You guys, I'm home.
- Welcome back."
16,157920,159752,"- You made it. Ha, ha.
- Oh, my love."
17,160560,162392,Welcome home.
18,162480,163960,So good to be home.
19,164880,166792,"- I missed you.
- I missed you."
20,209240,211118,Burke? Time to go!
21,211200,212200,Burke.
22,215680,216680,Burke?
23,217800,220076,"Hey, what you doing, bud?
What's going on?"
24,220160,222516,"Come on, we gotta go now.
Stop playing with that."
25,222600,224671,Me and Daddy never finished it.
26,235640,236756,Come here.
27,240760,242319,I miss Daddy.
28,243240,244310,I miss him too.
29,247080,248116,So much.
30,251880,253872,"And that's okay
because we're supposed to."
31,259400,263758,"I think this move's gonna be really good for us.
It's gonna be a new place."
32,263840,264990,And a new start.
33,267200,270034,"Nothing bad's going to happen to me, okay?"
34,270120,271839,Nothing bad's gonna happen to you either.
35,273040,274040,I promise.
36,274041,276795,"And it means more
because I'm a police officer."
37,278960,283113,"Come on. I know first days are hard,
but you gotta do it, like ripping off a Band-Aid."
38,283200,284520,I'm scared.
39,288600,289875,I'm scared too.
40,292880,294234,What do we do when we're scared?
41,294320,296596,Close your eyes and count to five.
42,297320,298515,Right.
43,302280,306559,"- One, two, three...
- One, two, three..."
44,307240,308310,"- four...
- four..."
45,309040,310040,"- five.
- five."
46,312160,313276,Everything's okay.
47,314400,315516,Let's go to school.
48,316840,317840,Ready?
49,338960,342078,"""The lights are on,
but nobody's home."""
50,370000,371800,"I hear they stuck you
with the new chick."
51,372600,374193,"Don't call them ""chicks."""
52,374280,376795,"Buddy of mine in Vice said
her old man died of cancer."
53,378040,381112,"Real brutal. Kid was alone
with him when he died."
54,381200,382873,It's only been three months.
55,393600,394600,Muldoon?
56,396120,397120,Yeah.
57,416720,417756,Smoke?
58,417840,418990,"Nah, I quit."
59,421200,422554,Mind if I do?
60,422640,423676,Go ahead.
61,436120,437873,How are you liking it around here?
62,439680,442673,"Uh, we're still getting settled in."
63,446600,448239,It's definitely different.
64,481640,485600,"- How does something like this even happen?
- Car's been here for months."
65,485680,487592,Doors were locked when we found it.
66,487680,489478,"Gruesome, huh?"
67,489560,490630,I'll say.
68,491440,492920,Got an ID yet?
69,493000,494000,Sure do.
70,494080,496675,"Got Lorna Moody, 65."
71,497400,499551,Why did it take so long to find her?
72,500760,504515,"Well, this here's a service road.
They only started using it for the season."
73,505440,507193,Anyone come looking for her?
74,508200,511876,"That's just it. Uh, the feds,
they're already looking for her."
75,511960,514714,"Turns out she's one of
those assisted-suicide broads."
76,514800,516075,Find anything on her?
77,516640,517915,Usual stuff.
78,518000,520117,"Uh, I got an address though."
79,520200,522715,Directions in the glove box.
80,522800,524314,44 Reyburn Drive.
81,525680,527592,Same place as the Landers case.
82,531120,532634,Looks like we got another one.
83,532760,533760,Another what?
84,537560,539199,What was the Landers case?
85,543040,544269,Anything else?
86,544360,546238,Forensics will be here soon.
87,547160,548879,The FBI is on its way too.
88,550640,552791,"Sure looks like something was
in there with her."
89,554920,557594,"You ever seen anything
like this one before?"
90,557680,558750,Detective...
91,561440,563033,What's up with the Landers house?
92,566120,568316,"Worked a case there, two years ago."
93,569760,571433,Sort of stuck with me.
94,571520,572590,Mm.
95,573640,577520,"And it's... just strange
to see it pop up again."
96,577600,579034,Maybe they're connected.
97,581760,583752,It's just a weird coincidence.
98,602000,603673,"""Entire family murdered."""
99,637600,640160,"Hey! Put that shit away
before Goodman sees you."
100,640560,642472,"- Why?
- He worked that case there."
101,642560,645792,"He never set foot inside.
Never seen a cop do that before."
102,729440,730556,Hello?
103,733560,735791,Police department.
104,735920,737832,I just want to go.
105,756680,757680,Hello?
106,760040,761554,Police department.
107,777920,781072,I just want to go. Will you take me?
108,781160,784915,"- Hello?
- Take me home. I don't want to be here."
109,807800,809120,Chicken for dinner.
110,811160,813038,Chicken for dinner.
111,813120,814634,We're gonna have...
112,820200,821680,Are you Mrs. Matheson?
113,832280,833794,I'm Detective Muldoon.
114,837320,839437,Gonna talk to you about a woman we found.
115,849160,850560,Will you feed me?
116,851920,852956,Excuse me?
117,855840,857115,"William, my..."
118,857200,859157,He always used to feed me.
119,861760,863274,William was your husband?
120,873400,875073,"Ma'am, are you alone in the house?"
121,876800,878951,"Will you help me, please?"
122,879680,880750,Help me.
123,880840,883355,"Help me, help me."
124,883440,884590,Help me.
125,885200,887874,"Please! No, please! Don't leave!"
126,887960,889679,"- Stay there, I'm gonna get help.
- No, no!"
127,889760,892673,No! Help me!
128,892760,894274,No!
129,894360,896033,Don't leave me!
130,896120,897236,No!
131,897760,899513,Don't leave me.
132,899600,901432,Do not leave me!
133,901520,903159,Please don't leave me.
134,903240,904240,Don't leave...
135,923640,927520,"Car 646, we need an ambulance
to 44 Reyburn Drive."
136,972280,973396,What the fuck was that?
137,1027720,1029677,I heard you the first time!
138,1038920,1040195,What are you doing here?
139,1041800,1043280,I went to the house.
140,1045640,1046869,There's another body.
141,1050440,1051476,Come in.
142,1055320,1057391,"This is my body, which is given..."
143,1057480,1059597,The Landers was just...
144,1059680,1061717,one of those cases.
145,1061800,1062916,Total mess.
146,1063800,1066031,"Whole family murdered
at the house on Reyburn."
147,1067000,1068150,The neighbors too.
148,1068520,1070477,Fiona Landers...
149,1070560,1072916,She murdered her 6-year-old daughter.
150,1073000,1075595,And then she killed her husband.
151,1075720,1076870,And then herself.
152,1081520,1083830,"You think the body that
we found was related?"
153,1085280,1087670,I can't go down the same road again.
154,1096400,1098198,Why did you never go into the house?
155,1101280,1103397,Something never felt right about it.
156,1105040,1106040,Just...
157,1107680,1108830,didn't feel right.
158,1112000,1113000,What do you mean?
159,1113920,1115912,"My old partner, he was obsessed."
160,1116000,1117320,He said there was...
161,1117840,1119832,energy.
162,1119920,1120956,Uh...
163,1121040,1122040,Spirits.
164,1122920,1124673,Something like that.
165,1124760,1126194,You saying the house is haunted?
166,1127040,1130670,"People will think you're crazy
if you start saying shit like that."
167,1132120,1133634,"Yeah, well, I don't buy that."
168,1136080,1138834,"- I'm sorry, can I get you anything?
- No, I'm good."
169,1140040,1141040,Pie?
170,1142800,1145110,"- Not that pie.
- Oh, fuck."
171,1145200,1146120,I'm good.
172,1147040,1148076,My mother...
173,1150200,1152271,she was into all that ghostly shit.
174,1152360,1153840,"The older I get,"
175,1154760,1156672,the more I wanna believe it.
176,1157200,1158554,Mm.
177,1158640,1160791,"- She passed away, huh?
- Yeah."
178,1160880,1163873,"I just don't have the heart
to get rid of all this."
179,1165120,1168830,I still think of this as... her house.
180,1169520,1171512,"Yeah, I understand how that goes."
181,1173840,1176196,"- How long for you?
- Three months."
182,1176760,1177760,It was cancer.
183,1180880,1182872,I've seen how that plays out.
184,1183800,1185519,I don't wish that on anyone.
185,1188120,1190954,"I get you're looking
for distractions right now."
186,1191560,1193074,Don't get lost in this shit.
187,1193160,1195117,"The case, the house..."
188,1201640,1203438,I know what that looks like.
189,1225400,1227517,Neonatal oncologist to OR 3.
190,1227600,1229831,Neonatal oncologist to OR 3.
191,1232040,1235431,"Don't worry. Amnios are
pretty routine for women your age."
192,1237640,1239199,"I'm... I'm ready, thanks."
193,1239280,1240350,Okay.
194,1240440,1241874,This is the poke.
195,1245040,1246440,Mm-hm.
196,1247280,1249397,That's the needle. Does it hurt?
197,1249480,1250480,No.
198,1250920,1253310,"- It's okay.
- This is where you're gonna feel a cramp."
199,1254440,1255760,I have the results.
200,1257040,1260431,"The amnio confirmed what we suspected
from the blood work."
201,1261880,1265920,"The likelihood that your child
will be born with ALD is high."
202,1270000,1275917,"I know that we've, uh, previously
discussed various possibilities..."
203,1276360,1278591,"but if you have any questions now,"
204,1278680,1282151,"I can put you in touch
with some other families."
205,1282240,1286234,"Helps to hear from other parents
about the realities of this."
206,1286320,1287320,"But, uh..."
207,1289040,1290633,"there's still a chance, right?"
208,1291880,1293837,That our baby will be born healthy?
209,1324000,1327471,"Reyburn's coming up, I wanna stop by
and get the Landers' signature."
210,1327560,1329836,"Wait, uh...?
We have to do that right now?"
211,1331320,1333277,"- I wanna get it done today.
- Okay."
212,1340760,1341760,Be right back.
213,1357040,1358040,Hello?
214,1359240,1360469,Peter Spencer.
215,1389280,1390475,Hello?
216,1395160,1396480,Anybody home?
217,1399240,1400674,Peter Spencer here.
218,1405520,1406520,Hello?
219,1413200,1414395,Peter Spencer.
220,1428000,1429275,"Oh, my God."
221,1431200,1432200,Okay.
222,1437520,1438749,Unbelievable.
223,1440240,1442311,The car's still here.
224,1442400,1443675,But nobody's home.
225,1444800,1446996,"I might have to come back again
tomorrow morning."
226,1458600,1460080,So we're not gonna talk about it?
227,1461160,1463117,"I mean, I don't know
what you want me to say."
228,1464840,1466399,I just want you to...
229,1467880,1470759,"I want us to talk so we can make
this decision together."
230,1476560,1477835,Are you mad at me?
231,1478800,1480712,No. No.
232,1484520,1486591,I'm not mad at you. I love you.
233,1486680,1488831,"I love you, so I wanted
to have a family with you."
234,1488920,1490798,"- I'm not mad at you.
- I know. I love you too."
235,1491880,1493394,"- I'm sorry.
- No."
236,1493480,1495790,I just don't know what to do.
237,1495880,1497075,We'll figure it out.
238,1589800,1591598,Will you turn off the light?
239,1591680,1593478,That light's so bright.
240,1618800,1619800,Hi.
241,1620280,1621280,Hi.
242,1624960,1625960,How you feeling?
243,1626360,1627555,I don't know.
244,1640840,1643036,"- It's all right. We'll figure it out.
- Mm-hm."
245,1644920,1645920,Breakfast.
246,1646040,1648157,"- I'm gonna make you some breakfast.
- You?"
247,1648840,1649840,What's that?
248,1650440,1651715,You're gonna cook?
249,1652600,1654273,"Yeah, I'm gonna cook."
250,1654360,1655680,I'm a good cook.
251,1655760,1657877,"Wait, you're gonna burn the place down?"
252,1659040,1660997,"I mean, that's how we're
gonna deal with this?"
253,1663040,1666397,"Yes. I'm gonna murder us
with deliciousness."
254,1666920,1667920,Okay.
255,1675600,1678957,"Cloudy and windy today
with gusts up to 40 miles per hour."
256,1679040,1681509,"The temperature dropping
from 59 to..."
257,1729800,1730800,Hello.
258,1732280,1735830,I'm actually the real estate agent.
259,1741760,1743160,"Oh, God."
260,1744720,1745720,You scared me.
261,1748320,1749436,You are...
262,1751000,1752673,"Melinda, right?"
263,1754200,1755200,You remember me?
264,1757440,1758840,I'm the guy on the sign.
265,1762320,1764437,"Melinda, sweetheart,
are your parents home?"
266,1769000,1770150,"Oh, God."
267,1770240,1771640,Your nose is bleeding...
268,1771720,1773757,"Sweetheart, let's get you inside.
Come on."
269,1778880,1779916,You doing okay?
270,1782640,1784472,I think it's all stopped.
271,1785960,1786960,Yeah.
272,1793040,1794872,"Where are your parents?
Do you know?"
273,1797360,1798999,"Let's try your dad again, huh?"
274,1801960,1804873,Let's see if he picks up this time.
275,1811040,1813509,Sam Landers. Leave a message.
276,1813600,1816399,"Hi, Mr. Landers, this is, uh..."
277,1816480,1818631,This is Peter Spencer...
278,1818720,1820120,"um, again."
279,1821520,1823716,I'm actually at your house right now.
280,1823840,1826992,"I just came by to get those
closing signatures."
281,1827080,1830790,"Um, I will try you again later."
282,1832320,1833436,Um...
283,1836120,1838430,Your daughter is here.
284,1838520,1840079,Uh...
285,1840160,1842880,"She had a little bit of a bloody nose,
but she's doing okay now."
286,1843480,1845551,Please give me a call when you get this.
287,1850920,1853799,"Mommy's friend, Yoko,
taught me how to say, ""Moshi moshi."""
288,1854680,1856273,I miss you so much.
289,1856360,1859194,"I can't wait to come home
and squeeze you."
290,1859280,1860280,I... Ha!
291,1861360,1864114,"I already have so many things
to give you."
292,1864200,1866920,"And you're going
to love them."
293,1867000,1868639,"Bye, angel."
294,1868760,1869989,Mama loves you.
295,1942880,1945520,My name is Lorna Moody.
296,1945600,1948593,I'm known as an exit guide.
297,1948680,1951149,"I sit with people
who've made the decision"
298,1951240,1955393,"to end their lives
on their own terms."
299,1956120,1960194,"I want to start by answering
any questions you might have for me."
