Number,StartMilliseconds,EndMilliseconds,Text
1,65625,66541,Ready?
2,67250,68958,"There's no way.
- Mm-mm."
3,72333,74375,"- This is ridiculous.
- Mm-hmm."
4,74458,76875,"- That's actually impressive.
- You're kidding me."
5,76958,78250,"- Cough it up, baby.
- Okay."
6,78541,79916,I'm gonna give you five.
7,81583,83208,"I don't know how you do it, man."
8,83583,85166,"- I'm just blessed.
- Hmm."
9,85250,86958,"Thank you for contributing
to my slush funds."
10,87541,88583,Jesus.
11,88666,90875,"Dude, this place is so disgusting."
12,90958,93166,Don't trash the bar. It's just bugs.
13,93458,96250,"- You should get an exterminator.
- Yeah, that's above my pay grade."
14,98958,100333,"- Oh, my God.
- Oh, geez."
15,100416,103166,You're such an asshole.
16,104583,107541,"You know, they say when you see one,
there's thousands more in the walls."
17,108541,110958,"- Shut up, Jeffrey.
- Yeah, shut up, Jeffrey."
18,112166,113625,Why don't you make me?
19,114625,115791,Make me shut up.
20,125333,126250,Don't mind me.
21,132208,133416,Trash coming through.
22,141750,142916,"How you living, Eric?"
23,144541,146375,"- Large.
- Expect nothing less."
24,146666,147833,I'll be right down.
25,157250,159458,"That shirt comes off,
you drink for free."
26,160500,161916,"- No.
- Just saying."
27,162625,164041,"- Oh, yeah?
- That's bar policy."
28,164125,165875,"You get naked, it's free drinks all night."
29,166291,167375,"Isn't that right, Mary?"
30,167708,168666,Damn right.
31,169625,170625,I don't make the rules.
32,172000,173000,Come on. Give me a shot.
33,173458,175458,"- Now we're talking. Now we're talking!
- Line 'em up."
34,176625,178541,"Maybe you will see something
by the end of the night."
35,179000,180416,Don't you tease me.
36,183625,185875,"- Where you going?
- I'm just going to the bathroom, babe."
37,191250,192375,He seems like a good kid.
38,195000,196791,He is a good kid.
39,197333,198875,Wonder how long this one's gonna last.
40,200583,202458,"I'm kidding! Come on, look..."
41,202833,205291,May you both live happily ever after.
42,206333,207208,Cheers.
43,208000,210416,"Nah, I'm going to wait for my boyfriend."
44,211250,212166,Your loss.
45,216833,218125,M'lady.
46,219041,220916,"- Who the fuck are you, man?
- Whoa, whoa. Eric!"
47,221000,223333,"- Who the fuck are you?
- Hey! Eric! He's with me."
48,223416,225541,"That's just Jeffrey, man.
You remember him."
49,229875,230833,"Oh, yeah."
50,231875,232833,"Oh, yeah."
51,233166,234791,"- How you doing, brother man?
- Fine."
52,235666,236541,Thanks.
53,236916,237875,Good game.
54,238750,240625,Scored a goal. I'm here!
55,244041,244916,I was so close.
56,245000,248666,"If you break one more stool, Rosie's gonna
to make you stand while you're here."
57,249000,250500,Long night?
58,251000,252458,"- Just getting started.
- Yeah?"
59,252750,254166,"- Usual?
- Yes, please."
60,254541,255541,Coming right up.
61,258750,259750,You know what?
62,262166,263583,You go buy yourself a drink.
63,263666,265000,Wow. My man.
64,265791,269541,"And drinks for the progressive couple
over there doing the smooching."
65,270833,272166,"You're a real gentleman, Eric."
66,272375,274291,"Oh, no, man. It's fine.
You don't have to do that."
67,274375,275708,Yeah. I know I don't have to.
68,276541,277375,I want to.
69,277458,278958,"Thank you, Eric. We appreciate it."
70,279041,280250,Thank you.
71,280333,281291,Welcome.
72,282500,284250,That shirt better come off now.
73,287041,290000,"Um... to, uh, Eric."
74,290708,291750,To Eric!
75,292125,293208,Cheers.
76,294041,295666,"Oh, come on, Eric."
77,302291,303333,Everybody 21?
78,304541,305500,Yeah.
79,315375,316625,What about everybody else?
80,317791,318708,"Yeah, man."
81,319833,320958,Want me to get them?
82,322875,323750,No.
83,324125,325833,"Fuck it, you're fine. What do want?"
84,327333,329458,"Just beer. Four, please."
85,330416,331416,Just beer?
86,332083,332958,All right.
87,340416,342833,"These are twist-off.
Y'all should be able to handle that?"
88,343291,345083,"Yeah, man. We can handle it."
89,348250,350041,"You know those kids are underage, right?"
90,350333,352583,"Whatever. They're harmless.
Let them have their fun."
91,357541,358500,"Hit me again, please."
92,358583,360666,"Ah! Right, yep. My bad."
93,362166,363333,Jesus.
94,364375,367541,"I swear, we got more bugs
than people in the bar tonight."
95,367625,370500,"That's fucking gross.
Bugs were fucking on the whiskey."
96,370583,372166,"- Thank you.
- There you go."
97,380250,382500,There you are.
98,382583,383500,"What's up, brother?"
99,383583,385166,"- I'm all right, how are you?
- Good."
100,385250,387375,"Give me a hug, dude.
Enjoying your last days of freedom?"
101,387458,389083,"- You know it.
- Good. Good."
102,389291,390291,What's going on?
103,390750,392791,"You fellas, let me know
if you need anything else."
104,392875,394250,"We're good for now, brother."
105,394333,396291,"- Let's shot some pool!
- Pool!"
106,397000,398666,"- Hey, Mary.
- You wanna play?"
107,399125,401625,He's been on a non-stop bender for a week.
108,401708,404125,"He's back on the rig on Monday,
so I think we'll be safe."
109,404583,405708,"Fuck you, Eric!"
110,406166,407083,"Hey, Mary!"
111,407500,409250,"Mary, come on. They're only kidding."
112,409333,410916,"- Mary, wait.
- Kiss my ass, jerk."
113,411000,411916,Where you going?
114,412000,413958,"- You're breaking my heart.
- Hey, fellas!"
115,414583,416000,"Just be cool, all right?"
116,416083,418375,"- It's a family establishment.
- Sorry, Mom!"
117,418750,419958,Fucking animals.
118,420416,422208,"Hey, what'd I just say?"
119,423958,424833,Well...
120,426250,427666,"You're a dick, Eric."
121,427750,428958,"Whatever, babe."
122,430541,433291,"- What happened with Mary?
- He was shoving the cue in her face."
123,433750,436500,"Should we get out of here, maybe? Like..."
124,438333,439208,go?
125,440333,442000,"I'm sorry.
Can you get this man a drink, please?"
126,442083,443375,"Yes. Yes, I can."
127,443458,445375,"No. No, no. I don't want... I can't..."
128,445458,448250,"- Technically, it's my job.
- I got a deadline. Gotta work. I'm tired."
129,448333,450833,"No, no, no. I have a deadline, so..."
130,450916,453208,Why don't you get wasted and write drunk?
131,454500,455583,That's what I'd do.
132,455666,457500,That doesn't sound like the best advice.
133,458625,459875,Got my ass through college.
134,460916,462791,"Well, yeah, that was college."
135,464041,465500,You know he went to Tulane.
136,466208,468291,"- Really? That's where I went.
- Yeah?"
137,468916,471000,"I think I was there a bit
before your time, sonny."
138,471083,473083,"- When did you graduate?
- The year I dropped out."
139,473166,474875,Whoa!
140,479416,480500,"Now what, bitch?"
141,484583,485875,"Eric, knock it off!"
142,487166,488041,Eric!
143,490916,492458,"Suck my dick, motherfucker."
144,493125,494833,"Hey, Eric! Come on, man."
145,496916,498875,"Someone get the bottle
out of that guy's hand!"
146,499916,501291,"Will, call the cops."
147,502708,503625,Motherfucker.
148,504083,505291,It's the bartender at Rose's.
149,505375,507833,"We've got another fight breaking out.
Someone's gonna get hurt."
150,507916,509916,You wanna cut me? You wanna cut me?
151,513500,516000,"Jeffrey, stop! Jeffrey, stop it!"
152,516291,517166,Holy shit.
153,517541,518916,"- Fuck!
- Jeffrey, stop!"
154,532875,536750,"Okay, okay, okay.
Come on. Come on. Come on."
155,538125,539041,Did you call the cops?
156,539125,540125,Yeah. Yeah.
157,540666,541916,"- Let's go.
- Let's go."
158,542375,544083,"You got him, all right?
You got him."
159,545250,547541,"Dude, what the fuck?
What the fuck? Dude..."
160,547708,549625,"You gotta go to the hospital, man."
161,550208,551791,"- You call the cops?
- Of course, I called."
162,551875,553958,"- I shoulda called an ambulance.
- Fucking pussy."
163,554416,555500,"Dude, you got..."
164,557208,558583,Let's go.
165,560958,562333,"Quit milking it, man."
166,562416,564125,"- Let's get outta here.
- You're fine."
167,572625,573583,"Here you go, man."
168,573958,574833,You all right?
169,575041,576375,"Just fuck off, dude."
170,576750,577666,Yeah?
171,577958,580250,"All right. Tell that to the cops
when they get here."
172,580333,582375,"Grabbing a bottle in a fight
is chicken shit."
173,591541,592583,What the hell was that?
174,592833,594541,"You're not a tough guy.
You coulda been hurt."
175,595125,596583,"He coulda killed him, I mean..."
176,596666,598375,"- What else was I supposed to do?
- Yeah, okay."
177,598833,600250,"- You did good, kid.
- Fuck."
178,600333,601375,You did good.
179,604041,605333,"Oh, fuck."
180,607916,609250,It's probably one of the kids'.
181,611291,613416,"Fucked up that they actually filmed
the whole thing."
182,617375,618416,Fucking millennials.
183,622166,623333,Anybody need a drink?
184,682166,683125,"Hey, honey."
185,685750,687333,Guess who's home?
186,688833,690291,You feel like waking up?
187,690916,692000,Mm-mm.
188,693125,694083,Hmm?
189,694625,695541,Mm-mm.
190,856791,861166,Now stop fucking around.
191,898666,900541,"Good morning, pretty little thing."
192,902333,903625,Well... Oh...
193,904875,906625,You're going to make me burn the eggs.
194,915791,917208,Whose phone is that?
195,917708,919625,Just some chick. She left it at the bar.
196,921000,922083,So you brought it home?
197,922416,923458,Just picked it up...
198,924333,925541,and forgot to leave it there.
199,926583,928666,"There was bit of a fracas
at the bar last night."
200,928750,929625,Cool.
201,931583,932583,Thank you.
202,941916,943166,How's your paper coming?
203,943250,944291,I'm nearly there.
204,944375,947166,"I just have to go over it again,
and probably rewrite the ending."
205,948250,950125,Turn it in to Steve and hope he likes it.
206,951208,952458,I'm sure he will.
207,952541,954416,He better. It's a quarter of my grade.
208,956000,956875,Yeah.
209,960625,961833,What are you gonna do today?
210,962875,963791,Don't know.
211,964125,965333,I don't have any plans.
212,965666,967458,"Probably gonna check on Eric
at some point."
213,970375,971250,Why?
214,972916,974791,He's the one in the fight last night.
215,974875,976333,I thought you said it was a girl.
216,976541,979041,"No, there was a group of college kids,
but when the fight started,"
217,979125,980500,they got spooked and took off.
218,981416,983750,"Eric got cut pretty bad, though.
It was brutal."
219,984083,985416,"Well, that's not shocking."
220,986666,988041,I should probably go check on him.
221,993500,994625,What are you doing?
222,995250,997208,Trying to find out whose phone this is.
223,1000625,1001916,Why? Should I not look?
224,1002000,1003916,"Am I gonna see something
I don't want to see?"
225,1004791,1005750,No.
226,1006791,1007791,Why are you asking?
227,1008916,1009958,I don't know.
