Number,StartMilliseconds,EndMilliseconds,Text
1,36036,39096,"When I was a child in India,"
2,39205,43005,"growing up in the tiny village
of Harenmahkeester,"
3,45145,47238,"I found a voice-over machine,"
4,48748,51410,which I still use to this day.
5,51518,52678,"Oh, hi."
6,54487,57521,"I decided to use
the Morgan Freeman setting."
7,57624,60491,I am His Holiness the Guru Pitka.
8,60627,63755,"In my book, If You're Happy
and You Know it, Think Again,"
9,64631,68795,"I speak of intimacy, or ""into-me-l-see."""
10,68902,73168,"Intimacy is like putting your wiener
on the table and having someone say,"
11,73273,75764,"""That looks like a penis, only smaller."""
12,78078,79511,Only smaller.
13,82749,86617,"Though I was raised here in India,
I was born in America,"
14,86719,88710,which is where our journey begins.
15,88822,93282,"It's the story of a hockey player
named Darren Roanoke,"
16,93426,98295,"my most resistant student,
who became my greatest teacher."
17,99666,102760,"Or some such bullshit. I don't know.
Gotta go!"
18,109609,112134,"- Hi, I'm Trent Lueders!
- And I'm Jay Kell."
19,112245,114543,Tonight is all about champions.
20,114647,115636,"But before we get going,"
21,115748,118876,"I'd like to start by thanking
my own personal champions."
22,118985,121146,"The fans who supported me
with their cards and letters"
23,121254,125782,"during my recent addiction
to peyote buttons and Frangelico."
24,125892,130454,"I've already apologized to my friends,
my family, and my god."
25,130563,133361,"And now, I'd like to apologize
to Dame Judi Dench"
26,133466,135934,for my vicious and brutal attack.
27,136035,140597,"I'm sorry, Judi, you did not deserve that,
and I hope the staples come out soon."
28,140707,142402,"Over to you, Trent."
29,143510,144670,"Thanks, Jay!"
30,144777,147940,"Tonight, the Toronto Maple Leafs'
Darren Roanoke"
31,148047,150675,is the subject of our player profile.
32,150783,152546,Hockey has its legends.
33,152652,155951,"Now, the new one, Darren Roanoke."
34,158858,160587,"Known as the Tiger Woods of hockey,"
35,160693,163025,"Roanoke brought the sport
to a whole new audience."
36,163129,165393,"- Hey, yo, check this, son!
- Check this!"
37,167500,170560,A role model turned bad boy.
38,170670,172661,He was in a perfect marriage.
39,172772,173898,"But before the playoffs,"
40,174007,177636,"he stunned the world
by separating from his wife, Prudence."
41,178244,181213,From role model to dating models.
42,183516,185507,"Roanoke found out his wife, Prudence,"
43,185618,187449,was dating the L.A. Kings' legendary
44,187554,190853,"French-Canadian goalie,
Jacques ""Le Coq"" Grande."
45,193026,194721,"He earned his nickname, ""Le Coq,"""
46,194827,197694,"for reasons that cannot be stated
on this program."
47,198331,200356,This interview is over.
48,204170,205296,Holy...
49,206706,208765,That's when Roanoke fell apart.
