Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"Subtitles by explosiveskull www.OpenSubtitles.org You alright, Fonse? Gino, grab him! Here we go, I got ya. You're alright. Let's go. Come on, I got ya. So what're you thankful for, Vince? My back teeth. Aww. And Ralphie?",21.45,37,Subtitles by You alright grab him Here we go I got You are alright Let us go Come on I got So what are you thankful for My back teeth And,caring
2,"I'm grateful today that Freddy is finally back home. Salut. And Berta? I don't know. You don't know? You gotta have something you're thankful for. You gotta come up with something. Why? It's Thanksgiving, that's what we do. What's Thanksgiving about?",18.681,41,I am grateful today that is finally back home Salut And I do not know You do not know You got to have something you are thankful for You got to come up with something Why It is that is what we do What is about,gratitude
3,"What do you mean? What, the whole thing? Uh... Alright, you get the short version 'cause you're a short person. It all started when Nana and your great grandpa, Gabriel, when they first came to America. And they roamed the land for many, many, many years searching for a new home. Back then Nana used to ride on top of my father's back. That's how they used to get around back then.",28.360999999999997,72,What do you mean What whole thing Uh Alright you get short version because you are short person It all started when and your great grandpa when they first came to And they roamed land for many many many years searching for new home Back then used to ride on top of my father 's back That is how they used to get around back then,neutral
4,"So, after all this following, this lookin' and searching, finally the found it. A new home. A nasty, cramped, little shoebox with a broke window, a mattress, and three rats, on a crappy little street in Brooklyn. Park Slope. You ever been to Park Slope? Didn't think so. So we would sit up by the broke window with them three rats",19.718,61,So after following lookin ' and searching finally the found it new home nasty cramped little shoebox with broke window mattress and rats on crappy little street in You ever been to Did not think so So we would sit up by broke window with them rats,disgust
5,"and we'd look out that window at all them other families out there having their lavish parties and all their home-cooked pies and their roasted turkeys and their stuffing with topped cranberries and mountains of mashed potatoes and gravy, all that fancy stuff. All them families out there, except for us. Why? 'Cause we was broke. We had nothing. So every-every year about this time we get together",34.336000000000006,68,and we would look out window at them other families out there having their lavish parties and their home cooked pies and their roasted turkeys and their stuffing with topped cranberries and mountains of mashed potatoes and gravy fancy stuff All them families out there except for us Why Because we was broke We had nothing So year about time we get together,sadness
6,"as a family and we shove it in Brooklyn's face. Yeah, that's Thanksgiving. I love you. What? I love you. I love you, too. You alright? Yeah. Fonse! Ah?",23.124000000000002,29,as family and we shove it in 's face Yeah that is I love you What I love you I love you too You alright Yeah Fonse Ah,love
7,You got a call. Hello? Hello? Hey. Hey. Where are you? Cleveland. Cleveland. Uh... I just wanted to say Happy Thanksgiving.,17.617,21,You got call Hello Hello Hey Hey Where are you Uh I just wanted to say,neutral
8,"Dad. Hey, what are you doing? Yeah, I got family here. Is there something that you need? You know, Fonse. What you need is a good fuckin' mechanic. Get a nice oil change. It's not the fuckin' oil. You remember that 341A? Remember that? Nah.",27.557,45,Hey what are you doing Yeah I got family here Is there something that you need You know What you need is good ' mechanic Get nice oil change It is not ' oil You remember that Remember that,neutral
9,"Yeah, Cadillac. What Cadillac? The Cadillac, the one you got down in Wabash. It was Hammond. It was the modern one. Yeah, yeah, it was the modern one, but it was Hammond. I can't remember was that dark green, dark green or dark, dark green? You alright? Yeah. Dark green.",21.989,50,Yeah What one you got down in It was It was modern Yeah yeah it was modern but it was I can not remember was dark green dark green or dark dark green You alright Yeah green,disapproval
10,"You know, Fonse, the kids are all going back up next week. And I was thinking, maybe I'd stay down here with you and Mae. Me too. Pops? You're gonna have to give up some stuff if you wanna stay in the house through the next year so we figured we'd stay here and help you sort it out. Between all your statues and the painting collection I- I think we could bag us at least 200, you know? I mean, look, I know this ain't easy.",28.326,87,You know kids are all going back up next week And I was thinking maybe I would stay down here with you and Me too You are going to have to give up stuff if you want to stay in house through next year so we figured we would stay here and help you sort it out Between your statues and painting collection I- I think we could bag us at least you know I mean look I know this are not easy,neutral
11,"But if you don't get all this stuff outta here soon and make some bread, Fonse, you're gonna be completely screwed. That's the truth. We're just worried about you, Fonse. That's all. Ah! Fuck! You alright? Eh? Uncle Ralphie, can you get a towel?",19.217000000000002,44,But if you do not get stuff outta here soon and make bread you are going to be completely screwed That is truth We are just worried about you That is all Ah Fuck You alright Eh can you get towel,caring
12,"Yeah, yeah. Where'd that come from? Bladder, pop. I'll bring you some fresh pants. That's what I'm fucking talking about. Make your hot cereal with Quaker Oats. Cause Quaker Oats helps grow the stars of the future. And now, ladies and gentlemen, our special Cobb Theatre presentation of",18.854,48,Yeah yeah Where did that come from pop I will bring you fresh pants That is what I am fucking talking about Make your hot cereal with Because helps grow stars of future And now ladies and gentlemen our special presentation of,anger
13,"""The Saint Valentine's Day Massacre"" continues. Just off the docks by the Chicago River in a black market warehouse operated by none other than Al ""Scarface"" Capone, notorious gangster and king of the Chicago underworld. Here, Capone's top lieutenants gathered to discuss their secret plan. Alright, gents. Looks like we got here uh... ten cents of cop disguises courtesy of our friend Andy. Meanwhile down in the quiet paradise of South Florida,",23.591,72,'s continues Just off docks by in black market warehouse operated by none other than notorious gangster and king of underworld Here 's top lieutenants gathered to discuss their secret plan Alright gents Looks like we got here uh cents of cop disguises courtesy of our friend Meanwhile down in quiet paradise of,neutral
14,"Al Capone relaxes by the pool, cigar in hand. Yeah? Hey, boss. All set for this Thursday in the morning. We got a nice valen... Hey, hey, what are you doing up? Enough guys, enough! Mr. Fonzo? You want me to put the statues by the house? Who the fuck are you?",18.087,52,relaxes by pool cigar in hand Yeah Hey boss All set for in morning We got nice valen Hey hey what are you doing up Enough guys enough You want me to put statues by house Who fuck are you,excitement
15,"Rodrigo. You want me to move the statues by the house? They're for sale. Mr. Fonzo? You lay one finger on my Lady Atlas, I will cut your fuckin' head off. Do you understand me? Si. Thank you. Fonse!",26.925,39,You want me to move statues by house They are for sale You lay finger on my I will cut your fuckin ' head off Do you understand me Thank you Fonse,annoyance
16,"Eh? I got you, pal. Fonse! Enough! You're gonna get sick! Gino, get him inside! Come on, come on. It's raining. Yeah, it's raining. Can you cut those? I'm going to cut it right now.",15.950000000000001,35,Eh I got you pal Fonse Enough You are going to get sick get him inside Come on come on It is raining Yeah it is raining Can you cut those I am going to cut it right now,caring
17,"It's unlocked. Seniorita, I finished moving the statues out from the garage, come lo dices, by the house but not by the house. Gracias, Rodrigo. Not a problem. Good night. What's he doing? His stuff. What stuff? His stuff outside. What do you mean?",20.855999999999998,44,It is unlocked I finished moving statues out from garage come dices by house but not by house Not problem Good night What is he doing His stuff stuff His stuff outside What do you mean,neutral
18,"Moving stuff. If he touch my Lady Atlas I'm telling you... Mary and Joseph, that piece of shit, tacky statue is more important than what, huh? You want to call the bank yourself? You okay? Yeah. You've got a collect call from Cleveland. Cleveland? Sure. Alright.",19.153,46,Moving stuff If he touch my I am telling you and piece of shit tacky statue is more important than what huh You want to call bank yourself You okay Yeah You have got collect call from Sure Alright,annoyance
19,"Hello? Who's there? Hello? Fonse?! Oh, my god! Oh, Jesus! Oh! Come on. Swing out. What time is it in Ohio?",15.384,21,Hello Who is there Hello Oh my Oh Oh Come on Swing out time is it in,neutral
20,"What happened? You shit the bed, that's what happened. - I'm calling the doctor. - Oh, no. Tell them the doctor is here! A Three, two, a one. Ta-dah. Do we know what these are? Diapers? There's plenty here, as well. How's his energy been during the day?",19.852,48,What happened You shit bed that is what happened I am calling doctor Oh no Tell them doctor is here one Do we know what these are Diapers There is plenty here as well How is his energy been during day,annoyance
21,"He's awake. How's his... So we're still having nightmares, are we? Fonse, could I have your attention for a moment? Fonse. You know who I am? J. Edgar Hoover. Who sent this fucking guy? I did. I'm your doctor.",17.385,39,He is awake How is his So we are still having nightmares are we could I have your attention for moment Fonse You know who I am Who sent fucking guy I did I am your doctor,annoyance
22,Shh! They're just working. Sit down. Stop yelling at them. Come on. I understand things are tightening up financially. But all of these personal artifacts just disappearing. The best thing for Fonse has gotta be to try to keep things as familiar for him as you all can manage. The last thing we want is for him to... Get another stroke.,25.691,61,They are just working Sit down Stop yelling at them Come on I understand things are tightening up financially But all of personal artifacts just disappearing best thing for has got to be to try to keep things as familiar for him as you all can manage last thing we want is for him to Get stroke,caring
23,"Mmmhmm. He's not coughing as much anymore. He's got his good days... Sit down! Honey, sit down! I want to tell you something, and I mean this with the utmost respect. You should consider letting the family stay. Having a man or two around just in case he gets more confused and hurts himself or somebody else.",23.724,57,Mmmhmm He is not coughing as much anymore He is got his good days Sit down Honey sit down I want to tell you something and I mean this with utmost respect You should consider letting family stay Having man or around just in case he gets more confused and hurts himself or somebody else,caring
24,"Twenty-eight years I had to wait for some peace and quiet. He don't scare me. You call me any time. We got the diapers. Well, it's always nice to see you, Mae. Thank you, Dr. Karlock. Thank you. I'll see myself out. Hold on. Hold on. Hold on. Hold on.",25.826,50,years I had to wait for peace and quiet He do not scare me You call me time We got diapers Well it is always nice to see you Thank you Thank you I will see myself out Hold on Hold on Hold on Hold on,gratitude
25,"Hold on. Hold on. Hello? Mae. Hey. How are ya? Nah, nah, nah, I just- uh, hold on a second. How's my pal? No kidding. Of course. Of course.",17.950999999999997,29,Hold on Hold on Hello Hey How are I just- uh hold on second How is my pal kidding Of course Of course,amusement
26,"Yeah, I can... I can be down there Monday. Yeah, no problem. It'll be great to see both of you. I'll see you soon. I'm going to Florida. Florida? How come you ever take me to Florida? Uh, Tiff, I got business. Trout season? More like running around with your gangster friends",22.223000000000003,52,Yeah I can I can be down there Yeah problem It will be great to see both of you I will see you soon I am going to How come you ever take me to Uh I got business Trout season More like running around with your gangster friends,excitement
27,"in a swamp. Come on, doll face. You know Al needs me. He don't trust nobody else. Chicolini here might look like an idiot, he might talk like an idiot, but don't let that fool ya. He really is an idiot. I say we give him 10 years in Leavenworth or we give him 11 years in Twelve worth. Tell ya what I'd do.",23.821,64,in swamp Come on doll face You know needs me He do not trust nobody else here might look like idiot he might talk like idiot but do not let fool He really is idiot I say we give him years in or we give him years in worth Tell ya what I would do,neutral
28,"I'd take the five to ten in Woolworth. Jesus. You sound like a dying horse. Nice place you got here. This is some layout. What're you doin'? Coming down to visit you. Ah. Well, it's good to see ya. Yeah, you too.",18.782,42,I would take to in You sound like dying horse Nice place you got here This is layout What are you doing Coming down to visit you Ah Well it is good to see Yeah you too,admiration
29,"Yeah. You lost some weight. Wow. This is what a fat fuckin' retirement looks like, huh? You got blue skies, you got a bottle of hooch. Not bad, Fonse. What am I lookin' at? There. Alligators? Who the fuck are you talking about?",18.851999999999997,43,Yeah You lost weight Wow This is what fat ' retirement looks like huh You got blue skies you got bottle of hooch Not bad What am I lookin at There Alligators Who fuck are you talking about,caring
30,"Alligators? Still got that Tommy gun? Shhh... Just rub 'em out. Huh. Psst. Hey. Check it out. Look at you there, huh? Look at He-man.",16.415,25,Alligators Still got that gun Shhh Just rub them out Huh Hey Check it out Look at you there huh Look at He - man,neutral
