Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"( Drum Roll ) 06 Alien vs Predator Requiem AVP2 Unrated - Sci-Fi 2007 720p [H264-mp4] English (Rousing orchestral fanfare playing) (Fanfare ends) (Ominous chord plays) (Electronic tone pulsing) (Electronic whir increasing in volume) (Electricity crackles) (Electronic snap and buzz) (Crackling and whooshing) (Low, distant electronic pulsing) (Eerie tones playing) (Ominous, dramatic theme begins)",35.277,54,vs 720p mp4 ] Rousing orchestral fanfare playing ends Ominous chord plays Electronic tone pulsing Electronic whir increasing in volume Electricity crackles Electronic snap and buzz Crackling and whooshing Low distant electronic pulsing tones playing Ominous dramatic theme begins,neutral
2,"(Deep whooshing) (Thud, squishing) (Screeching) (Engines whooshing) (Slimy slithering) (Deep growling) (Footsteps passing by, low growling) (Gurgling, chittering) (Low, guttural croaking) (Flame hissing) (Roars) (Distant snarling)",33.933,26,Deep whooshing squishing Screeching whooshing slithering Deep growling Footsteps passing by low growling Gurgling chittering guttural croaking hissing snarling,disgust
3,"(Engines whooshing) Man: Okay, now, take your time. (Whispering): There you go. (Explosion, rumbling) Dad! Dad! It's up here! Slow down, Sam, slow down. (Ominous theme plays) (Clanking) (Chittering) (Screeching) Wow... Yeah, we're... we're gonna show this to the sheriff.",32.605000000000004,40,whooshing Man Okay now take your time There you go Explosion rumbling It is up here Slow down slow down Ominous theme plays Screeching Wow Yeah we are we are going to show this to sheriff,neutral
4,"- (Chittering) - (Growling) What's happening? Come on, let's go. Come on-go! (Keypad beeping) (Predator growling) Father: Move it. Go, go, go! - (Sam pants, coughs) - Go, Sam... Oh! (Grunts) Sam, you all right? - (Eerie screech in distance) - Stay down. (Birds squawking in distance) (Gasps)",20.217,48,Growling What is happening Come on let us go Come on go beeping Predator growling Move it Go go go pants coughs Go Oh Grunts you all right screech in distance Stay down Birds squawking in distance,neutral
5,"(Rustling) Dad, I'm scared. Shh, shh, shh... - (Eerie screech) - (Father gasps, Sam whimpers) (Anxious breathing) (Screeching) Watch out! (Sizzling, hissing) (Groaning) (Sizzling, crackling) - Dad! - (Muffled groans) (Muffled groaning, gagging)",21.925000000000004,33,Rustling I am scared screech gasps whimpers Anxious breathing Screeching Watch out Sizzling hissing crackling Muffled groans Muffled groaning gagging,fear
6,"Dad...? (Alarm signal beeping) (Deep growling) (Electronic whirring) (Alarm beeping) - (Guttural croaking) - (Keypad beeping) (Beeping) (Machinery clanking) (Deep growl) (Clanking) (Engine powers up, rumbles) (Wind whistling)",29.058,28,Alarm signal beeping Deep growling Electronic whirring Alarm beeping croaking beeping Beeping clanking growl Engine powers up rumbles Wind whistling,neutral
7,"(Indistinct police radio communication) (Brakes squeak, hiss) How you doin', Dallas? Eddie. Come on, I'll give you a ride. (Engine starts) Yeah, I usually ride in the back. I seem to remember you being with me a couple of those times. Ask you something? You, uh... You regret what you did? No.",25.639000000000003,52,Indistinct police radio communication Brakes squeak hiss How you doing Come on I will give you ride Engine starts Yeah I usually ride in back I seem to remember you being with me couple of times Ask you something You uh You regret what you did No,neutral
8,"Why? You thought I would? I think three years is a long time. (Indistinct police radio communication) You got work lined up? Why? You hiring? (Both laugh) I've got enough trouble convincing people I belong on the job. But I'll ask around town for you. I appreciate it. You, uh... Seen my brother? Actually, I been seeing him too much.",25.47,60,Why You thought I would I think years is long time Indistinct police radio communication You got work lined up Why You hiring Both laugh I have got enough trouble convincing people I belong on job But I will ask around town for you I appreciate it You uh Seen my brother Actually I been seeing him too much,admiration
9,"(Phone ringing in distance) Man: Pizza one. How can I help you? Man 2: Gotta wear the hat. Drew, the only reason you make us wear a hat is 'cause some manager made you wear a hat when you were a driver. Look, the only reason you got this job is because your guidance counselor begged me to give it to you. Yeah, I'm sure the fact that she's hot had nothing to do with that, huh? 1427 watercrest.",22.177,79,Phone ringing in distance Man How can I help you Man Got To wear hat only reason you make us wear hat is because manager made you wear hat when you were driver Look only reason you got job is because your guidance counselor begged me to give it to you Yeah I am sure fact that she is hot had nothing to do with that watercrest,neutral
10,"I can't make that delivery. Have Barry do it. This is not a democracy. Make the run or you're fired. And wear the hat! (Bird squawking) Officer (Over radio): This is r-31 -David investigating a 10-66 at sewer junction four. Dispatch: Copy that, r-31 -David. (Flashlight switch clicks) (Guttural croaking in distance) (Eerie, raspy grunting echoing from distance)",25.096,58,I can not make delivery Have do it This is not democracy Make run or you are fired And wear hat Bird squawking Over radio This is r-31 investigating at sewer junction Dispatch Copy that r-31 Flashlight switch clicks croaking in distance raspy grunting echoing from distance,neutral
11,"(Raspy grunting) Harry... we keep telling you guys to stay out of here, and you keep coming back. I hate to do this, but I'm gonna have to take you in. Let me just get my dog. Butch? Butch! - (Butch panting) - Come here, boy. What is that? - (Butch whimpers) - Oh...! Jesus! Uh... sheriff, sheriff...",27.431,58,grunting we keep telling you guys to stay out of here and you keep coming back I hate to do this but I am going to have to take you in Let me just get my dog Butch panting Come here boy What is that whimpers Oh Uh,anger
12,"(Brakes squeak) (Engine stops, keys jingle) (Door opens, then closes in distance) (Footsteps fading) (Sports broadcast plays on TV) (Doorbell rings) Hey, Ricky. Hi, Jesse. Come on in. Can I get you something to drink? I'm good, thanks. That's a cute outfit, Ricky.",20.633,43,Brakes squeak Engine stops keys opens then closes in distance Footsteps fading Sports broadcast plays on TV rings Come on in Can I get you something to drink I am good thanks That is cute outfit,gratitude
13,"Yeah, isn't Halloween in October? (Chuckling) At least now I know who ordered the ""sausage lover's."" Ooh! My purse is in the kitchen. (Sportscast playing on TV) I'm sorry. He can be such an asshole. Yeah, well... you've always known how to pick 'em, Jess. Well, I'll let you in on a little secret: I'm getting ready to fire him. Fire him.",27.388000000000005,62,Yeah is not in Chuckling At least now I know who ordered 's Ooh My purse is in kitchen Sportscast playing on TV I am sorry He can be asshole Yeah well you have always known how to pick them Well I will let you in on little secret I am getting ready to fire him Fire him,remorse
14,"That's funny. So what do I owe you? Uh... $53.50. Keep it. Thanks. I'll see you later. (Fans cheering on TV in distance) (Grunting) - Dale: Come on! - (Ricky coughing) Jesse: Dale! Dale, stop it! Was that laugh you got worth it? Huh? No answer?",27.472,46,That is funny So what do I owe you Uh Keep it Thanks I will see you later Fans cheering on TV in distance Come on coughing stop it Was laugh you got worth it Huh answer,amusement
15,"Dale, leave him alone! (Keys rattle) (Groans) Give me my keys. (Keys splash into water) If you can find 'em in 30 minutes or less, asshole. Let's go. Bitch. (Ricky coughs) (Guys snickering) (Mocking): Pizza boy. (Grunts)",18.715999999999998,37,Dale leave him alone rattle Give me my keys Keys splash into water If you can find them in minutes or less asshole Let us go Bitch coughs Guys snickering Mocking boy Grunts,anger
16,"(Coughs) Dale: Let's go, Jesse! (Bird squawking in distance) Man (Over radio): Try and get more information and call about possible injuries and whether medical is needed. Woman (Over radio): 14-29. (Cocks gun) (Bird squawks in distance) (Suspenseful theme plays) Ray, you find anything? (Over radio): Nothing. Anyone parked at the turnout?",26.598,52,Let us go Bird squawking in distance Over radio Try and get more information and call about possible injuries and whether medical is needed Woman Over radio gun Bird squawks in distance Suspenseful theme plays you find anything Over radio Nothing Anyone parked at turnout,neutral
17,"Buddy Benson's truck. Jesus, Eddie. He usually goes out with his kid. (Plaintive bird call echoes from distance) (Birdcalls echoing from distance) (Coughing) (Grunts, groans) Dad? (Groans) (Deep rumbling) (Yells) Dad?",21.591,31,'s truck He usually goes out with his kid Plaintive bird call echoes from distance Birdcalls echoing from distance Coughing Grunts groans rumbling,neutral
18,"(Screams) (Gagging, retching) (Screams) (Coughing) (Screeches) (Birds squawking) (Brakes squeaking) (Door opening) Hey! I missed you so much. She's so big! I know.",25.095999999999997,23,retching Coughing Birds squawking Brakes squeaking Door opening Hey I missed you so much She is so big I know,sadness
19,"Hey! God. I can't believe you're home! Husband: It's been so long. (Duffel unzipping) You want some help? Are these for me? You don't like them? What, are you kidding me? Those are so cool. We'll show you how they work later, okay? Girl: Okay. - (Closing zipper) - All right.",20.343,51,Hey I can not believe you are home Husband It is been so long unzipping You want help Are these for me You do not like them What are you kidding me Those are so cool We will show you how they work later okay Girl Okay Closing zipper All right,amusement
20,All right. (Blinds rattling) You got a problem with the door? When'd you get back? Today. What happened to your face? Talk about it later. Ricky... - Hey! - We'll talk about it later. - Let's talk about it now. - Get your hands off. Get your fuckin' hands off me! What happened to your face?,21.761,56,All right Blinds rattling You got problem with door When 'd you get back Today What happened to your face Talk about it later Ricky Hey We will talk about it later Let us talk about it now Get your hands off Get your fuckin ' hands off me What happened to your face,anger
21,"Dale Collins and his friends jumped me. They threw my keys in the sewer. All right, give me the bat. - What are you doing here... - Ricky... - What are you doing?! - I'm not gonna ask... Give me the fuckin' bat. (Sighs heavily) Come on... I'll help you find your keys. (Door bangs) (Puts bat down) (Distant chittering) (Clattering)",23.27,61,and his friends jumped me They threw my keys in sewer All right give me bat What are you doing here What are you doing I am not going to ask Give me ' bat Sighs heavily Come on I will help you find your keys bangs Puts bat down chittering,neutral
22,"(Slithering) (Water splattering) (Butch growling) (Barking) Butch, shut up! (Distant hissing) (Screeching, yelling) (Muffled cries) (Chittering) (Groaning) (Chittering) (Hissing)",24.136,19,Water splattering Butch growling shut up hissing Screeching yelling Muffled cries Chittering,neutral
23,"(Cries out) Woman: Harry? Better save some for me. (Gasps) Oh, my god. Oh, Harry. (Screams) (Hissing screech) (Yelling) Please! (Growling) (Screaming)",29.183999999999997,22,Cries out Woman Better save some for me Oh my god Oh Hissing screech Please Growling,caring
24,"(Choking, crunching) (Engine rumbling) (Whir of descent) (Birds squawking) (Splashing, electrical crackling) (Crackling intensifies) (Guttural croaking) (Keypad beeping) (Bird squawks) (Startled growl) (Beeping) (Birdcall continues)",26.308000000000003,25,Choking crunching Engine rumbling Whir of descent Birds squawking Splashing electrical crackling Crackling intensifies croaking beeping squawks Startled growl continues,neutral
25,"(Low, guttural croaking) (Rattle intensifies) (Electronic beeping) (Beeping) (Whoosh) (Growling) (Steam hissing) (Guttural croaking) (Deep, purring growl) (Whoosh) (Growls) (Clinking, hydraulic hissing)",28.683,22,Low guttural croaking Rattle intensifies Electronic beeping Beeping hissing croaking Deep purring growl hydraulic hissing,neutral
26,"(Beeping) (Whoosh) (Chittering) (Growls) (Weapons clinking in place) (Clinking, hydraulic hissing) (Alarm beeping) (Alarm continues) (Crackling intensifies) (Crickets chirping) (Hinge squeaks) Mom!",25.677999999999994,22,Beeping Weapons clinking in place hydraulic hissing Alarm beeping continues Crackling intensifies Crickets chirping squeaks,neutral
27,"I'm sorry. It's your bedtime, honey. I'm not sleepy yet. Molly. Put those away. It's time for bed. I love you. I want dad to read it. Okay. I love you. I'll see you in the morning. Okay? (Gentle theme plays)",22.553,41,I am sorry It is your bedtime honey I am not sleepy yet Molly Put those away It is time for bed I love you I want dad to read it Okay I love you I will see you in morning Okay Gentle theme plays,love
28,"Hey... You remember all those times you told me how much you missed mommy? It's okay to tell mommy that. Okay. (Sports broadcast plays on TV) Hey. You've done an amazing job with her. She's missed you. She's angry that I left. Well, molly just needs a little time. Maybe I made a mistake.",29.474999999999998,54,Hey You remember times you told me how much you missed mommy It is okay to tell mommy that Okay Sports broadcast plays on TV Hey You have done amazing job with her She is missed you She is angry that I left Well molly just needs little time Maybe I made mistake,anger
29,"Hey, no. You didn't make a mistake. We've just missed you. I missed you too. Yeah. (Grunts) Hurry up. (Tool clatters) You want to do it? You're the convict in the family. (Grunting): Funny. Help me out, all right? Why don't we just climb down from where they threw your keys?",20.989000000000004,51,Hey no You did not make mistake We have just missed you I missed you too Yeah Grunts Hurry up Tool clatters You want to do it You are convict in family Grunting Help me out all right Why do not we just climb down from where they threw your keys,caring
30,"So Jesse can see me climb out covered in shit? No, thanks. Wait a second. We're gonna be covered in shit? Take this. (Sighs) It's gross down here. I can think of worse places. (Water dripping) Guess nobody's home. Is that a couch? Yeah.",22.633999999999997,44,So can see me climb out covered in shit No thanks Wait second We are going to be covered in shit Take this Sighs It is gross down here I can think of worse places Water dripping Guess nobody 's home Is that couch Yeah,disgust
31,"It's nicer than ours. What the hell? (Rats squeaking) (Water sloshing) Oh, it smells like something died down here. You sure this is the right way? This should be it right up here. That's the drain. Check down there. They're your keys, asshole. You got hands. Yeah, and I'm not sticking 'em in that shit. You do it.",25.471,58,It is nicer than ours What hell Rats squeaking Water sloshing Oh it smells like something died down here You sure this is right way This should be it right up here That is drain Check down there They are your keys You got hands Yeah and I am not sticking them in shit You do it,disgust
32,Knock yourself out. (Groans) (Water sloshing) Tell me about this girl. What girl? The one you got your ass kicked over. It's just a girl. (Chuckles) No one goes digging around through shit over just some girl. Okay? What the hell was that?,21.34,43,Knock yourself out Groans Water sloshing Tell me about girl girl one you got your ass kicked over It is just girl one goes digging around through shit over just girl Okay What hell was that,caring
33,"Relax. It's just a rat. It's no fuckin' rat. All right, check that drain. (Ominous theme plays) I got 'em. (Roaring growl) Let's go. Man: Shit, sheriff. That's buddy's wife. Man: Hey, we got some company. - Darcy. - Eddie. I haven't heard anything. - We're looking for them. - They could be hurt.",23.134,54,Relax It is just rat It is fuckin ' rat All right check drain Ominous theme plays I got them Roaring growl Let us go Man That is 's wife Man Hey we got company I have not heard anything We are looking for them They could be hurt,annoyance
34,"Or they could be on their way home. Man: You're wasting your time. Okay, folks, please, go back and get in your cars. Eddie, my family is out there. And we're gonna find them. Let us handle it. It's too dangerous out there for you all to search tonight. Around here, we take care of our own, sheriff. We're gonna do the search whether you like it or not. Darcy: Sam? Sheriff: Ray, head towards the bridge. Darcy: Sammy, where are you?! Sheriff: Buddy?!",28.219,84,Or they could be on their way home Man You are wasting your time Okay folks please go back and get in your cars my family is out there And we are going to find them Let us handle it It is too dangerous out there for you all to search tonight Around here we take care of our own We are going to do search whether you like it or not head towards bridge where are you Sheriff,caring
35,"Buddy?! Sam?! Man: Kelly, bring 'em in! Where are you, buddy? Darcy (Electronically distorted): Sam? Sam? Buddy! Buddy! Sheriff: Buddy! Darcy: We won't stop looking for you, Sammy! (Heartbeat thumping) (Electronic whoosh) (Guttural croaking) (Heartbeat thumping)",28.183,36,Man bring them in Where are you Electronically distorted We will not stop looking for you Heartbeat thumping Electronic whoosh croaking Heartbeat thumping,neutral
36,"(Guttural croaking) (Siren whoops) (Chatter, indistinct radio communication) Eddie? Darcy, we'll start up again tomorrow. My husband and my son are out here... somewhere. They wouldn't stop looking for me. Do you think that... Something happened? I don't know. Why don't you go home and get some rest? Come on, we need your strength.",29.767,54,croaking whoops indistinct radio communication we will start up again tomorrow My husband and my son are out here somewhere They would not stop looking for me Do you think that Something happened I do not know Why do not you go home and get rest Come on we need your strength,caring
37,"Right. Man: We're going to regroup tomorrow in the morning. We're no good at night here. Ray, anything? Ray (Over radio): Negative. I'm gonna make a final pass by the Ridge. All right, keep in touch. Otherwise, I'll see you in the morning. (Heart beating) (Guttural croaking) (Sizzling) (Ominous theme plays)",22.320999999999998,51,Right Man We are going to regroup tomorrow in morning We are no good at night here anything Over radio Negative I am going to make final pass by All right keep in touch Otherwise I will see you in morning Heart beating croaking Ominous theme plays,neutral
38,"(Guttural croaking) (Sizzling) Dispatch (Over radio): All units, report back. (Growls) (Panting) (Groans) (Guttural croaking) (Slow, ominous theme plays) Excuse me, sir. If you've seen my husband or my son... - Okay. - Thank you. Pardon me.",20.133000000000003,37,croaking Over radio units report back Growls croaking Slow ominous theme plays Excuse me sir If you have seen my husband or my son Okay Thank you Pardon me,gratitude
39,"If I could give you this. This is my husband and my son. Just keep an eye. - Oh, sure. - Thank you. Gunnison residents have been jolted by the mysterious disappearance of a man and his young son during a hunting trip yesterday. Buddy Benson, a repair supervisor for the gunnison telephone company and his young son, Sam, never returned home last night. Molly? Honey, come eat. How's the job hunt going?",21.845000000000002,73,If I could give you this This is my husband and my son Just keep eye Oh sure Thank you residents have been jolted by mysterious disappearance of man and his young son during hunting trip yesterday repair supervisor for telephone company and his young son never returned home last night Molly come eat How is job hunt going,gratitude
40,"Is breaking and entering a special skill? You got any suggestions? I hear the bank's hiring. (Scoffs) Waitress: Morning, sheriff. Hey. Morning. Any word on buddy and his kid? Carrie? Coffee, please. You guys have been out all night, huh? No. We called it off at 2:00 A.M.",27.391000000000002,48,Is breaking and entering special skill You got suggestions I hear bank 's hiring Waitress Hey Morning word on buddy and his kid please You guys have been out night No We called it off at,neutral
41,"Ray didn't come home? Eddie, I thought he was out with you. I tried his cell phone. Carrie, listen to me. Ray was pushing real hard last night. I'm sure he's still looking. Cell reception out there... He always calls, Eddie. Ray! Ray?! (Flies buzzing) Ray, you down there?",20.671999999999997,49,did not come home I thought he was out with you I tried his cell phone listen to me was pushing real hard last night I am sure he is still looking Cell reception out there He always calls Flies buzzing you down there,neutral
42,"Ray? (Flies buzzing) (Ominous theme playing) Oh, my god. (Flies buzzing loudly) Coroner: I can't believe this is ray Adams. I don't want to believe it either. Know what it would take for a man to do this? For someone to... Skin a human being? There were no tracks. Nothing. Eddie, you're in over your head.",32.351,56,Flies buzzing Ominous theme playing Oh my god Flies buzzing loudly I can not believe this is ray I do not want to believe it either Know what it would take for man to do this For someone to Skin human being There were tracks Nothing you are in over your head,surprise
43,"What are you going to do? I'll let you know when I figure it out. (Heartbeat thumping) (Guttural croaking) (Indistinct chatter in distance) (Knocks on truck) Hey. Hey, Jesse. Hi. You know, you look at me that same way in class. Yeah, well, uh... The clock's behind you.",31.637000000000004,48,What are you going to do I will let you know when I figure it out Heartbeat thumping croaking Indistinct chatter in distance Knocks on truck Hey Hi You know you look at me same way in class Yeah well uh clock 's behind you,neutral
44,"What? Tomorrow when you're in class, turn around. You'll see it. Yeah, I... I know that it's there, but... We both know that's not what you're looking at. You know, you never were a good liar. Do you want to go swimming tonight? Swimming. Where? At school. Come on, it'll be like old times.",26.14,54,What Tomorrow when you are in class turn around You will see it Yeah I I know that it is there but We both know that is not what you are looking at You know you never were good liar Do you want to go swimming tonight Where At school Come on it will be like old times,neutral
45,"Old times like before you had a boyfriend? Yeah. And it's ex-boyfriend, actually. He's been fired. So, tonight. Around 10:00. See you tonight. (Sputters) You told his wife? (Low hissing, guttural croaking) (Distant screech) (Mechanical whirring)",29.559,36,Old times like before you had boyfriend Yeah And it is ex - boyfriend actually He is been fired So tonight Around See you tonight Sputters You told his wife Low hissing guttural croaking screech Mechanical whirring,neutral
46,"(Low whoosh) - (Heart beating) - (Electronic whirring) (Hissing) (Whirring) (Guttural croak) (Quiet hiss) (Low, guttural croaking) (Weapons clinking) (Electronic whirring) (Low growl, rattling) - (Computer whirring) - (Heart beating) (Echoing roar)",32.895,32,Low whoosh Heart beating Electronic whirring Whirring Guttural croak Quiet hiss guttural croaking Weapons clinking Electronic whirring Low growl rattling Computer whirring Heart beating Echoing roar,neutral
47,"(Hissing) (Ominous, intense theme playing) (Beeping) (Electronic whooshing) (Rapid beeping) (Weapon booming) (Screeches) (Weapon booms) (Screeches) - (Alien screeches) - (Grunts) (Screeching continues) (Roaring)",30.727999999999998,24,Ominous intense theme playing Beeping Electronic whooshing beeping Weapon booming Weapon booms Alien screeches Grunts Screeching continues,neutral
48,"(Growls) (Roars) (Grunts) (Rumbling) (Growling, hissing) (Beeping) (Roars) (Gasps) (Beeping) We're closing out now, Darcy. See you when you get here. (Quiet crackling)",24.887,23,Grunts Rumbling hissing Beeping Beeping We are closing out now See you when you get here Quiet crackling,neutral
49,"You all right? If you want to talk... It's okay. You're welcome to stay with me and Cathy tonight. Darcy's coming by- I'm gonna stay with her. I'll see you tomorrow. (Running, grunting, dishes crashing) - (Choking, gasping) - Richie? Richie? (Screams): No! (Growling) (Screams)",26.055,45,You all right If you want to talk It is okay You are welcome to stay with me and tonight 's coming by- I am going to stay with her I will see you tomorrow Running grunting dishes crashing Choking gasping No,caring
50,"(Crying, whimpering) (Crying) - (Low hissing, growling) - (Whimpering, crying) (Whimpers) (Suspenseful theme plays) (Suspenseful theme builds) (Low electronic whirring, powering up) (Indistinct conversation) (Conversation continues) We found Ray's body in the woods. He was, uh... He was skinned alive. Think it's got something to do with...",32.644999999999996,47,Crying whimpering Crying Low hissing growling Whimpering crying Suspenseful theme plays Suspenseful theme builds Low electronic whirring powering up Indistinct conversation Conversation continues We found 's body in woods He was uh He was skinned alive Think it is got something to do with,sadness
51,"Buddy and his kid disappearing? I think this kind of thing doesn't happen here. Dispatch (Over radio): Sheriff, we have a report of a small gas explosion in the sewer under 16th. - Do you copy? - Roger, dispatch. Notify the fire department- I'll meet 'em there. Right aw ay, sheriff. Dispatch out. You want some help? I don't know, dallas. Come on. I'll ride in the back. (Crickets chirping)",28.039,70,and his kid disappearing I think kind of thing does not happen here Dispatch Over radio we have report of small gas explosion in sewer under 16th Do you copy dispatch Notify fire department- I will meet them there Right aw ay Dispatch out You want help I do not know Come on I will ride in back Crickets chirping,neutral
52,"(Thud) (Computer whirring, beeping) (Explosion) (Roars) (Alarm blaring) (Switches click, alarm stops) (Eerie hissing) (Thud) (Growling) (Grunting, choking) (Heart beating) (Electronic crackling)",27.831,22,Computer whirring beeping Alarm blaring Switches click alarm stops hissing Grunting choking Heart beating Electronic crackling,neutral
53,"(Chittering) (Thud) Nate? Nate?! Nate, where are you? (Thud) What? (Snarls) Ricky. Hey. So, uh... How do we get in?",28.383000000000003,20,Chittering where are you What Hey So uh How do we get in,curiosity
54,"I taped the lock after class. (Both chuckle) - Hmm. - Uh-huh. (Door closes) I couldn't decide on which suit I wanted to wear, so... Now... you tell me... Are you looking at me or the clock? (Sighs) Come here. (Car approaching) (Tires squealing) (Car turns off)",31.294000000000004,47,I taped lock after class Both chuckle Uh - huh closes I could not decide on suit I wanted to wear so Now you tell me Are you looking at me or clock Come here Car approaching Tires squealing Car turns off,confusion
55,"Oh, my god. (Door opens) What do you think you're doing, Jess? Dale, get out of here. Just remember, Ricky, I taught this little slut everything she knows. (Jesse shudders, Ricky grunts) - No, Ricky, stop it! - (All yelling) - (Ricky gasping) - Stop it! Dale, stop it! Stop it! He's drowning! (Chittering) (Steam hissing)",24.762,56,Oh my god opens What do you think you are doing get out of here Just remember I taught little slut everything she knows shudders grunts stop it All yelling gasping Stop it Dale stop it Stop it He is drowning Chittering hissing,sadness
56,"(Quiet footsteps) (Slithering, hissing) (Predatoryowls) (Growls) (Beeping) (Electrical crackling) (Roars) Get off me. What the hell was that? Oh, my god. Oh, my god, get out of the water. - Get out! - Jesse, go!",21.676000000000002,35,Quiet footsteps hissing Growls Beeping Electrical crackling Get off me What hell was that Oh my god Oh my get out of water Get out go,anger
57,"Go! Oh, my god, get out of the pool! - Jess, run! - (Screaming) (Jesse screaming) - Oh, my god! - (Screaming) (Yelling) Go! Go! Do you think he's dead? Why don't you go back and find out? No. Here! Window!",21.327,41,Go Oh my get out of pool run screaming Oh my Go Go Do you think he is dead Why do not you go back and find out No Here Window,anger
58,"(Panicked yelling) Shit! Oh, shit! (Grunts) Aah, help me! Come on! Help me, a ah! (Screaming) Jesse: Ricky, come on! Go! Dispatcher: Sheriff we have a 10-80 at the nuclear power plant. Roger that. We'll be there in 10 minutes. 10-4, sheriff. County and state have been advised as well.",26.432999999999996,50,yelling Oh shit Grunts help me Come on Help me a ah come on Go we have at nuclear power plant that We will be there in minutes sheriff and state have been advised as well,neutral
59,"Wanna tell me what the hell's goin' on? There's been an explosion at the plant. (Sirens wailing) Well, this day keeps getting better. (Rustling) (Screeches) (Screams) Daddy, daddy! - Daddy! - Hey. What is it? It was outside the window. What?",24.704000000000004,41,Want To tell me what hell 's going on There is been explosion at plant wailing Well day keeps getting better Rustling daddy Hey What is it It was outside window What,annoyance
60,"It was a monster. (Sighs) Oh, come here. (Grunting): Come here. You know, when I was your age, I used to have these awful nightmares. I saw it. It was real. See? No monster. (Alien shrieks, Tim screams) (Kelly gasps, Molly screams) Tim!",22.511,43,It was monster Oh come here Grunting Come here You know when I was your age I used to have awful nightmares I saw it It was real See monster Alien shrieks screams gasps screams,fear
61,Molly: Daddy! (Molly screams) Dad! (Tim groaning) We have to go. Come on! Molly: Daddy! (Growling) (Guttural croaking) (Grunts) (Predator growls) (Furious bubbling),23.012,23,Molly Molly screams groaning We have to go Come on Molly croaking Grunts Predator growls Furious bubbling,neutral
62,"(Guttural croaking) (Siren wailing) Eddie: The fire spread through the whole plant. They have to shut down the reactors manually. Roger that. Dispatch, we have to evacuate the entire town. Call the national guard in Colorado Springs for assistance. Over. Dispatch: 10-4. Jesus Christ. - Sheriff. - Yeah. I think you should hear about this.",23.29,55,croaking wailing fire spread through whole plant They have to shut down reactors manually that Dispatch we have to evacuate entire town Call national guard in for assistance Over Dispatch Yeah I think you should hear about this,neutral
63,"Dallas! All right, thanks a lot. Ricky, what the hell you doing here? Something came after us... I don't know what happened. - What do you mean something... - We ran all the way here. Slow down. What came after you? - I don't know! - Where were you? We were at the school. Mark-h-he's dead, and I think they got Nick, too. What was it? Ricky! I don't know.",18.383,70,All right thanks lot what hell you doing here Something came after us I do not know what happened What do you mean something We ran way here Slow down What came after you I do not know Where were you We were at school he is dead and I think they got too What was it Ricky I do not know,confusion
64,"(Water dripping) (Distant siren wailing) Call in help. Somebody's got to know about this. Eddie. Dispatch, where's that backup? Dispatch, come in. (Burst of static over radio) Dispatch, come in. (Static continues) Let's go, let's get the hell out of here. (Tires screeching)",33.974999999999994,43,Water dripping Distant siren wailing Call in help Somebody is got to know about this where is backup Dispatch come in Burst of static over radio come in Static continues Let us go let us get hell out of here Tires screeching,neutral
65,"(Distant siren wailing) Carrie? The power's out. Carrie? (Screeching) Carrie? Carrie, are you over... (Hinge creaking) Oh! Oh, my god. Help me! (Indistinct chatter in distance)",27.584000000000003,26,Distant siren wailing power 's out Screeching are you over creaking Oh Oh my god Help me Indistinct chatter in distance,fear
66,"Kelly: We have to keep running, baby. (Horns honking, emergency siren wailing) (Indistinct shouting in dist ance) Man: Let's get outta here! Man (Dist ant): No, no! No! (Guttural croaking) (Whirring, clanking) (Distant, panicked yelling continues) Molly: Mommy! We left him! Quiet. Shh. Come on, come on. (Sirens, horns honking, gunshots in distance)",26.139000000000003,53,Kelly We have to keep running baby Horns honking emergency siren wailing shouting in dist ance Man Let us get outta here ant no No croaking Whirring clanking panicked yelling continues Molly We left him Quiet Come on come on horns honking gunshots in distance,fear
67,"Mommy, I'm scared. Shh. It's okay. It's okay. We're gonna be okay. Did you see one? Man: Me, too. (Sirens wailing in dist ance) (Screeches) (Predator snarls) (Gasps) (Gun cocks) Mommy, why did you leave daddy? (Hushed): Shut her up! (Woman screaming in dist ance)",24.553999999999995,45,I am scared It is okay It is okay We are going to be okay Did you see Man Me too Sirens wailing in dist ance Predator snarls cocks why did you leave daddy Hushed Shut her up Woman screaming in dist ance,fear
68,"Hey. Put the cigarette out and get down. Fuck you. I'm not gonna die hiding. (Echoing): Fuck you. Fuck you. (Snarls) - You're gonn a get us all killed. - I wanna go home! - Shut her up. Shut her up. - I wanna see daddy! Shut her the fuck up, or I swear to god... (Guttural croaking) Dale: I don't think the police station is such a hot idea. Eddie: What do you want me to do? We don't know what we're dealing with.",24.469,85,Hey Put cigarette out and get down Fuck you I am not going to die hiding Echoing you Fuck you You are a get us all killed I want to go home Shut her up Shut her up I want to see daddy Shut her fuck up or I swear to croaking Dale I do not think police station is hot idea What do you want me to do We do not know what we are dealing with,anger
