Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,WOMAN ON P.A.: ...terminal A of Boston International Airport. - Transportation between terminals... - (OVERLAPPING VOICES) TSA EMPLOYEE: Take your laptop out of your bag. (OVERLAPPING VOICES CONTINUE) (PHONES RINGING) MAN ON P.A.: The Boston Police Department requests that for your safety and security and per FAA regulations... (OVERLAPPING CHATTER),20.072,50,terminal of between terminals OVERLAPPING VOICES TSA EMPLOYEE Take your laptop out of your bag OVERLAPPING VOICES requests that for your safety and security and per regulations OVERLAPPING,neutral
2,"I'll be home in a few. Get off in about an hour. Space cadet, get me a... MAN ON TV: ...to go in this quarter. They need to score on this drive. (OVERLAPPING CONVERSATIONS) MAN: Don't lie to me, okay? You sound like one of my kids. WOMAN ON P.A.: Gate number 26. Miss Lauren Goodwin, please report to gate number 26. (BUZZER SOUNDS)",20.596,64,I will be home in few Get off in about an hour Space cadet get me MAN TV to go in quarter They need to score on drive OVERLAPPING CONVERSATIONS Do not lie to me okay You sound like of my kids Gate number please report to gate number,neutral
3,"(MAN ON TV CONTINUES) - (PHONE RINGING) - (WOMAN SPEAKING ON P.A.) Elizabitch, get your bony ass over here. - What is going on? - Don't hang up on her. WOMAN ON P.A.: ...your baggage can be claimed at carousel number three. Please... Put security cameras in the whole house. Except for the bedroom. Christie wouldn't go for that. My pool cleaner's even gone rogue.",22.326999999999998,65,TV PHONE WOMAN SPEAKING get your bony ass over here What is going on Do not hang up on her WOMAN your baggage can be claimed at carousel number Please Put security cameras in whole house Except for bedroom would not go for that My pool cleaner 's even gone rogue,anger
4,"No, I'm serious. Yeah, it's jumping out of the pool on its own. MAN ON P.A.: There is a flight 3598 to Manchester, New Hampshire. Your gate number has been changed to gate A6. The flight will depart on time at 4:15 P.M. Passengers on flight 3598 to Manchester, New Hampshire, - your gate number has been changed... - (PHONE RINGING) - WOMAN: Hello? - Hey, it's me. Just got off the plane. What are you doing?",24.610999999999997,77,No I am serious Yeah it is jumping out of pool on its own There is flight to Your gate number has been changed to gate flight will depart on time at P.M. Passengers on flight to your gate number has been changed PHONE Hey it is me Just got off plane What are you doing,neutral
5,"What am I doing? I'm picking up Johnny at school. I'm getting a sitter from the bus stop. Going back to the lab because we got completely slammed. Sharon, they made an offer. A big, big offer. For all the rights to ""Night Traveler."" We're talking about graphic platforms, virtual reality, algorithms, interface user stuff, I don't know. That's amazing, Clay. Congratulations.",23.726,62,What am I doing I am picking up at school I am getting sitter from bus stop Going back to lab because we got completely slammed they made offer big big offer For rights to We are talking about graphic platforms virtual reality algorithms interface user stuff I do not know That is amazing Congratulations,excitement
6,"Yeah. Well, you know, it's a big deal, yeah. So are you going out to celebrate tonight? Celebrate? Celebrate, no. Yeah, this is a big night for you. I just assumed you'd want to celebrate with someone. Not really. So you're not with someone? No. No.",20.471,46,Yeah Well you know it is big deal yeah So are you going out to celebrate tonight no Yeah this is big night for you I just assumed you would want to celebrate with someone Not really So you are not with someone No No,curiosity
7,"There's nobody. Hey, is that Dad? Can I talk to him? (BEEPS) - Hi, Dad. - Hey, buddy. - How you doing? - We did the parachute drill today. - Yeah. - You put a little parachute on your bat. I swear, my swing is like 100 times faster. That's great.",20.232,51,There is nobody Hey is Can I talk to him How you doing We did parachute drill today Yeah You put little parachute on your bat I swear my swing is like times faster That is great,admiration
8,"Are you coming home? - Yeah, yeah, soon. - I just want you to come home. Ah, shit. (WOMAN SPEAKING OVER P.A.) (PHONES RINGING) (OVERLAPPING CONVERSATIONS) (RINGING) Hi, Shar, it's me. Yeah, I ran out of juice.",19.428,37,Are you coming home Yeah yeah soon I just want you to come home Ah shit WOMAN SPEAKING OVER OVERLAPPING CONVERSATIONS it is me Yeah I ran out of juice,curiosity
9,"Listen, there's a flight to Manchester that leaves in about an hour. Clay, you've been gone for over a year. I love you, but it's not that simple. - I'd like to see my son. Shit. - OPERATOR: Your time is up. - I need more money. Hold on. - Please deposit... (MAN SCREAMING) (GROANING) - (SCREAMING) - (PEOPLE SHOUTING)",22.1,60,Listen there is flight to that leaves in about an hour Clay you have been gone for over a year I love you but it is not that simple I would like to see my son Shit Your time is up I need more money Hold on Please deposit SHOUTING,love
10,- (HIGH-PITCHED WHINE) - (MEN SCREAMING) - (PEOPLE SCREAMING) - What's wrong with you? Stop it! (GROWLING) Get off him! What are you doing? Get off! (GROANING) (GROWLING) Get off of her! (GIRL SCREAMING),17.759,34,HIGH What is wrong with you Stop it GROWLING Get off him What are you doing Get off GROWLING Get off of her,anger
