Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"She's on her way. Good morning, Viv. Hello, Willow. Lovely to see you. - Here she comes! - Is that the new Louis Vuitton? I might've known she'd be the first. Fabulous bag. She's so chic. Sorry I'm late. We had to do a little shopping. Now that's the way to travel. I'm so jealous. Faboo! Louis Vuitton never looked so good.",24.188999999999997,62,She is on her way Good morning Lovely to see you Here she comes Is that new I might have known she would be first Fabulous bag She is so chic Sorry I am late We had to do little shopping Now that is way to travel I am so jealous Faboo never looked so good,joy
2,"Mmm. Tell me the stones in that collar are not real. Aren't they gorgeous? Viv said I had to have it. - Sorry keep you waiting. - Armand, it's fine. A brush and a seaweed wrap, but I need her by noon. - We're having lunch with my niece. - She'll be ready. I know, sweetheart. I'm going to miss you, too. You take good care of her. - No waxing, OK? - OK, no waxing for her. I hope she gives me a red bow. I want to look my best today. - Bimini has a date with Scooter. - Nice pedigree. Please! The dog chases parked cars.",31.488,109,Tell me stones in collar are not real Are not they gorgeous said I had to have it Sorry keep you waiting it is fine brush and seaweed wrap but I need her by noon We are having lunch with my niece She will be ready I know sweetheart I am going to miss you too You take good care of her waxing OK waxing for her I hope she gives me red bow I want to look my best today has date with Nice pedigree Please dog chases parked cars,caring
3,"- He's crazier than a Labradoodle. - I give it a week, tops. - Hey! Talk to the paw. - Good for you, Bimini. It's not easy to find a mate with papers. Let alone one you could love. Me, I'd be happy with one who's not... fixed. Down, boy. All right, what's next? - What do you think? - Please. She wears Harry Winston. Viv? Fabulous. I'll take two. You should see Chloe. I'll need at least two days at corporate in New York to meet with buyers.",30.384,89,He is crazier than I give it week tops Hey Talk to paw for you It is not easy to find mate with papers Let alone one you could love Me I would be happy with who is not fixed Down boy All right what is next What do you think Please She wears I will take You should see I will need at least days at corporate in to meet with buyers,caring
4,"- You have a little beret? - Perfection. Who needs sleep? It's Italy. Preppy little beauty. - This just came in. - She's allergic to wool. No. - Love that. - Oh! Fabulous! - Viv. - I love it. And do you love it? You may have it. I'll get you anything you want. Yes, I will. No, not you, Patrick. Hello, Jackie O. - Love the smell of dirt in the morning. - Sam, the garden looks gorgeous.",26.778,79,You have little beret Who needs sleep It is Preppy little beauty This just came in She is allergic to wool No Love that Oh Fabulous I love it And do you love it You may have it I will get you anything you want Yes I will No not you smell of dirt in morning garden looks gorgeous,love
5,"And I love the new designs for the waterfall that you did. - Thank you. - You're welcome. For everything. For giving me a chance to prove myself. Oh, good job, Papi. Very symmetrical. Ciao. Ciao, Papi. Yes, yes. We did it, Papi. Yes. Yes! Go on, take a break, Papi. You're doing great, buddy. Hello, beautiful. You're blocking my sun. # Mi corazón, you shine much brighter than the sun",27.744999999999997,71,And I love new designs for waterfall that you did Thank you You are welcome For everything For giving me chance to prove myself Oh good job Very symmetrical Yes yes We did it Yes Yes Go on take break You are doing great Hello beautiful You are blocking my sun corazón you shine much brighter than sun,admiration
6,"# Why won't you be my one # - What's that smell? - Which one? The sweat of my labor or the mint patch I rolled in for you? - Neither. - Then it must be the fertilizer. Gross! You're covered in it. Of course. I am a landscaper. Grasshopper, mi corazón? I caught it myself. Very tasty. Papi, that's so... disgusting. I see you're tempted. I'll leave it here in case you change your mind.",28.631999999999998,76,# Why will not you be my # What is smell one sweat of my labor or mint patch I rolled in for you Then it must be fertilizer Gross You are covered in it Of course I am landscaper corazón I caught it myself Very tasty that is so disgusting I see you are tempted I will leave it here in case you change your mind,disgust
7,"Excuse me. We have guests. Guests? You got guests... OK. You want to go have a drink later? There's a great puddle by the garage. OK, never mind. Aunt Viv! I'm here! An hour late, as usual. Aunt Viv, hello! How do you keep a job? Oh, that's right, you don't. Where's Aunt Viv? Where's Aunt Viv? Chloe, go find her. - Go on. Go find her. - Who am I, Lassie?",26.767,72,Excuse me We have guests Guests You got guests OK You want to go have drink later There is great puddle by garage OK never mind I am here hour late as usual How do you keep job Oh that is right you do not Where is Where is go find her Go on Go find her Who am I,admiration
8,"You're so completely useless. Of course I understand. It's just that I'm headed to Europe to promote my new cosmetic line. No, this is wonderful news. It's the best news. Yes, yes. OK. Wonderful. Bye. - Is everything OK, Aunt Viv? - I don't know what I'm going to do. I am getting on a plane at 4:00, and I gave the staff the week off... and Chloe's dog nanny just had her baby three weeks early. - You're not taking Chloe with you? - No, no. Obviously if it was a vacation, of course, but this is a business trip.",33.08,101,You are so completely useless Of course I understand It is just that I am headed to to promote my new cosmetic line No this is wonderful news It is best news Yes yes OK Wonderful Is everything OK I do not know what I am going to do I am getting on plane at and I gave staff week off and 's dog nanny just had her baby weeks early You are not taking with you No no Obviously if it was vacation of course but this is business trip,approval
9,"Four cities in ten days. She's much too delicate for that kind of travel. Plus she hates Berlin. - What about a kennel? - Kennel? No. No, no. I could never leave her in the hands of strangers. Never in a million years. But you're not a stranger. - What? - What? Here is Chloe's schedule. Try to stay to it as much as possible. I could skip the dog park on Wednesday",25.297999999999995,73,cities in days She is much too delicate for kind of travel Plus she hates What about kennel No No no I could never leave her in hands of strangers Never in years But you are not stranger What What Here is 's schedule Try to stay to it as much as possible I could skip dog park on,neutral
10,"because Chloe's friend, Stella, came down with fleas. I'm about to entrust you with my greatest treasure. Take good care. I love you, sweetheart. I love you so much. Mommy loves you so much. Bye-bye! Have fun, you two! OK. Bye! Playdate? Here you go. Good luck. Don't worry, Chloe. Viv will be back before you know it.",25.378999999999998,58,because 's friend came down with fleas I am about to entrust you with my greatest treasure Take good care I love you sweetheart I love you so much loves you so much - bye Have fun you OK Here you go Good luck Do not worry will be back before you know it,caring
