Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"- Yoko. - What is wrong? I'm just leaving the Williams' house now. Jennifer's out and Emma's asleep. I'll leave the keys with Alex at the care center before I head to the airport. - Did something happen? - No, I... - What is wrong? - I need to go home.",12.735,51,What is wrong I am just leaving ' house now 's out and 's asleep I will leave keys with at care center before I head to airport Did something happen No I What is wrong I need to go home,sadness
2,"I know I made a longer commitment, but I need to get back to my family. I can't explain it. It's like something... - I just need to get back to the States. - I thought you were supposed to stay for a few... Yoko? Yoko? Yoko.",13.700000000000001,47,I know I made longer commitment but I need to get back to my family I can not explain it It is like something I just need to get back to I thought you were supposed to stay for few,approval
3,"Where...? - Oh, hey. - Mommy! - You guys, I'm home. - Welcome back. - You made it. Ha, ha. - Oh, my love. Welcome home. So good to be home.",9.685,31,Where Oh hey You guys I am home Welcome back You made it Ha ha Oh my love Welcome home So good to be home,joy
4,"- I missed you. - I missed you. Burke? Time to go! Burke. Burke? Hey, what you doing, bud? What's going on? Come on, we gotta go now. Stop playing with that.",10.421999999999999,32,I missed you I missed you Time to go Hey what you doing bud What is going on Come on we got to go now Stop playing with that,sadness
5,Me and Daddy never finished it. Come here. I miss Daddy. I miss him too. So much. And that's okay because we're supposed to.,8.844000000000001,24,Me and never finished it Come here I miss I miss him too So much And that is okay because we are supposed to,sadness
6,"I think this move's gonna be really good for us. It's gonna be a new place. And a new start. Nothing bad's going to happen to me, okay? Nothing bad's gonna happen to you either. I promise. And it means more because I'm a police officer.",13.814999999999998,46,I think move 's going to be really good for us It is going to be new place And new start Nothing bad 's going to happen to me okay Nothing bad 's going to happen to you either I promise And it means more because I am police officer,approval
7,"Come on. I know first days are hard, but you gotta do it, like ripping off a Band-Aid. I'm scared. I'm scared too. What do we do when we're scared? Close your eyes and count to five. Right.",11.573,38,Come on I know first days are hard but you got to do it like ripping off Aid I am scared I am scared too What do we do when we are scared Close your eyes and count to Right,fear
8,"- One, two, three... - One, two, three... - four... - four... - five. - five. Everything's okay. Let's go to school. Ready?",9.581,23,Everything 's okay Let us go to school Ready,neutral
9,"""The lights are on, but nobody's home."" I hear they stuck you with the new chick. Don't call them ""chicks."" Buddy of mine in Vice said her old man died of cancer. Real brutal. Kid was alone with him when he died. It's only been three months.",13.770999999999999,47,lights are on but nobody 's home I hear they stuck you with new chick Do not call them chicks Buddy of mine in said her old man died of cancer Real brutal was alone with him when he died It is only been months,neutral
10,"Muldoon? Yeah. Smoke? Nah, I quit. Mind if I do? Go ahead.",6.5760000000000005,12,Yeah Smoke I quit Mind if I do Go ahead,approval
11,"How are you liking it around here? Uh, we're still getting settled in. It's definitely different. - How does something like this even happen? - Car's been here for months. Doors were locked when we found it. Gruesome, huh?",14.054999999999998,39,How are you liking it around here Uh we are still getting settled in It is definitely different How does something like this even happen 's been here for months Doors were locked when we found it Gruesome,curiosity
12,"I'll say. Got an ID yet? Sure do. Got Lorna Moody, 65. Why did it take so long to find her? Well, this here's a service road. They only started using it for the season.",12.050999999999998,35,I will say Got yet Sure do Got Why did it take so long to find her Well this here is service road They only started using it for season,neutral
13,"Anyone come looking for her? That's just it. Uh, the feds, they're already looking for her. Turns out she's one of those assisted-suicide broads. Find anything on her? Usual stuff. Uh, I got an address though.",12.850000000000001,36,Anyone come looking for her That is just it Uh they are already looking for her Turns out she is of assisted suicide broads Find anything on her Usual stuff Uh I got address though,neutral
14,Directions in the glove box. 44 Reyburn Drive. Same place as the Landers case. Looks like we got another one. Another what? What was the Landers case?,10.094,27,Directions in glove Same place as case Looks like we got one what What was case,neutral
15,Anything else? Forensics will be here soon. The FBI is on its way too. Sure looks like something was in there with her. You ever seen anything like this one before? Detective...,10.721,32,Anything else Forensics will be here soon is on its way too Sure looks like something was in there with her You ever seen anything like one before,neutral
16,"What's up with the Landers house? Worked a case there, two years ago. Sort of stuck with me. Mm. And it's... just strange to see it pop up again. Maybe they're connected.",11.845999999999998,32,What is up with house Worked case there years ago Sort of stuck with me Mm And it is just strange to see it pop up again Maybe they are connected,surprise
17,"It's just a weird coincidence. ""Entire family murdered."" Hey! Put that shit away before Goodman sees you. - Why? - He worked that case there. He never set foot inside. Never seen a cop do that before. Hello?",12.485,38,It is just weird coincidence Entire family murdered Hey Put shit away before sees you Why He worked case there He never set foot inside Never seen cop do that before Hello,surprise
18,Police department. I just want to go. Hello? Police department. I just want to go. Will you take me? - Hello? - Take me home. I don't want to be here.,13.564,31,department I just want to go Hello Police department I just want to go Will you take me Hello Take me home I do not want to be here,sadness
19,Chicken for dinner. Chicken for dinner. We're gonna have... Are you Mrs. Matheson? I'm Detective Muldoon. Gonna talk to you about a woman we found.,9.823,25,for dinner Chicken for dinner We are going to have Are you I am Going To talk to you about woman we found,neutral
20,"Will you feed me? Excuse me? William, my... He always used to feed me. William was your husband? Ma'am, are you alone in the house?",8.855,25,Will you feed me Excuse me my He always used to feed me was your husband are you alone in house,neutral
21,"Will you help me, please? Help me. Help me, help me. Help me. Please! No, please! Don't leave! - Stay there, I'm gonna get help. - No, no!",11.279,28,Will you help me please Help me Help me help me Help me Please No please Do not leave Stay there I am going to get help No no,caring
22,No! Help me! No! Don't leave me! No! Don't leave me. Do not leave me!,10.801,15,No Help me No Do not leave me No Do not leave me Do not leave me,sadness
23,"Please don't leave me. Don't leave... Car 646, we need an ambulance to 44 Reyburn Drive. What the fuck was that? I heard you the first time! What are you doing here?",10.867,32,Please do not leave me Do not leave Car we need ambulance to What fuck was that I heard you first time What are you doing here,anger
24,"I went to the house. There's another body. Come in. This is my body, which is given... The Landers was just... one of those cases.",9.97,25,I went to house There is body Come in This is my body which is given was just of cases,neutral
25,Total mess. Whole family murdered at the house on Reyburn. The neighbors too. Fiona Landers... She murdered her 6-year-old daughter. And then she killed her husband.,11.405,26,Total mess Whole family murdered at house on neighbors too She murdered her year old daughter And then she killed her husband,disgust
26,And then herself. You think the body that we found was related? I can't go down the same road again. Why did you never go into the house? Something never felt right about it. Just...,10.765,35,And then herself You think body that we found was related I can not go down same road again Why did you never go into house Something never felt right about it Just,neutral
27,"didn't feel right. What do you mean? My old partner, he was obsessed. He said there was... energy. Uh...",8.49,19,did not feel right What do you mean My old partner he was obsessed He said there was energy Uh,curiosity
28,"Spirits. Something like that. You saying the house is haunted? People will think you're crazy if you start saying shit like that. Yeah, well, I don't buy that. - I'm sorry, can I get you anything? - No, I'm good.",12.084999999999999,40,Spirits Something like that You saying house is haunted People will think you are crazy if you start saying shit like that Yeah well I do not buy that I am sorry can I get you anything No I am good,annoyance
29,"Pie? - Not that pie. - Oh, fuck. I'm good. My mother... she was into all that ghostly shit. The older I get,",8.817,23,Pie Not pie Oh fuck I am good My mother she was into ghostly shit The older I get,annoyance
