Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"The Empire of Izmer has long been a divided land. Ruled by the Mages, an elite group of magic users. The lowly Commoners, those without magic... are little more than slaves. Izmer's young Empress Savina... wishes equality and prosperity for all. But the evil Mage Profion has other intentions. At last!",30.648,51,of has long been divided land Ruled by elite group of magic users lowly those without magic are little more than slaves 's young wishes equality and prosperity for all But evil has other intentions At last,neutral
2,"Come, Damodar. Release him. You are mine now. Come to me! Yes, I told you it could be done. You have the power of the Immortals. You can control Dragons. With a Dragon army at my command...",19.02,37,Come Release him You are mine now Come to me Yes I told you it could be done You have power of You can control Dragons With army at my command,neutral
3,"I can crush the Empress... and control what is rightfully mine! You don't like that, do you? Good! I can use every ounce of your rage! Come on. Follow me. Follow me!",14.658999999999999,32,I can crush and control what is rightfully mine You do not like that do you Good I can use ounce of your rage Come on Follow me Follow me,anger
4,"I said follow me! What now, my lord Profion? We shall have to modify our plans. Summon the High Council of Mages immediately. They're about to learn something of our young Empress... that may give them pause for thought. It will be done. This must be some twisted magic experiment...",24.213,50,I said follow me What now my We shall have to modify our plans of immediately They are about to learn something of our young that may give them pause for thought It will be done This must be twisted magic experiment,neutral
5,"gone seriously wrong. Why is it every time something bad happens... you blame the Mages? When was the last time you saw a river catch on fire? You think they care if anyone got hurt? I'd love to find a way to give those Mages some payback. ""Ridley the Savior."" That'll be the day.",19.783,54,gone seriously wrong Why is it time something bad happens you blame When was last time you saw river catch on fire You think they care if anyone got hurt I would love to find way to give payback That will be day,caring
6,"Look, Ridley, things are the way they are. There's nothing you can do to change it. You got your haves and your have-nots. We are your gotta-gets. And right about now, we gotta get paid. The Magic School. The what?! The Magic School?",17.167,43,Look things are way they are There is nothing you can do to change it You got your haves and your have nots We are your got to gets And right about now we got to get paid what,neutral
7,"Are you crazy? We'll break into the Magic School. Think of what we could get. With the fire, it won't be heavily guarded. Think of the challenge, Snails. Think of what we could find in there. If we pull this off... we'll be the envy of every Thief in Sumdall.",16.712,50,Are you crazy We will break into Think of what we could get With fire it will not be heavily guarded Think of challenge Think of what we could find in there If we pull this off we will be envy of Thief in,excitement
8,"Trust me. Why would the Empress want to disband this Council? It's a concept I find difficult to believe. Azmath, your loyalty is commendable... but we have all watched the Empress' growing up... and we have all heard her views... on what she considers to be the injustices of the land. But she is just a young woman.",20.863,58,Trust me Why would want to disband It is concept I find difficult to believe Azmath your loyalty is commendable but we have all watched ' growing up and we have all heard her views on what she considers to be injustices of land But she is just young woman,neutral
9,"Young people speak from the heart, not the mind. In time, with our counsel... she will come to understand why things cannot be changed. Maybe so. But is that a risk you are willing to take? Her revolutionary ideas... have already taken root among the people. In time, her influence will grow.",20.314,52,Young people speak from heart not mind In time with our counsel she will come to understand why things can not be changed Maybe so But is that risk you are willing to take Her revolutionary ideas have already taken root among people In time her influence will grow,realization
10,"As the months go by... she will learn to master the powers of her Scepter. When she does, I have no doubt... she will use it to enforce her changes upon us. What do you propose, Profion? I humbly ask that we vote to remove the Scepter... from the Empress' control... so that government in Izmer will remain secure.",24.338,59,As months go by she will learn to master powers of her Scepter When she does I have doubt she will use it to enforce her changes upon us What do you propose I humbly ask that we vote to remove Scepter from ' control so that government in will remain secure,curiosity
