Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"Talk. Talk. For the last time, release Abdel Salman Al-Arkan from his prison in Paris. This is Lucas Graves, IDP News, signing off. Please. They're gonna kill us all! Release him, or the execution plays live in 45 minutes.",16.707,39,Talk Talk For last time release from his prison in This is signing off Please They are going to kill us all Release him or execution plays live in minutes,fear
2,"They're gonna kill us. Stay strong. Destination confirmed. You should kill them. A powerful statement, a Westerner killing his own people. Recalculating route. They should have called.",14.161999999999999,27,They are going to kill us Stay strong Destination confirmed You should kill them powerful statement killing his own people Recalculating route They should have called,caring
3,"They should have called already! No. No. No, please! Please don't kill me! Go. Go! Come on. Move. Go! They're getting away! Let's go! Let's go! Go.",10.876,27,They should have called already No No No please Please do not kill me Go Go Come on Move Go They are getting away Let us go Let us go Go,neutral
4,I'll take the north side. OK! Keep searching the southside. Lock down the perimeter. Shit. He's not here. Get them on the truck now. Let's go! Let's go!,10.715,28,I will take north side OK Keep searching southside Lock down perimeter Shit He is not here Get them on truck now Let us go Let us go,neutral
5,"Kimbral's not here. He's got the keys. Come on! What the fuck was that? We got to go, Shu. Come on, come on, come on. Where the hell's Kimbral? You are 40 seconds late, Kimbral.",10.898,35,'s not here He is got keys Come on What fuck was that We got to go Come on come on come on Where hell 's You are seconds late,anger
6,"Go, go! Where the hell were you? - She's been shot. - Give me room. Give me room! Alice. Alice! Come on. Damn it. Abby!",9.711,25,Go go Where hell were you She is been shot Give me room Give me room Alice Alice Come on Damn it,anger
7,"Move, move, move, move, move. What happened? She's shot in the chest. What the hell took you guys so long? Shit. Fuck. Okay. Oh, God. She's gone.",10.348,27,Move move move move move What happened She is shot in chest What hell took you guys so long Shit Fuck Okay Oh She is gone,caring
8,"Shit. This is on you. What the hell happened? Goddamn it. What happened? I had a chance to blow their weapons load, and I took it. - It wasn't part of the fucking plan! - I factored it in.",10.940999999999999,39,Shit This is on you What hell happened Goddamn it What happened I had chance to blow their weapons load and I took it It was not part of fucking plan I factored it in,anger
9,"- Oh, you factored it in? - The route I took, the speed... - Where were you? - Did you use your computer program? Shu, there was less than point zero zero... Shu, the algorithm was solid. You lost a hostage? Bossman's gonna be pissed. Get us the fuck out of here, Hush.",14.870999999999999,53,Oh you factored it in route I took speed Where were you Did you use your computer program there was less than point was solid You lost hostage 's going to be pissed Get us fuck out of here,anger
10,"- You wanted to see me? - Yeah. Come on in and sit down. I'm letting you go. - What? - I'm letting you go. I won't be needing your services anymore. You know, the most important thing in this job is knowing you can trust the guy next to you. I told you before. This program of yours, it wasn't ready,",15.163,62,You wanted to see me Yeah Come on in and sit down I am letting you go What I am letting you go I will not be needing your services anymore You know most important thing in job is knowing you can trust guy next to you I told you before program of yours it was not ready,neutral
