Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"Once upon a time... ...there was an old-fashioned kingdom bound by tradition. Here, everyone had a part to play, and they played it without question. Little did they know, their world was about to change. But until it did, y'all... This village of hardworking citizens moved to the same beat day after day, generation after generation. And over here",34.242,59,Once upon time there was old fashioned kingdom bound by tradition Here everyone had part to play and they played it without question Little did they know their world was about to change But until it did you all village of hardworking citizens moved to same beat day after day generation after generation And over here,neutral
2,"is where our story begins, at the humble home of a practical woman named Vivian, who was alone again after the death of her second husband. Vivian's daughters: the obnoxious Malvolia and the self-absorbed Narissa. She cray. Um, yeah. They can be a lot. I'm winning! Whee!",29.988999999999997,47,is where our story begins at humble home of practical woman named who was alone again after death of her second husband 's daughters obnoxious and self absorbed She cray Um yeah They can be lot I am winning,sadness
3,"And down here, in this dingy basement, the stepdaughter, Ella. Or, as her stepsisters call her, Cinderella, because her skin was often besmirched by cinders and her stepsisters were not that clever. Right now, she's dreaming of a world in which she can live her life any way she wants. Uh, watch it now. You about to roll over on that... ...pin. - Smashed it! - Perfectamundo. Take that, birds.",31.657999999999998,70,And down here in dingy basement stepdaughter Or as her stepsisters call her because her skin was often besmirched by cinders and her stepsisters were not that clever Right now she is dreaming of world in which she can live her life way she wants Uh watch it now You about to roll over on that pin Smashed it Take that birds,neutral
4,"Good morning, my beady-eyed friends. You hungry? - Oh, yeah. - Nod your head, mates. - All she hears is squeaks. - Mm. Come to papa. Ooh. Unhappy with the tea, Stepmother? Imagine if you served such swill to your future husband. How long would it take for him to abandon you? To understand just how worthless you are? Learn from this and never do it again. I thought she was rather hard on her. - I thought she could've gone harder. - Quiet.",27.107,84,Good morning my beady eyed friends You hungry Oh yeah Nod your head mates All she hears is squeaks Mm Come to father Unhappy with tea Imagine if you served such swill to your future husband How long would it take for him to abandon you To understand just how worthless you are Learn from this and never do it again I thought she was rather hard on her I thought she could have gone harder Quiet,neutral
5,"Cinderella, now that you're an orphan, it's important for you to remember that it's only my love for your father... rest his soul... That stands between you and a life on the street. Yes, of course. And that's why I'm so thankful for... You could be so pretty... if you took even a second to comb that hair of yours. Oh, you're in. Good morning, Ella. Mr. Cecil. It's Mr. Cecil! I'm curious... Do you really need that cane? No, but chicks dig it.",25.649,84,now that you are orphan it is important for you to remember that it is only my love for your father rest his soul That stands between you and life on street Yes of course And that is why I am so thankful for You could be so pretty if you took even second to comb hair of yours Oh you are in Good morning It is I am curious Do you really need cane No but chicks dig it,gratitude
6,"- Oh. - Vivian. Thomas. And all the girls. Lucky Thomas. There they go. Freshly picked from the farm. Parsnips, turnips, rutabagas. The fleshiest fruit of the earth. Would you like to come in? Yes... N-No. No, no, not today. Yeah, I just wanted to check in on you and make sure that your, uh, blossoming daughters",23.357000000000003,57,Oh And girls There they go Freshly picked from farm Parsnips turnips rutabagas fleshiest fruit of earth Would you like to come in Yes No No no not today Yeah I just wanted to check in on you and make sure that your uh blossoming daughters,curiosity
7,"are, uh... um, managing. Makes my skin crawl. - Mine, too. - I'm into it. All right, then. Now I've got this mental image to nourish me through the day, I'll be going. Ew. Fortune has smiled upon this house. My daughters have a suitor. You mean this daughter has a suitor. The others have heartache and jealousy.",20.761999999999997,58,are uh um managing Makes my skin crawl too I am into it All right then Now I have got mental image to nourish me through day I will be going Ew has smiled upon house My daughters have suitor You mean daughter has suitor others have heartache and jealousy,neutral
8,"Oh, ha-ha-ha. Yeah, no, I am not a match for Thomas. Well, you must make yourself a match for someone. Yes. I understand, Stepmother. Here comes our girl. Oh, boy, she's got heavy feet. Oh, I slept in that fabric. Shh! - Ooh. - Ooh, nice. God. That's disgusting.",22.939,49,Oh ha ha - ha Yeah no I am not match for Well you must make yourself match for someone Yes I understand Here comes our girl Oh boy she is got heavy feet Oh I slept in fabric nice That is disgusting,disgust
9,"Well, thank you for coming in. Well, before your aide-de-camp loses a hand... This is called a world map. Now, take a look at this blob here and here. If we marry, our blobs would join up, and we would control the world all the way to this huge sea monster. Mm, the sea monster. You know, I really just don't have the time in my schedule to be controlling these far-off lands. I am just too busy.",29.194999999999997,78,Well thank you for coming in Well before your aide de - camp loses hand This is called world map Now take look at blob here and here If we marry our blobs would join up and we would control world way to huge sea monster sea monster You know I really just do not have time in my schedule to be controlling far off lands I am just too busy,gratitude
10,"Doing what? You spent three whole days drinking and foxhunting. That was a lot of hard work. Now, you try tracking a fox when drunk. - It's impossible. - No, it isn't! You didn't. Do not hit me, sweet prince! No, no, no, no! I promise, milord, you can keep gallivanting here with your merry bros, and I'll have other interests. We never have to be together, except for royal events,",23.387999999999995,71,Doing what You spent whole days drinking and foxhunting That was lot of hard work Now you try tracking fox when drunk It is impossible No it is not You did not Do not hit me sweet prince No no no no I promise milord you can keep gallivanting here with your merry and I will have other interests We never have to be together except for royal events,neutral
11,"war planning and when we have to engage in the disgusting practice of making a son. Yeah? Your offer is intriguing, but I have no intention on settling down anytime soon. I see. He's not working with much upstairs, and I'd be surprised if it was different elsewhere. She knows what I'm talking about. Are they rosy yet? The pain is quite terrific. Ladies, are we ready?",24.602999999999998,67,war planning and when we have to engage in disgusting practice of making son Yeah Your offer is intriguing but I have intention on settling down anytime soon I see He is not working with much upstairs and I would be surprised if it was different elsewhere She knows what I am talking about Are they rosy yet pain is quite terrific Ladies are we ready,disgust
12,"What in God's name are you doing? Bringing color to her cheeks. Good idea. - Where's Cinderella? - She's still in that basement. - Cinderella! - I'm starting to think she doesn't like us. Cinderella! Girls, can you help me? Cinderella! Cinderella! - Cinderella! - Cinderella! You called? Yes, stepchild. Don't be dense.",22.517,53,What in 's name are you doing Bringing color to her cheeks Good idea Where is She is still in basement I am starting to think she does not like us Girls can you help me You called Yes stepchild Do not be dense,neutral
13,"I'm sorry, I-I was just... About to make an excuse? I could truly care less. Grab your things. Try not to make us late. The changing of the guard waits for no one. Cinderella? Yeah? Do you think I look pretty? I think you look so pretty. But... honestly, who cares what I think? Who cares what anyone thinks?",22.063999999999997,59,I am sorry I I was just About to make excuse I could truly care less Grab your things Try not to make us late changing of guard waits for one Yeah Do you think I look pretty I think you look so pretty But honestly who cares what I think Who cares what anyone thinks,admiration
14,"What matters is how you feel when you look in the mirror. That's deep. How do I feel... about myself? Uh... Yeah, I do. I feel pretty. Cool. You have dirt on your face. Please, girls, we're going to be late. What is that? It's a dress.",23.066,47,What matters is how you feel when you look in mirror That is deep How do I feel about myself Uh Yeah I do I feel pretty Cool You have dirt on your face Please girls we are going to be late What is that It is dress,realization
15,"I made it. - Why? - I don't know. I-I just thought, since the whole kingdom will be there today, I could find someone who will maybe buy it. To think that any girl, let alone you, would have the audacity to engage in matters of business, it's insane. I will not have you embarrassing this household with your blasphemy. Don't ever let me catch you trying such nonsense again. Put the dress down.",24.156,74,I made it Why I do not know I I just thought since whole kingdom will be there today I could find someone who will maybe buy it To think that girl let alone you would have audacity to engage in matters of business it is insane I will not have you embarrassing household with your blasphemy Do not ever let me catch you trying such nonsense again Put dress down,realization
16,"Yes, Stepmother. Good. Now... shoulders back. No slouching. And smile. Every girl is worth more when she smiles. What are you doing? I am stewing in my own anger. Oh, okay. You turned down the daughter of Lord Reginald. I guess she wasn't the one.",22.687,45,Yes Good Now shoulders back slouching And smile girl is worth more when she smiles What are you doing I am stewing in my own anger Oh okay You turned down daughter of I guess she was not,anger
17,"She was! I would've had control of all the territories right up to the domain of the sea monster. Well, perhaps you should marry the sea monster, Robert. I would have to have grandmother's ring resized. You keep overlooking his behavior, - and he'll never grow out of it. - Stop. He's gonna make a fine king. Is it me, or is your throne just a little bit taller than it was yesterday? - I mean, it really looks... - Oh, don't be ridiculous.",24.215999999999998,84,She was I would have had control of territories right up to domain of sea monster Well perhaps you should marry sea monster I would have to have grandmother 's ring resized You keep overlooking his behavior and he will never grow out of it Stop He is going to make fine king Is it me or is your throne just little bit taller than it was yesterday I mean it really looks Oh do not be ridiculous,neutral
18,"- Quite a bit. - And even if it is, I have every right to make it taller. I'm king. Mm. Yes. And I am ridiculous. If you need me, I shall be in my chambers. Brushing my hair. Until it all falls out. So we good? 'Cause I got a thing. Uh-uh-uh-uh-uh-uh-uh-uh. You're bringing shame on this family, Robert. Have you seen this?",24.086,64,bit And even if it is I have right to make it taller I am king Mm Yes And I am ridiculous If you need me I shall be in my chambers Brushing my hair Until it all falls out So we good Because I got thing Uh - uh uh uh uh uh uh - uh You are bringing shame on family Have you seen this,disgust
19,"""The Roundabout Players present The King's Idiot Son."" Ooh, do you think we can still get tickets? I'm becoming a laughingstock. I think you're overreacting. Well, why don't you ask the Roundabout Players if I'm overreacting? They are currently in a dark windowless room under the castle. You can't leave actors alone in a basement without attention. They'll die! When you marry, you'll settle down. You'll stop behaving like my idiot son,",21.182000000000002,72,present 's do you think we can still get tickets I am becoming laughingstock I think you are overreacting Well why do not you ask if I am overreacting They are currently in dark windowless room under castle You can not leave actors alone in basement without attention They will die When you marry you will settle down You will stop behaving like my idiot son,amusement
20,"and the perception of the people will be that you take the crown seriously. You can't control me. Oh, that's exactly what I can do. That's the perk of being the king. But I feel nothing for these women. It's crazy to think I'm actually gonna fall in love with one of them. Kings marry for power, not for love. Oh, well, it's perfect then that Mother came with three castles and a hundred horses,",16.956,75,and perception of people will be that you take crown seriously You can not control me Oh that is exactly what I can do That is perk of being king But I feel nothing for women It is crazy to think I am actually going to fall in love with of them Kings marry for power not for love Oh well it is perfect then that came with castles and horses,love
21,"or I suppose I never would've been born! Silence! Don't talk about what you don't understand. Hmm? Continue to defy me, and just out of spite, I'll give it all... the crown, the palace, everything... to your sister. Leave us, Gwen. Sorry. I would be embarrassed if I wasn't so bored with my life. But since I'm here, I would love to stay",29.799,63,or I suppose I never would have been born Silence Do not talk about what you do not understand Hmm Continue to defy me and just out of spite I will give it all crown palace everything to your sister Leave us Sorry I would be embarrassed if I was not so bored with my life But since I am here I would love to stay,love
22,"and help sort out this whole crown issue. You've been excused, Gwen. Right. But would this be a good time for me to mention how the kingdom could use the power of the wind - instead of burning filthy coal? - Go! Father, you know how badly I want to be king. I do. Now, to make sure your nuptials are done properly and on my schedule, we shall hold a ball. Yes. We'll invite every woman of worth. You'll dance. You'll be charming.",26.860000000000003,84,and help sort out whole crown issue You have been excused Right But would this be good time for me to mention how kingdom could use power of wind instead of burning filthy coal Go you know how badly I want to be king I do Now to make sure your nuptials are done properly and on my schedule we shall hold ball Yes We will invite woman of worth You will dance You will be charming,desire
23,"You shall find a bride. - Hmm? - No, no, no. D-Dancing at these things is so... mannered. And formal. We look like fools! Of course we do. But women love it. Good God, Robert, if a rich man ever lost a woman, it was to a man who could dance. Why do I have to explain everything to you? This is insane! I can't just pick some bride at a ball.",19.606999999999996,72,You shall find bride Hmm no no at things is so mannered And formal We look like fools Of course we do But women love it Good if rich man ever lost woman it was to man who could dance Why do I have to explain everything to you This is insane I can not just pick bride at ball,love
