Number,StartMilliseconds,EndMilliseconds,Text
1,13792,18542,"♪♪ [ ""If I Didn't Care"" ]"
2,22250,27208,♪ IF I DIDN'T CARE ♪
3,27250,32792,♪ MORE THAN WORDS CAN SAY ♪
4,32834,37917,♪ IF I DIDN'T CARE ♪
5,37959,43333,♪ WOULD I FEEL THIS WAY ♪
6,43375,48667,♪ IF THIS ISN'T LOVE ♪
7,48709,53500,♪ THEN WHY DO I THRILL ♪
8,53542,59917,"♪ AND WHAT MAKES MY HEAD
GO 'ROUND AND 'ROUND ♪"
9,59959,65041,"♪ WHILE MY HEART
STANDS STILL ♪"
10,65083,70166,♪ IF I DIDN'T CARE ♪
11,70208,75166,♪ WOULD IT BE THE SAME ♪
12,75208,78792,"[ Radio ]
♪ WOULD MY EVERY PRAYER ♪"
13,78834,81417,♪ BEGIN AND END ♪
14,81458,86166,♪ WITH JUST YOUR NAME ♪
15,86208,89417,♪ AND WOULD I BE SURE ♪
16,89458,92041,♪ THAT THIS IS LOVE ♪
17,92083,96750,♪ BEYOND COMPARE ♪
18,96792,99917,♪ WOULD ALL THIS BE TRUE ♪
19,99959,106959,"♪ IF I DIDN'T CARE
FOR YOU ♪"
20,111041,114875,"[ Speaking ]
IF I DIDN'T CARE,"
21,114917,118875,"HONEY CHILD,
MORE THAN WORDS CAN SAY,"
22,120542,122500,IF I DIDN'T CARE--
23,122542,125542,"♪♪ [ Continues ]
[ Attorney ] MR. DUFRESNE,
DESCRIBE THE..."
24,125583,127917,"CONFRONTATION YOU HAD
WITH YOUR WIFE..."
25,127959,130834,"THE NIGHT
THAT SHE WAS MURDERED."
26,134542,136375,IT WAS VERY BITTER.
27,136417,138709,"SHE SAID
SHE WAS GLAD I KNEW,"
28,138750,142166,"THAT SHE HATED
ALL THE SNEAKING AROUND."
29,142458,146375,"AND SHE SAID SHE WANTED
A DIVORCE IN RENO."
30,146417,148166,WHAT WAS YOUR RESPONSE?
31,148208,150417,"I TOLD HER
I WOULD NOT GRANT ONE."
32,150458,152750,"""I'LL SEE YOU IN HELL
BEFORE I SEE YOU IN RENO."""
33,152792,157458,"THOSE WERE THE WORDS YOU USED,
MR. DUFRESNE, ACCORDING TO THE
TESTIMONY OF YOUR NEIGHBORS."
34,157500,160125,IF THEY SAY SO.
35,160166,162834,"I REALLY DON'T REMEMBER.
I WAS UPSET."
36,162875,167000,"WHAT HAPPENED AFTER
YOU ARGUED WITH YOUR WIFE?"
37,167041,169166,SHE PACKED A BAG--
38,169208,172500,"SHE PACKED A BAG TO GO
AND STAY WITH MR. QUENTIN."
39,172542,174375,"[ Attorney ]
GLENN QUENTIN.
[ Both Laughing ]"
40,174417,177166,"THE GOLF PRO AT
THE SNOWDEN HILLS
COUNTRY CLUB."
41,177208,182166,"THE MAN YOU HAD
RECENTLY DISCOVERED
WAS YOUR WIFE'S LOVER."
42,182750,185291,DID YOU FOLLOW HER?
43,185709,187625,"WENT TO A FEW BARS
FIRST."
44,187667,190667,"LATER I DROVE TO HIS HOUSE
TO CONFRONT THEM."
45,190709,194458,"THEY WEREN'T HOME,
SO I PARKED IN THE TURNOUT..."
46,194500,196125,"AND... WAITED.
♪♪ [ Continues ]"
47,196166,200500,"[ Attorney ]
WITH WHAT INTENTION?
I'M NOT SURE."
48,200542,204667,"I WAS CONFUSED,
UH, DRUNK."
49,205375,208667,"I THINK... MOSTLY
I WANTED TO SCARE THEM."
50,208709,212667,"WHEN THEY ARRIVED,
YOU WENT UP TO THE HOUSE
AND MURDERED THEM."
51,212709,215250,"NO.
I WAS SOBERING UP."
52,215291,218875,"I GOT BACK IN THE CAR,
AND I DROVE HOME
TO SLEEP IT OFF."
53,218917,220625,"ALONG THE WAY, I STOPPED..."
54,220667,222625,"AND THREW MY GUN
INTO THE ROYAL RIVER."
55,222667,225709,"- I FEEL I'VE BEEN
VERY CLEAR ON THIS POINT.
- WELL, WHERE I GET HAZY..."
56,225750,229041,"IS WHERE
THE CLEANING WOMAN SHOWS UP
THE FOLLOWING MORNING..."
57,229083,232208,"AND FINDS YOUR WIFE
IN BED WITH HER LOVER,"
58,232250,234500,"RIDDLED WITH
.38 CALIBER BULLETS."
59,234542,239709,"NOW, DOES THAT STRIKE YOU
AS A FANTASTIC COINCIDENCE,
MR. DUFRESNE, OR IS IT JUST ME?"
60,239750,241417,"YES, IT DOES."
61,241458,243667,YET YOU STILL MAINTAIN...
62,243709,247166,"THAT YOU THREW YOUR GUN
INTO THE RIVER BEFORE
THE MURDERS TOOK PLACE."
63,247208,248834,THAT'S VERY CONVENIENT.
64,248875,251041,IT'S THE TRUTH.
65,251083,255417,"THE POLICE DRAGGED
THAT RIVER FOR THREE DAYS
AND NARY A GUN WAS FOUND."
66,255458,259208,"SO THERE COULD BE
NO COMPARISON MADE
BETWEEN YOUR GUN..."
67,259250,260750,AND THE BULLETS TAKEN...
68,260792,264750,"FROM THE BLOOD-STAINED
CORPSES OF THE VICTIMS."
69,264792,267291,"AND THAT, ALSO,"
70,267333,269208,IS VERY CONVENIENT.
71,269250,271834,"ISN'T IT, MR. DUFRESNE?"
72,272125,274083,"SINCE I AM INNOCENT
OF THIS CRIME, SIR,"
73,274125,279125,"I FIND IT DECIDEDLY
INCONVENIENT THAT THE GUN
WAS NEVER FOUND."
74,279166,284375,"[ Radio ]
♪ WITH JUST YOUR NAME ♪"
75,284417,287917,♪ AND WOULD I BE SURE ♪
76,287959,290625,♪ THAT THIS IS LOVE ♪
77,290667,294875,♪ BEYOND COMPARE ♪♪
78,294917,296834,"[ Switches Radio Off ]
[ Attorney ]
LADIES AND GENTLEMEN,"
79,296875,300458,"YOU'VE HEARD
ALL THE EVIDENCE,
YOU KNOW ALL THE FACTS."
80,300500,303000,"WE HAVE THE ACCUSED AT
THE SCENE OF THE CRIME."
81,303041,306458,"WE HAVE FOOTPRINTS,
TIRE TRACKS, BULLETS
STREWN ON THE GROUND..."
82,306500,308125,"WHICH BEAR
HIS FINGERPRINTS,"
83,308166,311250,"A BROKEN BOURBON BOTTLE,
LIKEWISE WITH FINGERPRINTS,"
84,311291,312834,"AND MOST OF ALL,"
85,312875,315875,"WE HAVE A BEAUTIFUL YOUNG
WOMAN AND HER LOVER..."
86,315917,319208,"LYING DEAD
IN EACH OTHERS ARMS."
87,319250,322667,THEY... HAD SINNED.
88,322709,325458,"BUT WAS THEIR CRIME
SO GREAT..."
89,325500,328125,"AS TO MERIT
A DEATH SENTENCE?"
90,328166,332083,"NOW, WHILE YOU THINK
ABOUT THAT,"
91,332125,334291,THINK ABOUT THIS:
92,334333,338083,"A REVOLVER HOLDS
SIX BULLETS, NOT EIGHT."
93,338125,341834,"I SUBMIT THAT THIS
WAS NOT A HOT-BLOODED
CRIME OF PASSION."
94,341875,345417,"THAT AT LEAST
COULD BE UNDERSTOOD,
IF NOT CONDONED."
95,345458,348709,"NO.
THIS WAS REVENGE..."
96,348750,351834,"OF A MUCH MORE BRUTAL
AND COLD-BLOODED NATURE."
97,351875,357333,"CONSIDER THIS:
FOUR BULLETS PER VICTIM.
NOT SIX SHOTS FIRED, BUT EIGHT."
98,357375,361709,"THAT MEANS THAT
HE FIRED THE GUN EMPTY..."
99,361750,364667,AND THEN STOPPED TO RELOAD...
100,364709,368000,"SO THAT HE COULD SHOOT
EACH OF THEM AGAIN."
101,368041,370083,AN EXTRA BULLET PER LOVER.
102,370125,374542,"RIGHT IN THE HEAD.
[ Breathing Heavily ]"
103,375625,377250,YOU STRIKE ME...
104,377291,380458,"AS A PARTICULARLY ICY
AND REMORSELESS MAN,
MR. DUFRESNE."
105,380500,384417,"IT CHILLS MY BLOOD
JUST TO LOOK AT YOU."
106,385083,387834,"BY THE POWER VESTED IN ME
BY THE STATE OF MAINE,"
107,387875,392709,"I HEREBY ORDER YOU TO SERVE
TWO LIFE SENTENCES
BACK TO BACK."
108,392750,396500,"ONE FOR EACH
OF YOUR VICTIMS.
SO BE IT."
109,420875,423333,"[ Man ]
SIT."
110,425834,429792,"WE SEE BY YOUR FILE
YOU'VE SERVED 20 YEARS
OF A LIFE SENTENCE."
111,429834,431208,"YES, SIR."
112,431250,433875,"DO YOU FEEL YOU'VE BEEN
REHABILITATED?"
113,433917,436667,"OH, YES, SIR.
ABSOLUTELY, SIR."
114,437417,440166,"I MEAN,
I LEARNED MY LESSON."
115,440208,444792,"I CAN HONESTLY SAY THAT
I'M A CHANGED MAN."
116,445375,449959,"I'M-- I'M NO LONGER
A DANGER TO SOCIETY."
117,450000,452667,"THAT'S GOD'S
HONEST TRUTH."
118,461542,466542,"[ Men Yelling,
Talking, Laughing ]"
119,484000,488125,"[ Indistinct Talking
Continues ]"
120,488166,490959,"HEY, RED.
HOW'D IT GO?"
121,491000,493500,"SAME OLD SHIT,
DIFFERENT DAY."
122,493542,495583,"YEAH.
I KNOW
HOW YOU FEEL."
123,495625,498333,"I'M UP FOR REJECTION
NEXT WEEK."
124,498375,501041,"YEAH, I GOT REJECTED
LAST WEEK."
125,501083,502625,IT HAPPENS.
126,502667,505208,"- HEY, RED, BUMP ME A DECK.
- GET THE FUCK OUT MY FACE."
127,505250,508166,"YOU'RE INTO ME FOR
FIVE PACKS ALREADY.
FIVE!
FOUR."
128,508208,512542,"[ Red Narrating ]
THERE MUST BE A CON LIKE ME
IN EVERY PRISON IN AMERICA."
129,512583,517875,"I'M THE GUY WHO CAN GET IT
FOR YA-- CIGARETTES; A BAG OF
REEFER, IF THAT'S YOUR THING;"
130,517917,522375,"A BOTTLE OF BRANDY
TO CELEBRATE YOUR KID'S
HIGH SCHOOL GRADUATION."
131,522417,524709,"DAMN NEAR ANYTHING,
WITHIN REASON."
132,524750,528417,"YES, SIR, I'M A REGULAR
SEARS AND ROEBUCK."
133,528458,531208,[ Siren Wailing ]
134,531250,534041,"SO, WHEN ANDY DUFRESNE
CAME TO ME IN 1949..."
135,534083,538583,"AND ASKED ME
TO SMUGGLE RITA HAYWORTH
INTO THE PRISON FOR HIM,"
136,538625,541458,"I TOLD HIM, ""NO PROBLEM."""
137,561583,564458,"[ Man On P.A. ]
...THE MAIN GATE."
138,564500,567291,"[ P.A. Continues,
Indistinct ]"
139,582166,585458,"ANDY CAME TO SHAWSHANK PRISON
IN EARLY 1947..."
140,585500,588458,"FOR MURDERING
HIS WIFE AND THE FELLA
SHE WAS BANGING."
141,588500,592417,"ON THE OUTSIDE,
HE'D BEEN VICE PRESIDENT
OF A LARGE PORTLAND BANK."
142,592458,595583,"GOOD WORK FOR A MAN
AS YOUNG AS HE WAS."
143,595625,599333,"[ Men Clapping,
Whistling ]"
144,601000,603333,"HEY, RED."
145,603750,607166,"[ Whistling,
Clapping Continue ]"
146,629291,633166,"[ Men Clapping,
Yelling Continues ]"
147,638458,640667,"YOU SPEAK ENGLISH,
BUTT STEAK?"
148,640709,643375,"YOU FOLLOW
THIS OFFICER."
149,653083,655041,"[ Men Yelling ]
MEAT! MEAT!"
150,655083,659750,"I HAVEN'T SEEN SUCH
A SORRY-LOOKIN' HEAP OF
MAGGOT SHIT IN ALL MY LIFE."
151,659792,663125,"HEY, FISH,
COME OVER HERE!"
152,672667,676792,"[ Yelling Continues ]
[ Men Yelling ]
UNDERSTAND, NEW FISH?"
153,676834,680542,"COME ON, FISH,
COME OVER HERE!"
154,685291,687083,"TAKIN' BETS TODAY,
RED?"
155,687125,688875,"SMOKES OR COIN?
BETTER'S CHOICE."
156,688917,693041,"- SMOKES.
PUT ME DOWN FOR TWO.
- ALL RIGHT, WHO'S YOUR HORSE?"
157,693083,696375,"THAT LITTLE
SACK OF SHIT.
MMM, EIGHTH."
158,696417,698208,"EIGHTH FROM THE FRONT.
HE'LL BE FIRST."
159,698250,702041,"OH, BULLSHIT.
I'LL TAKE THAT ACTION.
YOU'RE OUT SOME SMOKES, SON."
160,702083,705250,"- HEYWOOD, YOU'RE SO SMART,
YOU CALL IT.
- I'LL TAKE..."
161,705291,708583,"THE CHUBBY FAT ASS,
THE FIFTH ONE
FROM THE FRONT."
162,708625,711375,"PUT ME DOWN
FOR A QUARTER DECK."
163,711792,715125,"FRESH FISH!
FRESH FISH TODAY!"
164,715166,717083,"[ Laughing ]
WE'RE REELIN' 'EM IN!"
165,717125,721750,"I MUST ADMIT
I DIDN'T THINK MUCH OF ANDY
FIRST TIME I LAID EYES ON HIM."
166,721792,724959,"LOOKED LIKE A STIFF BREEZE
WOULD BLOW HIM OVER."
167,725000,728667,"THAT WAS MY FIRST IMPRESSION
OF THE MAN.
WHAT DO YOU SAY, RED?"
168,728709,733208,"THAT TALL DRINK OF WATER
WITH THE SILVER SPOON
UP HIS ASS."
169,733250,735333,"THAT GUY?
NEVER HAPPEN."
170,735375,737667,"TEN CIGARETTES.
THAT'S A RICH BET."
171,737709,739417,"ALL RIGHT, WHO'S GONNA
PROVE ME WRONG?"
172,739458,742792,"OH!
HEYWOOD? JIGGER?
[ Heywood Chuckling ]"
173,742834,744500,SKEETS?
174,744542,746625,"FLOYD!
[ Chuckling ]"
175,746667,748208,FOUR BRAVE SOULS.
176,748250,751125,"[ P.A. ]
RETURN TO YOUR CELL BLOCKS
FOR EVENING COUNT."
177,751166,755208,"ALL PRISONERS
RETURN TO YOUR CELL BLOCKS."
178,774875,777875,"TURN TO THE RIGHT!
EYES FRONT!"
179,777917,780417,[ Door Slams ]
180,789750,793625,"THIS IS MR. HADLEY.
HE'S CAPTAIN OF THE GUARDS."
181,793667,795959,"I'M MR. NORTON, THE WARDEN."
182,796000,798166,YOU ARE CONVICTED FELONS.
183,798208,801208,"THAT'S WHY
THEY'VE SENT YOU TO ME."
184,801250,804000,"RULE NUMBER ONE:
NO BLASPHEMY."
185,804041,807709,"I'LL NOT HAVE
THE LORD'S NAME
TAKEN IN VAIN IN MY PRISON."
186,807750,811583,"THE OTHER RULES
YOU'LL FIGURE OUT
AS YOU GO ALONG."
187,811625,815208,"ANY QUESTIONS?
WHEN DO WE EAT?"
188,822125,824375,"YOU EAT...
WHEN WE SAY
YOU EAT."
189,824417,828333,"YOU SHIT
WHEN WE SAY YOU SHIT AND
PISS WHEN WE SAY YOU PISS."
190,828375,831208,"YOU GOT THAT,
YOU MAGGOT-DICK
MOTHERFUCKER?"
191,831250,833750,"- [ Groans ]
- [ Hadley ]
ON YOUR FEET."
192,833792,837041,"[ Man Coughs ]
[ Norton ]
I BELIEVE IN TWO THINGS:"
193,837083,840041,DISCIPLINE AND THE BIBLE.
194,840083,842875,HERE YOU'LL RECEIVE BOTH.
195,842917,845583,PUT YOUR TRUST IN THE LORD.
196,845625,848208,YOUR ASS BELONGS TO ME.
197,849750,852291,WELCOME TO SHAWSHANK.
198,856542,858917,UNHOOK 'EM.
199,863375,866000,"[ Hadley ]
TURN AROUND."
200,871792,873959,THAT'S ENOUGH.
201,874000,876709,"MOVE TO THE END
OF THE CAGE."
202,877125,880458,"TURN AROUND.
DELOUSE HIM."
203,881208,883625,TURN AROUND.
204,884083,888542,"MOVE OUT OF THE CAGE,
GO TO YOUR LEFT, PICK UP
YOUR CLOTHES AND BIBLE."
205,888583,890959,NEXT MAN UP!
206,891458,895417,"TO THE RIGHT.
RIGHT, RIGHT, RIGHT.
[ Man Yells ]"
207,895458,897333,"[ Hadley ]
LEFT. LEFT."
208,897375,899875,"[ Red Narrating ]
THE FIRST NIGHT'S THE TOUGHEST,
NO DOUBT ABOUT IT."
209,899917,903709,"UPSTAIRS.
THEY MARCH YOU IN, NAKED
AS THE DAY YOU WERE BORN,"
210,903750,908583,"SKIN BURNING AND HALF BLIND
FROM THAT DELOUSING SHIT
THEY THROW ON YOU."
211,908625,911834,"AND WHEN THEY PUT YOU
IN THAT CELL,"
212,911875,914417,"WHEN THOSE BARS SLAM HOME,"
213,914458,917250,"THAT'S WHEN YOU KNOW
IT'S FOR REAL."
