Number,StartMilliseconds,EndMilliseconds,Text
1,220852,222431,Dad...
2,328007,332537,"Clear the ramp! 30 seconds!
God be with you!"
3,332662,334777,"Port side, stick.
Starboard side, stick."
4,334902,337188,"Move fast and clear
those mortar holes."
5,337313,340044,"l want to see plenty
of beach between men."
6,340170,343989,"Five men is an opportunity.
One is a waste of ammo."
7,344114,346359,"Keep the sand
out of your weapons."
8,346483,348244,Keep those actions clear.
9,348370,350365,l'll see you on the beach.
10,383038,385403,Open mortar holes!
11,401432,403132,Over the side!
12,409616,411737,"Port and starboard, over..."
13,480885,482506,Jesus.
14,482631,483915,Thank you...
15,623449,626694,"l said, what the hell
do we do now, sir?"
16,628312,629269,Captain Miller!
17,630392,631349,Captain Miller!
18,632678,634337,Captain Miller!
19,634462,637247,Sergeant Horvath!
20,637371,639518,Move your men off the beach!
21,639642,641223,Go!
22,641348,643255,"OK, you guys!"
23,643380,646291,Get on my ass! Follow me!
24,646416,648160,What's the rallying point?
25,648285,650281,Anywhere but here!
26,662733,664226,The sea wall!
27,664350,665846,Move up to the sea wall!
28,665971,667749,"Sir, l'm staying!"
29,667876,670918,"Clear this beach!
Make way for the others!"
30,671044,673283,This is all we got!
31,673407,677358,"Every inch of this beach
has been pre-sighted!"
32,677482,681043,"You stay here, you're dead men!"
33,694378,695958,Mama!
34,696540,697663,Mama!
35,702429,704960,Stay down! Stay down!
36,709658,711152,What are you guys?
37,711278,714183,"104th Medical Battalion, sir!"
38,714309,716722,Here to set up field operations!
39,716844,718648,Get rid of that crap!
40,718780,721982,"Grab yourselves some weapons.
Follow me."
41,728654,730277,l'm hit!
42,730400,731522,Briggs!
43,736674,737878,Get me out!
44,738003,740608,l'm hit low. God!
45,740733,742188,Medic!
46,742312,744220,"Navy Beach Battalion, sir."
47,744344,747143,"l gotta clear these obstacles
for the tanks."
48,747271,749723,"All the armour's
foundering in the Channel."
49,749846,751054,"Orders, sir."
50,751178,753751,"You go somewhere else.
l'm clearing this one!"
51,753875,755000,"Come on, Briggs!"
52,760305,761344,Medic!
53,798228,799917,Move! Move!
54,807030,810055,Move! Come on!
55,810180,811511,Move!
56,831963,833995,Shore party.
57,834120,835990,No armour has made it ashore.
58,836115,838153,We got no DD tanks.
59,838278,841256,Dog One is not open.
60,841380,843786,Who's in command here?
61,843913,845865,"You are, sir!"
62,846741,848732,"- Sergeant Horvath!
- Sir!"
63,848861,851020,You recognise where we are?
64,851144,854510,"Right where we're supposed to
be, but no one else is!"
65,854632,857167,"Nobody's where
they're supposed to be."
66,857297,858934,Shore party.
67,860020,861601,"First wave, ineffective."
68,861730,867097,"We do not hold the beach. Say
again, we do not hold the beach."
69,867223,870369,"Sir, we got the leftovers
from Fox Company,"
70,870493,872323,"Able Company
and George Company!"
71,872447,876601,"Plus we got some Navy Demo guys
and a Beachmaster!"
72,876725,878221,Shore party.
73,879242,880660,Shore party.
74,885811,889136,"Cat-F, Cat-F, C..."
75,892254,894618,"- Reiben here, sir!
- Anybody else?"
76,894744,896281,"Jackson, but that's about it."
77,896406,898616,Mellish here.
78,898743,900840,"Caparzo!
DeForest's back with Wade."
79,900964,904203,"He's hurt so bad he says
he sprung 100 leaks."
80,904327,906406,Wade says he's all used up.
81,906531,908231,Find somebody you can help.
82,908359,911644,"He's battalion surgeon, sir!"
83,915381,916420,Get his attention.
84,916545,917502,Wade!
85,917626,918545,"Yo, doc!"
86,918673,921020,Wade!
87,928159,930036,Get him off the beach.
88,930161,932322,"l got it!
We stopped the bleeding!"
89,932448,934960,We stopped the bleeding!
90,935085,936498,Fuck!
91,936624,940433,"Just give us a fucking chance,
you son of a bitch!"
92,940557,942471,Son of a fucking cocksucker!
93,942594,945043,"Come on, Wade! lt's Mellish!"
94,945169,946922,Wade!
95,948450,951876,"We found Miller!
Let's move! Let's move!"
96,952001,954990,"Oh, God. Oh, God."
97,959249,962167,"This is all?
This is all that's made it?"
98,962292,963991,"We got scattered
pretty bad, sir."
99,964117,965947,There's bound to be more.
100,966070,968688,Not enough. This is not enough.
101,968813,969978,Dog One exit...
102,970102,972430,"On the right.
Or is it left? Shit!"
103,972555,976292,"No, Vierville is west of us.
This is Dog One."
104,976416,977789,They're killing us!
105,977914,981183,"We don't have a fucking chance,
and that ain't fair!"
