Number,StartMilliseconds,EndMilliseconds,Text
1,7090,10759,"Tokuma Shoten, Studio Ghibli, Nippon Television Network,
Dentsu, Walt Disney Japan, Tohokushinsha Film
and Mitsubishi present"
2,13346,15889,"Good luck, Chihiro
Hope we meet again"
3,16099,18892,Chihiro? Chihiro!
4,19102,20561,We're almost there.
5,23523,25482,This really is the middle of nowhere.
6,25608,28402,I'll have to shop in the next town.
7,28570,30612,We'll just have to make do.
8,33033,35034,"Look, there's the elementary school."
9,35160,36952,"That's your new school, Chihiro."
10,37829,40080,"Why, it looks very nice."
11,47797,49923,I liked my old school.
12,54137,56972,"Mom, my flowers got bent."
13,57223,59683,"No wonder,
the way you squeeze them."
14,59809,62770,"A little water
and they'll perk right up."
15,63813,67399,"My first bouquet,
and it's farewell flowers."
16,67525,70986,"What about the rose
you got for your birthday?"
17,71112,74114,"One rose?
One rose isn't a bouquet."
18,74282,75908,You dropped the card.
19,76034,80412,"Now pull yourself together.
This is a busy day for us."
20,99641,104812,SPIRITED AWAY
21,117200,121161,"Wait a minute.
Did I take a wrong turn?"
22,121621,123080,I don't get it.
23,123206,125332,That must be it up there.
24,126167,128210,The blue one on the end.
25,128628,129962,That's it.
26,130547,133048,I guess I turned off too soon.
27,133299,135175,Maybe if we go straight?
28,135343,137845,"Oh, please.
That's how we always get lost."
29,137971,139972,Let's just see what's up here.
30,140390,144017,"- What are those things?
- Houses for the guardian spirits."
31,150900,152484,"Dad, are you sure?"
32,152610,155195,"Don't worry, we've got 4-wheel drive."
33,155738,157156,"Sit down, Chihiro."
34,177343,179636,What are you doing? Slow down!
35,181139,182472,There's a tunnel.
36,197030,198655,What's this building?
37,198781,200616,It looks like a gate.
38,201534,204578,"Honey, I think we should go back."
39,205246,206622,Chihiro!
40,208208,209124,Honestly...
41,209542,211877,"Look at this, it's just plaster."
42,212086,214087,This thing's pretty new.
43,224224,225599,The air's blowing in.
44,226226,227184,What is it?
45,227310,229603,Let's see what's on the other side.
46,230230,232356,"It's creepy, Dad.
Can't we go back?"
47,232815,236777,"Don't be such a chicken.
C'mon, let's take a look."
48,236945,239112,The movers will be there soon.
49,239239,243283,"So? They've got the keys.
They'll handle everything."
50,243409,244451,"I know, but..."
51,244577,246536,No! I won't go.
52,248539,250582,"Dad, let's go."
53,250708,252167,"Come on, it'll be fun."
54,252335,254002,I'm staying here!
55,262262,264763,"Chihiro, you wait in the car."
56,266683,268600,Mom...
57,270520,271895,Wait up!
58,277443,279069,Watch your step.
59,279195,282531,"Chihiro, don't cling.
You'll make me trip."
60,314564,317858,"- What is this?
- Wait, hear that?"
61,326659,329536,"- A train.
- Maybe we're near a station."
62,329704,331538,"Let's find out.
It must be close."
63,368368,370494,"Houses, way out here?"
64,370620,372245,I knew it.
65,372622,375415,It's an abandoned theme park.
66,377210,380587,"They built lots of them
back in the nineties."
67,380755,383256,"But they went bust
when the economy tanked."
68,383591,385926,This must be one of them.
69,386052,388011,"Wait, where are we going?"
70,388137,390764,"Let's go back, Dad."
71,393726,395394,Please!
72,404987,407906,"Mom, that building's moaning."
73,408157,409241,It's just the wind.
74,409742,414246,"What a lovely spot.
We should've brought the sandwiches."
75,417250,419126,This would've been a river.
76,424590,426258,Do you smell something?
77,427009,430178,"- Something smells good.
- You're right."
78,430304,433098,"Maybe they're open
for business after all."
79,433433,434975,"Hurry up, Chihiro."
80,435101,437185,Wait for me!
81,470178,471636,This way.
82,475808,479186,"Can you believe it?
Nothing but restaurants."
83,479353,481521,There's nobody here.
84,484150,485484,Over there.
85,489655,491823,Come on!
86,502919,504544,Come take a look.
87,507173,509299,This is amazing.
88,509425,512344,"Hello, is anybody here?"
89,512470,514888,"Come on, Chihiro.
It looks delicious."
90,515264,516348,You got customers!
