Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"Thank you very much, sir. You did a wonderful job. Wonderful. Shh. Shh. We did it, Pete. We did it. - For a moment, we had our doubts. - Shh. To continue, you've listened to a long and complex case... murder in the first degree. A premeditated murder is the most serious charge tried in our criminal courts. You've listened to the testimony. You've had the law read to you and interpreted as it applies in this case. It's now your duty to sit down and try and separate the facts from the fancy. One man is dead. Another man's life is at stake. If there's a reasonable doubt in your minds as to the guilt of the accused... a reasonable doubt... then you must bring me a verdict of not guilty.",41.529999999999994,132,Thank you very much You did wonderful job Wonderful We did it We did it For moment we had our doubts To continue you have listened to long and complex case murder in first degree premeditated murder is most serious charge tried in our criminal courts You have listened to testimony You have had law read to you and interpreted as it applies in case It is now your duty to sit down and try and separate facts from fancy man is dead man 's life is at stake If there is reasonable doubt in your minds as to guilt of accused reasonable doubt then you must bring me verdict of not guilty,admiration
2,"Now if, however, there's no reasonable doubt... then you must in good conscience find the accused guilty. However you decide, your verdict must be unanimous. In the event that you find the accused guilty... the bench will not entertain a recommendation for mercy. The death sentence is mandatory in this case. You're faced with a grave responsibility. Thank you, gentlemen. The alternate jurors are excused. The jury will now retire. Try this one. See if I can get it... It's a muggy day. Hey. Oh, oh. - Piece of gum? - No, thanks. This thing is... - Huh? - ...move it.",40.074,101,Now if however there is reasonable doubt then you must in good conscience find accused guilty However you decide your verdict must be unanimous In event that you find accused guilty bench will not entertain recommendation for mercy death sentence is mandatory in case You are faced with grave responsibility Thank you gentlemen alternate jurors are excused jury will now retire Try one See if I can get it It is muggy day Hey Oh oh of gum thanks thing is Huh move it,gratitude
3,"- Come on, I'll give you a hand. - Give me a hand with that. That's it. - You know something? - Yeah? I called the weather bureau this morning. This is gonna be the hottest day of the year. Could be. Boy, you'd think they'd at least air-condition these places. - What is your name, sir? - Oh, it's, uh... That one, yeah. Thank you very much. Okay, gentlemen, everybody's here. Now, if there's anything you want, I'll be right outside the door. - Just knock. - Okay, thanks. We will. Good morning. I never knew they locked the door. Sure they lock the door. What'd you think?",30.424999999999994,109,Come on I will give you hand Give me hand with that That is it You know something Yeah I called weather bureau morning This is going to be hottest day of year Could be Boy you would think they would at least air condition places What is your name Oh it is uh yeah Thank you very much Okay gentlemen everybody 's here Now if there is anything you want I will be right outside door Just knock Okay thanks We will Good morning I never knew they locked door Sure they lock door What did you think,gratitude
4,"I don't know. It just never occurred to me. What's that for? Oh, I thought we might want to vote by ballot. Great idea. Maybe we can get him elected senator. Just in case, you know. - Ηow'd you like it? - Oh, I don't know. It was pretty interesting. Yeah? I almost fell asleep. I mean, I've never been on a jury before. No? I've sat on many juries. What gets me is the way those lawyers talk and talk and talk... even when it's an open-and-shut case like this one. Did you ever hear so much talk about nothin'? Well, I guess they're entitled. Yeah. They're entitled. It's the system, but...",32.942,113,I do not know It just never occurred to me What is that for Oh I thought we might want to vote by ballot Great idea Maybe we can get him elected senator Just in case you know Ηow'd you like it Oh I do not know It was pretty interesting Yeah I almost fell asleep I mean I have never been on jury before No I have sat on many juries What gets me is way lawyers talk and talk and talk even when it is open and shut case like one Did you ever hear so much talk about nothing Well I guess they are entitled Yeah They are entitled It is system but,admiration
5,"If you ask me, I'd slap those tough kids down before they start any trouble. It would save us a lot of time and money. - Hey, let's get started, huh? - That's a good idea. - Yeah, let's get goin', huh? - We probably all got things to do here. I figured we'd start out with a five-minute break. There's one gentleman in the bathroom. - Mr. Foreman. - Huh? - Are, uh... Are we gonna sit in order? - Gee, I don't know. I, uh... Well, I guess so. Uh, you're in my seat. - Oh. Excuse me. - That's all right. Hey, that's not a bad view, huh? What did you think of the case? I mean, it had a lot of interest for me. No real... dead spots. You know what I mean? I tell you, we were lucky to get a murder case.",34.778,148,If you ask me I would slap tough kids down before they start trouble It would save us lot of time and money Hey let us get started That is good idea Yeah let us get going We probably all got things to do here I figured we would start out with minute break There is gentleman in bathroom Are uh Are we going to sit in order I do not know I uh Well I guess so Uh you are in my seat Oh Excuse me That is all right Hey that is not bad view huh What did you think of case I mean it had lot of interest for me real dead spots You know what I mean I tell you we were lucky to get murder case,approval
6,"I figured us for an assault or burglary. Boy, they can be the dullest. Hey. That the Woolworth Building? That's right. Isn't that funny? You know, I've lived here all my life. I've never been inside that. If you had to sort out all that junk... Like that thing with the movies. - Yeah. You can say that again. - And what about that business with the knife? I mean, asking grown-up people to believe that kind of jazz, huh? Well, I expected that. You know what we're dealing with. Yeah, I guess so. Well, your horn works. Now try your lights. - What do you got, a cold? - And how.",31.523,112,I figured us for assault or burglary Boy they can be dullest Hey That That is right Is not that funny You know I have lived here my life I have never been inside that If you had to sort out junk Like thing with movies Yeah You can say that again And what about business with knife I mean asking grown up people to believe kind of jazz Well I expected that You know what we are dealing with Yeah I guess so Well your horn works Now try your lights What do you got cold And how,realization
7,"These hot-weather colds can kill you. I can hardly touch my nose. You know what I mean? I sure do. I just got over one. Aw, come on. Mr. Foreman, let's go here, huh? Well, that guy's still in the bathroom. Hey, what's new? I didn't get a chance to see a paper this morning. Hmm? I was only wondering how the market closed. You got a seat on the Exchange? I'm a broker. I run a messenger service... the Beck and Call Company. The name is my wife's idea. Got 37 men working. Started with nothing. Okay, men, let's take our seats, huh? Yeah, we can all get outta here pretty quick, huh?",38.443,114,hot weather colds can kill you I can hardly touch my nose You know what I mean I sure do I just got over Aw come on let us go here Well guy 's still in bathroom Hey what is new I did not get chance to see paper morning Hmm I was only wondering how market closed You got seat on I am broker I run messenger service and name is my wife 's idea Got men working Started with nothing Okay men let us take our seats huh Yeah we can all get outta here pretty quick,fear
8,"I don't know about the rest of you, but I happen to have tickets to that ball game tonight. Yanks and Cleveland. Yeah, we got this kid, Modjelewski, in there. Ooh, he's a real bull, this kid. You know... Phoom! A real jug handle. You know? Phoom! You're a real baseball fan, aren't you? Huh? Yeah. Where do we sit here? Well, I thought we'd sit in order, you know, by jury numbers. One, two, three, four, five... so on, around the table. If that's okay with you gentlemen. - Sure. - What's the difference? - I think it's reasonable to sit in order. - Let it be.",29.817999999999998,108,I do not know about rest of you but I happen to have tickets to ball game tonight and Yeah we got kid in there he is real bull kid You know real jug handle You know You are real baseball fan are not you Huh Yeah Where do we sit here Well I thought we would sit in order you know by jury numbers so on around table If that is okay with you gentlemen Sure What is difference I think it is reasonable to sit in order Let it be,neutral
9,"- Number 12. Do I sit down here? - Yeah. That's 12. We go around... - We start with you. One, right? - One, yeah. Two, three, four, five, six. What was your impression of the prosecuting attorney? Okay. Two. You're two. I beg pardon? I thought he was really sharp, the way he handled all those points one by one. Logical sequence. I was very impressed. I think he... he did an expert job. A lot of drive too, you know? Real drive. - Okay, fellas, can we hold it down a minute? - Sure. Uh, fellas. Say, we'd like to get started. Gentleman at the window. - We'd like to get started. - Oh, I'm sorry. Pretty tough to figure, isn't it? Kid kills his father... bing, just like that. Aw, listen, you analyze the figures, you'll see it happens all the time.",39.653000000000006,145,Number Do I sit down here Yeah That is We go around We start with you right yeah What was your impression of prosecuting attorney Okay You are I beg I thought he was really sharp way he handled points by Logical sequence I was very impressed I think he he did expert job lot of drive too you know Real drive Okay fellas can we hold it down minute Sure Uh fellas Say we would like to get started Gentleman at window We would like to get started Oh I am sorry Pretty tough to figure is not it Kid kills his father bing just like that Aw listen you analyze figures you will see it happens time,admiration
10,"They let those kids run wild up there. Well, maybe it serves 'em right. You know what I mean? Is... Is everyone here? The old man is inside. Oh. Would you, uh, knock on the door for him? You a Yankee fan? No. Baltimore. - Baltimore? - Yeah. That's like being hit in the head with a crowbar once a day. Who have they got? No, I mean, who have they got besides good groundskeepers? Say, uh, we'd like to get started. Oh, forgive me, gentlemen. I... I didn't mean to keep you waiting. Baltimore? Okay, gentlemen, if I can have your attention.",32.028,103,They let kids run wild up there Well maybe it serves them right You know what I mean Is Is everyone here old man is inside Oh Would you uh knock on door for him You fan No Yeah That is like being hit in head with crowbar once day Who have they got No I mean who have they got besides good groundskeepers Say uh we would like to get started Oh forgive me gentlemen I I did not mean to keep you waiting Okay gentlemen if I can have your attention,neutral
