Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"When I was a child in India, growing up in the tiny village of Harenmahkeester, I found a voice-over machine, which I still use to this day. Oh, hi. I decided to use the Morgan Freeman setting. I am His Holiness the Guru Pitka. In my book, If You're Happy and You Know it, Think Again, I speak of intimacy, or ""into-me-l-see."" Intimacy is like putting your wiener on the table and having someone say,",30.233999999999995,75,When I was child in growing up in tiny village of I found voice over machine which I still use to day Oh hi I decided to use setting I am His In my book If You are Happy and You Know it Think Again I speak of intimacy or into me l see is like putting your wiener on table and having someone say,realization
2,"""That looks like a penis, only smaller."" Only smaller. Though I was raised here in India, I was born in America, which is where our journey begins. It's the story of a hockey player named Darren Roanoke, my most resistant student, who became my greatest teacher. Or some such bullshit. I don't know. Gotta go! - Hi, I'm Trent Lueders! - And I'm Jay Kell. Tonight is all about champions. But before we get going,",28.018000000000004,75,That looks like penis only smaller Only smaller Though I was raised here in I was born in which is where our journey begins It is story of hockey player named my most resistant student who became my greatest teacher Or such bullshit I do not know Got To go I am And I am Tonight is all about champions But before we get going,pride
3,"I'd like to start by thanking my own personal champions. The fans who supported me with their cards and letters during my recent addiction to peyote buttons and Frangelico. I've already apologized to my friends, my family, and my god. And now, I'd like to apologize to Dame Judi Dench for my vicious and brutal attack. I'm sorry, Judi, you did not deserve that, and I hope the staples come out soon. Over to you, Trent. Thanks, Jay! Tonight, the Toronto Maple Leafs' Darren Roanoke",30.225,85,I would like to start by thanking my own personal champions fans who supported me with their cards and letters during my recent addiction to peyote buttons and I have already apologized to my friends my family and my And now I would like to apologize to for my vicious and brutal attack I am sorry you did not deserve that and I hope staples come out soon Over to you Trent Thanks ',gratitude
4,"is the subject of our player profile. Hockey has its legends. Now, the new one, Darren Roanoke. Known as the Tiger Woods of hockey, Roanoke brought the sport to a whole new audience. - Hey, yo, check this, son! - Check this! A role model turned bad boy. He was in a perfect marriage. But before the playoffs, he stunned the world by separating from his wife, Prudence.",23.821000000000005,68,is subject of our player profile has its legends Now new one Known as of hockey brought sport to whole new audience check this son Check this role model turned bad boy He was in perfect marriage But before playoffs he stunned world by separating from his wife,neutral
5,"From role model to dating models. Roanoke found out his wife, Prudence, was dating the L.A. Kings' legendary French-Canadian goalie, Jacques ""Le Coq"" Grande. He earned his nickname, ""Le Coq,"" for reasons that cannot be stated on this program. This interview is over. Holy... That's when Roanoke fell apart. Roanoke is hit hard. Open net! He misses!",23.958000000000002,57,From role model to dating models found out his wife was dating ' legendary Canadian goalie He earned his nickname for reasons that can not be stated on program interview is over Holy That is when fell apart is hit hard Open net He misses,neutral
6,"Damn, damn, damn! But the question on everyone's mind is, can the Leafs win without Roanoke? Well, can we win the Cup without Roanoke? Not a chance, boss. As long as Jacques ""Le Coq"" Grande is banging Darren's wife, Darren's toast. My father once told me the Yankees hired a guru to turn their team around. I have our guru. If he can fix Darren, we win the Cup. They call him the Love Guru.",25.96,75,damn damn But question on everyone is mind is can win without Well can we win without Not chance boss As long as is banging 's wife 's toast My father once told me hired guru to turn their team around I have our guru If he can fix we win They call him,optimism
7,"Tumble out of bed and I stumble to the kitchen Pour myself a cup of ambition Yawning, stretching, try to come to life Jump in the shower and the blood starts pumping Out on the streets the traffic starts jumping With folks like me on the job from 9:00 to 5:00 Working 9:00 to 5:00 What a way to make a living Barely getting by it's all taking and no giving They just use your mind and they never give you credit",28.826999999999998,82,Tumble out of bed and I stumble to kitchen myself cup of ambition stretching try to come to life in shower and blood starts pumping Out on streets traffic starts jumping With folks like me on job from to Working to What way to make living Barely getting by it is all taking and giving They just use your mind and they never give you credit,optimism
8,It's enough to drive you crazy if you let it They let your dream just to watch them shatter You're just a step on the boss man's ladder But you've got dreams he'll never take away You're in the same boat with a lot of your friends Waiting for the day your ship will come in And the tide's gonna turn and it's all gonna roll your way Working 9:00 to 5:00 for service and devotion You would think that I would deserve a fair promotion Want to move ahead but the boss won't seem to let me,36.029,98,It is enough to drive you crazy if you let it They let your dream just to watch them shatter You are just step on boss man 's ladder But you have got dreams he will never take away You are in same boat with lot of your friends Waiting for day your ship will come in And tide 's going to turn and it is all going to roll your way Working to for service and devotion You would think that I would deserve fair promotion Want to move ahead but boss will not seem to let me,neutral
9,I swear sometimes that man is out to get me Working 9:00 to 5:00 What a way to make a living Barely getting by it's all taking and no giving They just use your mind and they never give you credit It's enough to drive you crazy if you let it Working 9:00 to 5:00 What a way to make a living Barely getting by it's all taking and no giving They just use your mind and they never give you credit,35.778999999999996,82,I swear sometimes man is out to get me to What way to make living Barely getting by it is all taking and giving They just use your mind and they never give you credit It is enough to drive you crazy if you let it Working to What way to make living Barely getting by it is all taking and giving They just use your mind and they never give you credit,neutral
10,"It's enough to drive you crazy if you let it Working 9:00 to 5:00, yeah! Here we go, here we go. Mariska Hargitay, Speedy. Yeah. Ride 'em, cowboy. Mariska Hargitay, Your Holiness. Rajneesh! Mariska Hargitay. Your manager Richard Pants is here. Dick Pants. Send him in. Mariska Hargitay, Your Holiness.",27.12,50,It is enough to drive you crazy if you let it Working to yeah Here we go here we go Yeah Ride them cowboy Your Rajneesh Your manager is here Send him in Your,excitement
