Scene,Text,TimeTaken,NumberOfWords,clean_text,emotion
1,"Subtitles by explosiveskull Let me tell you somethin'. New York is the greatest fuckin' city in the world. My city. I was a kid in these streets, I started in the fuckin' gutter, and I made it to the top. This life ends one of two ways, dead or in jail. I did both. I made my bones doin' a piece of work for Don Carlo Gambino. I don't need to tell you what happened. You know. But the commission is moving. The families will not allow this type of crime to go unchecked. I mean, Carlo, he paid the kidnappers. He complied with their every demand. And how did they respond?",39.946999999999996,112,Subtitles by explosiveskull Let me tell you something is greatest ' city in world My city I was kid in streets I started in ' gutter and I made it to top life ends of ways dead or in jail I did both I made my bones doing piece of work for I do not need to tell you what happened You know But commission is moving families will not allow type of crime to go unchecked I mean he paid kidnappers He complied with their demand And how did they respond,admiration
2,"By leaving the kid in a fuckin' Dumpster. Now, each of the families is organizing a team to head the hunt for the kidnappers. But as far as I'm concerned, this is a Gambino matter. And we will not fuckin' stand down. This is our responsibility. So John, I want you to head the Gambino team. We're not only doing this for Carlo, we're doing this for the whole family. I understand. I want you to take care of this for me. It would be an honor. Consider it done. Ah, Jesus Christ, you look at these fuckin' bums? Missy, hit me again, will ya?",35.818,105,By leaving kid in ' Now each of families is organizing team to head hunt for kidnappers But as far as I am concerned this is matter And we will not fuckin ' stand down This is our responsibility So I want you to head team We are not only doing this for we are doing this for whole family I understand I want you to take care of this for me It would be honor Consider it done Ah you look at ' bums hit me again will,anger
3,"Whisky neat, coming right up. James McBratney? You're under arrest. I guess somebody better call the cops then, huh? Let's go. Motherfucker! Hey! Down. Not a word. After I had a successful hit under my belt, Carlo Gambino opened up the books for the first time since 1957. And like that, I became a made man. Can you believe the way they bring me in here? Like I'm Hannibal the fucking Cannibal or something. I got the trifecta. I got jaw, neck and throat. They took my tit and they put it on my face.",36.517,95,Whisky neat coming right up You are under arrest I guess somebody better call cops then Let us go Hey Not word After I had successful hit under my belt opened up books for first time since And like that I became made man Can you believe way they bring me in here Like I am fucking Cannibal or something I got trifecta I got jaw neck and throat They took my tit and they put it on my face,anger
4,"I only do one-armed pushups 'cause they took the whole chest muscle out. - Those fucking butchers. - Yeah. My body betrayed me, John, but not my mind, and not my heart. That'll never happen. I'm still here, John. I'm still motherfuckin' these guys at every turn. So... what's up? They ordered me a visit. I thought at least I'd maybe get a phone call, but the judge insisted I get the visit. John, they didn't do this out of the kindness of their hearts. So I'm gonna ask you again. What's up? I'm thinking about taking a plea. A plea?",37.019999999999996,101,I only do armed pushups because they took whole chest muscle out fucking butchers Yeah My body betrayed me but not my mind and not my heart That will never happen I am still here I am still guys at turn So what is up They ordered me visit I thought at least I would maybe get phone call but judge insisted I get visit they did not do this out of kindness of their hearts So I am going to ask you again What is up I am thinking about taking plea plea,neutral
5,"And what are their expectations of you in this plea? Five and a half to seven years. Five and a half or seven? Which is it? Look, I don't want you should stay in prison one motherfucking more day. I would rather have this cancer than you have a cold. But, I'm tellin' you, if I robbed a church and I had the steeple sticking out of my ass, - I would deny it. - I know, Dad. I know... Okay, so I'm telling you, as a father... not as a boss, but as a father... if you say that you're innocent, I believe you. So why would you stand up in front of these motherfuckers and say that you're guilty? - Why would you do that? - Because if I take this plea, it's over. They're not gonna keep coming after me with more charges. I get closure.",42.188,149,And what are their expectations of you in plea and half to years and half or Which is it Look I do not want you should stay in prison motherfucking more day I would rather have cancer than you have cold But I am ' you if I robbed church and I had steeple sticking out of my ass I would deny it I know I know Okay so I am telling you as father not as boss but as father if you say that you are innocent I believe you So why would you stand up in front of motherfuckers and say that you are guilty Why would you do that Because if I take plea it is over They are not going to keep coming after me with more charges I get closure,anger
6,"Closure. Let me make sure I heard that straight. ""Closure."" What kind of a mealy-mouth word is that? This is a... this is a word for over-educated, under-intelligent motherfuckers. This is not a word that's in my vocabulary. My boys are still young kids, Dad. If I take this plea, I'm back with them before they're teenagers. If I lose at trial, I'm doing 20 years. Like they never had a father. She's a nice woman. She's a nice woman now 'cause she's dying of cancer. Two weeks ago everybody hated her. Now she's Miss Popularity.",35.676,96,Closure Let me make sure I heard that straight Closure What kind of mealy mouth word is that This is a this is word for over educated under intelligent motherfuckers This is not word that is in my vocabulary My boys are still young kids If I take plea I am back with them before they are teenagers If I lose at trial I am doing years Like they never had father She is nice woman She is nice woman now because she is dying of cancer weeks ago everybody hated her Now she is,neutral
7,"I'm just... I'm just sayin'. - When's Halloween? - Next week. Next week, this week, what do I know? Every day is Halloween in this place. What are you gonna be? Officer Mike down the block's gonna let me use his policeman's hat. I'm going as a cop. - What's the matter with you? - With me? What are you doing to my son? Oh, so now he's your son alone? 'Cause of you, I'm alone with them. Let me tell you somethin'. No kid of mine is gonna be a cop for Halloween, and that's it. - It's not gonna happen. - Johnny, he's just a kid. Today he wants to be a cop, tomorrow an astronaut.",29.000000000000004,118,I am just I am just When is Next week Next week week what do I know day is in place What are you going to be down block 's going to let me use his policeman 's hat I am going as cop What is matter with you With me What are you doing to my son Oh so now he is your son alone Because of you I am alone with them Let me tell you something kid of mine is going to be cop for and that is it It is not going to happen he is just kid Today he wants to be cop tomorrow astronaut,neutral
8,"If I ever hear that you let my son or any of my kids... or you for that matter... talk to that cop or any cop, I'll kill you. Relax, he's just being nice to your son. Don't make me repeat myself, Victoria. And you... you don't dress like a cop, you don't act like a cop, and you don't talk like a cop. You understand me? - What the matter with you? - Me? What's the matter with you? Don't start, Victoria, okay? I'm not in the mood. Don't talk to me like that. You think you're such a tough guy. Do you know what you're doing to this family? And you're gonna kill me? - I'd like to see you try. - Don't get smart with me. Now, look, what do you wanna... What do you want to be?",30.636,141,If I ever hear that you let my son or any of my kids or you for matter talk to cop or cop I will kill you Relax he is just being nice to your son Do not make me repeat myself And you you do not dress like cop you do not act like cop and you do not talk like cop You understand me What matter with you Me What is matter with you Do not start okay I am not in mood Do not talk to me like that You think you are tough guy Do you know what you are doing to family And you are going to kill me I would like to see you try Do not get smart with me Now look what do you want to What do you want to be,neutral
9,"Why don't you ask him what he wants to be instead? - What do you wanna be? - Um, a baseball player? No, no. You don't wanna be a baseball player. Why don't you be Casper the Ghost? You put a... You put a sheet over and make the holes... - Casper's for five-year-olds. - What was you? What was you last year? You were a princess last year, right? - And what was you? You was a... - Time's up, Gotti. Ah! Gotta go. - I love youse. - I love you, too. After being ID'd by the barmaid, - they sent me to Green Haven Penitentiary... - Give me a kiss. ...where I served two years out of a four-year sentence. With the guards in my back pocket, I was able to get medical furloughs to see the family dentist.",33.941,142,Why do not you ask him what he wants to be instead What do you want to be Um baseball player No no You do not want to be baseball player Why do not you be Ghost You put a You put sheet over and make holes 's for year olds What was you What was you last year You were princess last year right And what was you You was 's up Ah Got To go I love youse I love you too After being ID'd by barmaid they sent me to Give me kiss where I served years out of year sentence With guards in my back pocket I was able to get medical furloughs to see family dentist,love
10,"Not a cavity in sight, Mr. Gotti. - We'll see you next time. - Thanks. And while I was at it, I was able to clean up some unfinished McBratney business. Remember what I used to tell youse guys? It was me, Angelo and Frankie, we'd say we was goin' out of town and that we were at a construction job. We was gonna build this big wall, and it was gonna take three years. Remember? Yeah. John, I want what's best for you and your family. I know that, Dad, I know. And the idea of just one day you being in prison makes me sick. But I don't know what makes me sicker, you being in prison, or you bowing to these pieces of shit. What bowing? There's no bowing, it's a compromise.",38.980000000000004,135,Not cavity in sight We will see you next time And while I was at it I was able to clean up unfinished business Remember what I used to tell youse guys It was me and we would say we was going out of town and that we were at construction job We was going to build big wall and it was going to take years Remember Yeah I want what is best for you and your family I know that I know And idea of just day you being in prison makes me sick But I do not know what makes me sicker you being in prison or you bowing to pieces of shit What bowing There is bowing it is compromise,neutral
11,"They get their pound of flesh, I get my peace of mind. The peace of mind that one day I'll be there for my family when I am needed. - Oh, John. John! - That's what this is. How could you be so naive? Once they get you in, you will never be free again. Do you understand that? They say you win this time, but next time, they'll make sure that you don't. There won't be a next time. I've always felt in my heart that the day would come when my family and I'd get separated by prison. I'm just thankful it isn't for life. And this plea will ensure that. I had high hopes for Johnny Boy. Me? I was born with four fuckin' cents to my name. And now I got a kid going to the New York Military Academy. Johnny Boy, come on!",36.707,148,They get their pound of flesh I get my peace of mind peace of mind that day I will be there for my family when I am needed Oh That is what this is How could you be so naive Once they get you in you will never be free again Do you understand that They say you win time but next time they will make sure that you do not There will not be next time I have always felt in my heart that day would come when my family and I would get separated by prison I am just thankful it is not for life And plea will ensure that I had high hopes for Me I was born with fuckin ' cents to my name And now I got kid going to come on,optimism
12,"Let's go! We ain't got all day. What's the matter? You guys look like your brother's going to the electric chair. Cheer up. Why don't you go, uh, go get some ice cream. - Pizza or something. - I don't like ice cream. Get Fudge Sticks. You love Fudge Sticks, get them. - I don't like pizza, either. - How 'bout the movies? You like... What's that movie you like so much? About spaghetti. Meatballs or something. Go see that. Come on. We ain't got all day! All right, guys. Come here. All right, you guys better not get into any trouble while I'm gone. Look out for your brother, all right?",29.474,112,Let us go We are not got day What is matter You guys look like your brother 's going to electric chair Cheer up Why do not you go uh go get ice cream or something I do not like ice cream Get You love get them I do not like pizza either How 'bout movies You like What is movie you like so much About spaghetti Meatballs or something Go see that Come on We are not got day All right guys Come here All right you guys better not get into trouble while I am gone Look out for your brother all right,neutral
13,"- Give me a hug. - All right, enough, enough. - Let's go. Let's go. Let's go. - I'll see ya. - Wait, wait. Hey, hey. - Ma! Ma, I gotta go. - Butch, please! - Ma, I gotta go. I made youse a tuna sandwich for the road. Okay, you know what? You're gonna see him this weekend. At my house, more often than not, - was Angelo Ruggiero. - Hey, Pete. My best friend since we was kids. - Hey, Ange. - Hey, Vic. - He up yet? - You talk to him. I've tried. Hey, Uncle Ange. Hey. Whoa. You know what's good for you, don't let your dad see that cop car. Come on, you fucking prick. Come on, co...",31.338999999999995,124,Give me hug All right enough enough Let us go Let us go Let us go I will see Wait wait Hey hey I got to go please I got to go I made youse tuna sandwich for road Okay you know what You are going to see him weekend At my house more often than not was My best friend since we was kids Hey He up yet You talk to him I have tried Hey Hey Whoa You know what is good for you do not let your dad see cop car Come on you fucking Come on co,neutral
14,"Look at this. Come on. Ah, co... Oh, motherfucker! You know what fuckin' time it is? Did you see that? Did you see that? I got six dimes on Buffalo. They're killin' us, ten to nothin'. I put six dimes on New England, they're killin' us. I put six dimes on Chicago, they're losin'. And now I put three dimes on Kansas City. They're winning, but they'll fucking blow it. - Motherfuckers! - Maybe you should hang yourself. - Leave your troubles behind. - Smart ass. Listen, you wouldn't believe how much I lost last week. Don't wanna believe. Don't wanna know. Just once, you know, I'd give my fuckin' life,",27.698000000000004,111,Look at this Come on Ah co ... Oh motherfucker You know what ' time it is Did you see that Did you see that I got dimes on They are ' us to nothing I put dimes on they are us I put dimes on they are losin And now I put dimes on They are winning but they will fucking blow it Maybe you should hang yourself Leave your troubles behind ass Listen you would not believe how much I lost last week Do not want to believe Do not want to know Just once you know I would give my fuckin ' life,anger
15,"just that to have the Redskins win once. I got a Redskin named Willie Boy in the car. I gotta clean up. Motherfuckers! - Uncle Ange, look. - Whatcha got there, Frankie? Oh! No, you didn't. Straight A's? I've never seen anything like this. Hey, Frankie Boy, you show Uncle Ange your report card? Can you believe it? My son's a goddamn genius. My Frankie's gonna be a rocket scientist. - What do you think about that, Ange? - Let's go. We won't be home for dinner. What are you talking about? It's Sunday night. I gotta repeat myself? I'm not comin' home for dinner! - Johnny, it's family night! - I'll make it up to youse.",31.909000000000002,117,just that to have win once I got named in car I got to clean up Motherfuckers look What Are You got there Oh No you did not Straight 's I have never seen anything like this Hey you show your report card Can you believe it My son 's goddamn genius My 's going to be rocket scientist What do you think about that Let us go We will not be home for dinner What are you talking about It is night I got to repeat myself I am not comin home for dinner it is family night I will make it up to youse,anger
16,"Manhattan's Garment District has long been central to the Mafia's portfolio of lucrative rackets, and a hugely profitable adjunct to the Mob's historic stranglehold on trucking and labor unions. Authorities believe that this man, John Gotti, a feared captain in the Gambino family, is the mobster primarily in control of extortion, corruption, and robbery within the multimillion-dollar New York fashion industry. Gotti is perceived as an up and comer in the Mafia organized crime family... Johnny Boy was tough. He knew how to handle himself. I told him tell anybody who had the balls to ask what his father did for a living that I was a 24-hour, seven-days-a-week street guy. Who's this fucking guy think he is, huh? He's Greek. He doesn't have his head screwed up straight.",43.985,129,'s has long been central to 's portfolio of lucrative rackets and hugely profitable adjunct to 's historic stranglehold on trucking and labor unions Authorities believe that man feared captain in family is mobster primarily in control of extortion corruption and robbery within dollar fashion industry is perceived as up and comer in organized crime family was tough He knew how to handle himself I told him tell anybody who had balls to ask what his father did for living that I was hour days week street guy Who is fucking guy think he is huh He is Greek He does not have his head screwed up straight,neutral
17,"What, he just got off the boat yesterday? Who gave him permission to run book in Howard Beach? - Who? - I... I told him. - I read him the riot act. - Why did you tell him? This motherfucker's on the phone talking about me! My name! He says he's with the Greek mafia. This mook is so full of shit it ain't funny. Ms. Luzio, hold up, hold up. Lou. Louie, go help her. I'll take care of it, Mr. Gotti. Get that shit off your face. He looks like a beatnik. Why don't you grab 50 percent of this asshole's business? I want this shut down yesterday. You understand? This guy's a nobody, and even if he was a somebody, I don't give a fuck.",31.773,128,What he just got off boat yesterday Who gave him permission to run book in Who I I told him I read him riot act Why did you tell him motherfucker 's on phone talking about me My name He says he is with Greek mafia mook is so full of shit it are not funny hold up hold up go help her I will take care of it Get that shit off your face He looks like beatnik Why do not you grab percent of asshole 's business I want this shut down yesterday You understand guy 's nobody and even if he was somebody I do not give fuck,neutral
18,"- You understand me? - Yeah. - Hey, hey, hey! - Mr. Gotti, how are you? You're still in the fight? Yeah, you still working out? Not that much anymore. No? What's the matter? You was the great white hope. Well, they just fucking closed down Tully's. Tully's an institution. How long's Tully been around? I've been walking by Tully's for 40 years. What happened? What the fuck happened? I don't know. Rent's goin' up. They got cited for some code violation or something. Yeah. Well, don't you worry. They're back in business. All right. How's your father? How's his liver? He's... He's still here. He's still here. All right, man. Well, you tell him hello from me, all right?",35.142999999999994,120,You understand me Yeah hey hey how are you You are still in fight Yeah you still working out Not that much anymore No What is matter You was great white hope Well they just fucking closed down 's 's institution How long 's Tully been around I have been walking by 's for years What happened What fuck happened I do not know 's going up They got cited for code violation or something Yeah Well do not you worry They are back in business All right How is your father How is his liver He is He is still here He is still here All right man Well you tell him hello from me all right,annoyance
19,"- Gotti, thank you. Thank you. - All right. All right. Come back to the center. I don't give a fuck who this guy is. He's using my name on the phone. So you tell this cocksucker that if he ever deals another card in Queens, or ever even whispers my name again, I, me, John Gotti, will sever his motherfucking head off! - Put a little ice on it. - Ma, I'm... Ma! Okay. I'll fix you something to eat. Get your feet off the couch. Get up. You got suspended, huh? What do you think you're doing? These local kids jumped a couple of our guys. We're just handling our business.",35.315000000000005,113,thank you Thank you All right All right Come back to center I do not give fuck who guy is He is using my name on phone So you tell cocksucker that if he ever deals card in or ever even whispers my name again I me will sever his motherfucking head off Put little ice on it I am Okay I will fix you something to eat Get your feet off couch Get up You got suspended What do you think you are doing local kids jumped couple of our guys We are just handling our business,gratitude
20,"You're handling your business? - Yeah. I guess. - You guess. You show up? Yeah. I'd say so. Attaboy. You stood your ground. You didn't back off. Never back off. You always stand up. You fight till you can't fight no more. Never take a backwards step, ever. Dad, I'm thinking maybe I don't wanna try for West Point anymore. Maybe take a year off. Take a year off? Drop out of school? Not go to college? Become a bum on the street? Is that what you want? Huh? What are you thinking? You wanna hang out with me?",34.518,99,You are handling your business Yeah I guess You guess You show up Yeah I would say so You stood your ground You did not back off Never back off You always stand up You fight till you can not fight more Never take backwards step ever I am thinking maybe I do not want to try for anymore Maybe take year off Take year off Drop out of school Not go to college Become bum on street Is that what you want Huh What are you thinking You want to hang out with me,neutral
21,"Is that what you're thinking? Jesus Christ. Ah! Butch! I'm hungry! If they get it, they're good. It's just like if they're good, they get what they get paid. - A lot of 'em are bums. - That's for sure. - Ah. - The Luccheses are here. - I don't like that guy. - Which one? His name is Gaspipe. Oh, yeah. I heard of him. He's trouble. He's up in Angelo's face about them apartments on 59th Street. I hear he's a real sicko. Look at him. Look at him.",32.614000000000004,91,Is that what you are thinking Ah I am hungry If they get it they are good It is just like if they are good they get what they get paid lot of them are bums That is for sure Ah Luccheses are here I do not like guy one His name is Oh yeah I heard of him He is trouble He is up in 's face about them apartments on 59th I hear he is real sicko Look at him Look at him,neutral
22,"He's making sure all the families know his name. The prick. Relax. He's not our business. - Sweetheart? Can we get another round here, please? - You got it. - Let me ask you something. - Hm. What do you think the Genovese capos think of the boss? What are you talking about? I mean, I understand the whole insanity plea, but come on, running around town in the fucking pajamas, give me a fucking break. Vincent ""The Chin"" Gigante. According to the government, the powerful boss of the Genovese crime family. To me, he was a rival. Chin is a very smart guy. He runs his family as he sees fit.",38.07700000000001,112,He is making sure families know his name prick Relax He is not our business Can we get round here please You got it Let me ask you something What do you think Genovese capos think of boss What are you talking about I mean I understand whole insanity plea but come on running around town in fucking pajamas give me fucking break According to government powerful boss of Genovese crime family To me he was rival is very smart guy He runs his family as he sees fit,anger
23,"I can tell you this: You would never see Chin and his crew in a place like this, that's for fucking sure. Well, talking about bosses who hide... Don't start. I'm just telling you, he's not here. He's never here. How can you run a family if you're not on the ground with them? Johnny, you have got to shut the fuck up. Paul is your boss. End of fuckin' story. Who's this? Who is that guy with Frankie? What's his name again? - That's Sammy Bull. - That's Sammy. Why Bull? Bulls Head, Staten Island. I know about him. You don't like anybody here tonight.",33.54,106,I can tell you this You would never see and his crew in place like this that is for fucking sure Well talking about bosses who hide Do not start I am just telling you he is not here He is never here How can you run family if you are not on ground with them you have got to shut fuck up is your boss End of ' story Who is this Who is guy with What is his name again That is That is Why I know about him You do not like anybody here tonight,anger
